tile_id,num_no_hh,people,ngiant,frac_no_hh,frac_giant,x,y,hc1,hc2
1524,29,637,616.0,0.04552590266875981,0.967032967032967,68,16,12.872036,1.3119786
1525,28,561,553.0,0.049910873440285206,0.9857397504456328,69,16,11.131888,1.1204075
1526,3,235,223.0,0.01276595744680851,0.948936170212766,70,16,4.454131,0.33363295
1527,2,41,36.0,0.04878048780487805,0.8780487804878049,71,16,0.7351932,0.034091882
1528,1,1,1.0,1.0,1.0,72,16,0.017188577,0.0005817878
1529,1,1,0.0,1.0,0.0,73,16,0.016651994,0.00050131074
1530,0,1,1.0,0.0,1.0,74,16,0.016193127,0.00046008735
1535,5,5,5.0,1.0,1.0,79,16,0.0711725,0.0018427871
1536,2,16,11.0,0.125,0.6875,80,16,0.22259118,0.0062250127
1537,9,37,28.0,0.24324324324324326,0.7567567567567568,81,16,0.5028576,0.015299396
1573,11,45,40.0,0.24444444444444444,0.8888888888888888,26,17,0.8260952,0.031688396
1574,9,142,123.0,0.06338028169014084,0.8661971830985915,27,17,2.7238657,0.14175808
1575,18,106,97.0,0.16981132075471697,0.9150943396226415,28,17,2.1049929,0.11689005
1576,6,206,199.0,0.02912621359223301,0.9660194174757282,29,17,4.2371745,0.2790543
1577,20,239,227.0,0.08368200836820083,0.9497907949790795,30,17,5.0288467,0.3406115
1578,1,77,71.0,0.012987012987012988,0.922077922077922,31,17,1.6268361,0.08491638
1579,18,57,52.0,0.3157894736842105,0.9122807017543859,32,17,1.2152425,0.055802956
1580,9,87,79.0,0.10344827586206896,0.9080459770114943,33,17,1.8846773,0.08808646
1581,7,83,78.0,0.08433734939759036,0.9397590361445783,34,17,1.8266749,0.08487503
1582,6,79,69.0,0.0759493670886076,0.8734177215189873,35,17,1.763058,0.07927712
1583,4,7,7.0,0.5714285714285714,1.0,36,17,0.15791716,0.0062841163
1585,4,5,5.0,0.8,1.0,38,17,0.116353646,0.0047521456
1586,2,45,40.0,0.044444444444444446,0.8888888888888888,39,17,1.0699086,0.051528607
1587,5,68,66.0,0.07352941176470588,0.9705882352941176,40,17,1.6389983,0.08152725
1588,4,54,51.0,0.07407407407407407,0.9444444444444444,41,17,1.3119888,0.061960395
1589,10,60,57.0,0.16666666666666666,0.95,42,17,1.4712902,0.06851648
1590,4,13,12.0,0.3076923076923077,0.9230769230769231,43,17,0.32197574,0.014385032
1591,0,33,32.0,0.0,0.9696969696969697,44,17,0.8300374,0.040012944
1592,21,119,119.0,0.17647058823529413,1.0,45,17,3.04468,0.16365317
1593,0,19,19.0,0.0,1.0,46,17,0.49252632,0.0253525
1594,3,11,11.0,0.2727272727272727,1.0,47,17,0.29143563,0.016939558
1595,9,228,223.0,0.039473684210526314,0.9780701754385965,48,17,6.2273235,0.4776394
1596,5,298,298.0,0.016778523489932886,1.0,49,17,8.327404,0.7351854
1597,24,394,392.0,0.06091370558375635,0.9949238578680203,50,17,11.1860075,1.0980921
1598,11,739,734.0,0.014884979702300407,0.993234100135318,51,17,21.211613,2.3852184
1599,36,310,309.0,0.11612903225806452,0.9967741935483871,52,17,8.761992,0.8575138
1600,5,120,120.0,0.041666666666666664,1.0,53,17,3.2967358,0.2692991
1601,36,212,209.0,0.16981132075471697,0.9858490566037735,54,17,5.677684,0.4426108
1602,7,178,174.0,0.03932584269662921,0.9775280898876404,55,17,4.628241,0.3303263
1603,5,73,70.0,0.0684931506849315,0.958904109589041,56,17,1.8312298,0.10891516
1604,2,73,69.0,0.0273972602739726,0.9452054794520548,57,17,1.7712345,0.09317197
1605,3,73,72.0,0.0410958904109589,0.9863013698630136,58,17,1.7160757,0.08100961
1606,2,4,3.0,0.5,0.75,59,17,0.090997666,0.0034997752
1611,0,1,1.0,0.0,1.0,64,17,0.020599708,0.00071366073
1612,5,12,11.0,0.4166666666666667,0.9166666666666666,65,17,0.24580759,0.010188632
1613,11,111,107.0,0.0990990990990991,0.963963963963964,66,17,2.2722883,0.123868056
1614,24,205,194.0,0.11707317073170732,0.9463414634146341,67,17,4.169083,0.26214525
1615,2,45,43.0,0.044444444444444446,0.9555555555555556,68,17,0.89998686,0.05332978
1616,5,5,5.0,1.0,1.0,69,17,0.09746057,0.0052577252
1617,0,2,0.0,0.0,0.0,70,17,0.037654214,0.0017171601
1618,1,1,1.0,1.0,1.0,71,17,0.018140316,0.0006800108
1619,1,1,1.0,1.0,1.0,72,17,0.01754378,0.00057281717
1622,1,1,1.0,1.0,1.0,75,17,0.016168963,0.00046682355
1623,1,1,0.0,1.0,0.0,76,17,0.01576337,0.00044923014
1624,1,5,5.0,0.2,1.0,77,17,0.07684854,0.0021964607
1625,1,1,0.0,1.0,0.0,78,17,0.014977336,0.00042121534
1626,4,13,6.0,0.3076923076923077,0.46153846153846156,79,17,0.19000588,0.0055980445
1627,6,22,20.0,0.2727272727272727,0.9090909090909091,80,17,0.31422582,0.009941771
1628,3,38,28.0,0.07894736842105263,0.7368421052631579,81,17,0.53119075,0.018993532
1629,11,73,62.0,0.1506849315068493,0.8493150684931506,82,17,0.99528056,0.03904781
