SEZIONE,TOTALE_ISCRITTI,SINISTRA ECOLOGIA LIBERTA',CENTRO DEMOCRATICO,PD - PARTITO DEMOCRATICO,RIVOLUZIONE CIVILE INGROIA,MIR - MODERATI IN RIVOLUZIONE,FRATELLI D'ITALIA-CENTRODESTRA,PENSIONATI,IL POPOLO DELLA LIBERTA',LEGA NORD,LA DESTRA STORACE,FARE PER FERMARE IL DECLINO,CASAPOUND ITALIA,FIAMMA TRICOLORE,MOVIMENTO 5 STELLE BEPPEGRILLO,FINI - FUTURO E LIBERTA',SCELTA CIVICA CON MONTI,CASINI - LIBERTAS - UDC,FN - FORZA NUOVA,TOTALE,AFFLUENZA
269,716,10,2,162,2,3,12,2,149,17,3,13,0,1,68,1,147,0,1,593,0.8282122905027933
270,677,5,3,120,5,0,19,3,134,22,3,18,1,0,97,3,130,4,0,567,0.8375184638109305
271,737,21,0,152,4,1,22,1,127,30,0,14,0,0,112,5,118,8,1,616,0.835820895522388
272,645,14,0,139,4,0,30,3,113,24,5,13,2,0,84,3,96,5,1,536,0.8310077519379845
273,767,29,2,164,20,0,13,1,103,15,1,11,0,0,162,2,62,6,1,592,0.771838331160365
274,701,22,1,140,6,1,6,3,89,12,2,3,2,2,151,0,52,2,2,496,0.7075606276747504
275,529,17,0,115,13,0,17,6,84,7,2,4,0,2,100,2,35,2,0,406,0.7674858223062382
276,567,12,1,141,14,0,10,4,75,17,0,5,0,0,121,1,50,5,1,457,0.8059964726631393
277,584,23,2,128,10,0,8,1,70,9,5,4,1,1,129,1,65,5,1,463,0.7928082191780822
278,619,27,1,160,19,0,4,6,75,18,3,3,3,1,120,3,55,2,1,501,0.8093699515347335
279,670,30,0,151,12,0,10,4,86,14,2,14,2,1,137,1,74,1,0,539,0.8044776119402985
280,831,36,1,207,12,0,10,8,106,16,3,5,1,0,165,2,72,5,1,650,0.7821901323706378
281,773,34,0,179,28,2,14,0,75,7,1,4,0,2,178,3,70,2,1,600,0.7761966364812419
282,782,16,2,172,9,0,10,7,118,17,5,12,1,2,129,1,71,6,0,578,0.7391304347826086
283,724,13,0,137,9,0,12,5,86,16,0,4,2,2,173,4,70,5,1,539,0.744475138121547
284,800,27,2,183,17,1,7,2,113,26,0,7,0,0,156,2,94,5,2,644,0.805
285,578,23,4,144,11,0,7,1,78,10,0,18,0,1,99,3,96,1,0,496,0.8581314878892734
286,714,20,3,180,10,1,6,4,82,26,5,8,1,0,130,3,40,4,3,526,0.7366946778711485
287,650,12,1,202,8,0,16,1,84,25,1,23,1,0,61,3,117,2,0,557,0.8569230769230769
288,602,10,2,149,14,1,9,2,89,8,1,13,1,0,99,1,53,5,4,461,0.7657807308970099
289,903,29,2,238,6,2,19,5,115,34,4,7,0,1,165,1,85,3,0,716,0.7929125138427464
290,736,20,1,224,15,3,15,3,111,10,4,2,1,0,115,2,68,2,0,596,0.8097826086956522
291,762,27,6,211,10,0,13,2,100,22,3,7,1,0,114,5,76,10,0,607,0.7965879265091863
292,729,12,1,192,12,1,12,3,103,19,2,8,0,2,123,4,106,6,4,610,0.8367626886145405
293,830,38,5,197,27,0,8,5,93,12,8,0,2,3,176,1,49,1,1,626,0.7542168674698795
294,592,13,0,133,13,0,11,2,79,19,1,10,0,1,95,4,70,7,0,458,0.7736486486486487
295,876,31,0,232,18,4,21,3,124,27,4,15,3,0,137,5,120,5,0,749,0.8550228310502284
296,775,26,4,197,17,1,12,4,106,13,2,4,2,2,164,2,65,3,0,624,0.8051612903225807
297,727,22,1,166,11,0,5,5,94,8,3,15,2,0,115,3,34,15,1,500,0.687757909215956
298,753,8,0,177,11,0,13,1,88,15,0,12,2,0,179,1,59,5,2,573,0.7609561752988048
299,684,20,1,174,9,0,14,1,95,25,0,15,0,0,101,2,114,1,0,572,0.8362573099415205
300,819,18,1,204,16,0,11,9,122,16,1,8,0,2,156,3,76,12,0,655,0.7997557997557998
301,984,23,1,252,27,1,14,9,118,9,0,12,9,2,215,4,93,5,1,795,0.8079268292682927
302,803,18,2,154,15,5,8,3,108,18,2,8,0,0,201,5,51,4,0,602,0.7496886674968867
303,937,20,3,195,9,0,8,11,119,22,9,6,1,1,240,3,45,6,1,699,0.7459978655282817
304,733,24,3,136,8,0,6,5,87,19,4,3,2,0,148,4,57,4,2,512,0.6984993178717599
305,670,17,2,127,21,0,10,7,88,11,2,8,1,0,161,1,29,2,3,490,0.7313432835820896
306,920,24,1,183,14,2,5,15,114,12,3,2,1,1,190,1,90,26,0,684,0.7434782608695653
307,805,21,2,161,10,2,10,2,113,19,1,9,1,0,175,2,56,5,0,589,0.7316770186335404
308,900,18,4,190,16,0,10,4,107,15,5,7,2,2,216,5,72,7,1,681,0.7566666666666667
309,679,17,1,157,11,0,3,4,87,10,2,4,0,0,164,2,46,5,0,513,0.7555228276877761
310,610,15,1,162,15,1,4,6,52,7,1,3,1,4,141,0,30,3,1,447,0.7327868852459016
311,851,23,3,160,24,0,8,7,125,16,1,2,0,1,223,1,63,5,2,664,0.7802585193889542
312,906,31,2,182,13,1,14,8,93,14,3,3,1,1,254,6,53,9,1,689,0.760485651214128
313,656,16,0,161,18,0,15,6,78,5,4,2,2,0,173,1,26,4,0,511,0.7789634146341463
314,643,21,1,144,7,0,4,5,83,12,3,1,1,1,145,2,50,5,1,486,0.7558320373250389
315,797,21,1,191,19,0,15,3,98,16,2,4,2,2,159,1,58,5,4,601,0.7540777917189461
316,766,11,1,185,17,0,5,5,114,9,2,4,3,0,159,2,51,6,3,577,0.7532637075718016
317,642,18,1,183,21,0,10,9,61,5,1,1,3,1,119,1,47,8,2,491,0.764797507788162
318,693,15,2,145,8,1,8,6,83,15,2,3,1,1,171,6,56,1,1,525,0.7575757575757576
319,603,15,4,157,20,0,5,8,72,9,3,1,1,1,142,1,29,3,0,471,0.7810945273631841
320,741,21,0,156,12,0,4,10,86,16,3,1,1,0,195,5,38,5,2,555,0.7489878542510121
321,763,40,3,140,11,0,7,7,115,6,2,21,1,0,138,1,72,3,1,568,0.744429882044561
322,671,23,4,174,17,0,5,4,83,16,2,8,1,0,128,1,56,2,2,526,0.7839046199701938
323,650,24,1,161,26,0,2,3,57,5,2,2,0,0,127,0,30,2,1,443,0.6815384615384615
324,652,36,3,156,15,0,3,5,71,7,0,7,1,0,129,2,53,4,1,493,0.7561349693251533
325,655,45,3,155,14,0,5,3,71,11,1,4,0,1,130,2,39,2,0,486,0.7419847328244275
326,804,51,6,174,17,0,9,3,104,11,4,6,1,0,143,1,56,8,0,594,0.7388059701492538
327,661,31,2,158,17,0,5,8,88,17,1,7,1,0,130,2,26,6,0,499,0.7549167927382754
328,648,26,2,165,16,1,17,4,78,6,2,4,0,2,128,1,49,8,0,509,0.7854938271604939
329,722,47,1,170,10,0,7,4,68,17,1,12,1,0,131,1,63,3,1,537,0.7437673130193906
330,633,37,3,156,11,0,6,0,69,4,2,6,2,0,143,1,33,5,0,478,0.7551342812006319
331,689,40,4,106,13,1,19,4,85,7,0,9,6,0,140,3,54,1,2,494,0.7169811320754716
332,871,37,4,211,25,0,29,3,107,18,3,18,1,1,143,2,90,11,1,704,0.8082663605051664
333,708,49,3,178,29,1,17,2,86,8,1,9,0,0,136,2,38,2,1,562,0.7937853107344632
334,798,45,3,190,13,0,19,8,108,12,2,27,0,0,98,9,89,4,0,627,0.7857142857142857
335,648,35,7,120,13,0,6,3,51,10,0,9,1,0,107,5,101,7,0,475,0.7330246913580247
336,759,55,2,169,21,0,18,3,81,20,5,15,1,2,150,4,63,5,1,615,0.8102766798418972
337,760,39,1,180,30,0,14,2,94,15,2,10,1,0,109,4,119,5,1,626,0.8236842105263158
338,813,44,4,223,23,0,33,2,94,9,1,16,2,2,113,7,105,7,1,686,0.8437884378843789
339,785,54,6,220,24,0,12,3,79,21,6,19,1,0,118,2,78,10,0,653,0.8318471337579618
340,727,35,1,173,15,0,13,2,102,22,2,15,1,0,118,5,94,6,1,605,0.8321870701513068
341,845,21,3,172,20,0,30,0,137,13,4,24,1,0,110,3,161,11,0,710,0.8402366863905325
342,769,17,1,164,15,1,17,3,89,23,4,6,0,0,170,3,82,8,3,606,0.788036410923277
343,693,16,2,156,6,0,16,6,112,13,1,4,0,0,157,1,42,0,4,536,0.7734487734487735
344,842,21,2,176,19,0,6,14,128,14,2,5,2,1,162,5,66,3,2,628,0.7458432304038005
345,828,40,4,147,26,1,6,6,118,10,3,3,0,0,185,1,51,1,2,604,0.7294685990338164
346,1083,57,3,203,29,0,6,5,122,15,4,10,1,0,263,1,80,16,1,816,0.7534626038781164
347,1109,34,4,195,27,0,14,10,146,19,2,15,2,0,262,4,91,5,2,832,0.7502254283137962
348,573,24,2,105,21,0,5,3,70,8,2,5,0,0,107,2,27,1,1,383,0.6684118673647469
349,539,17,2,129,9,1,5,4,67,8,2,2,1,1,105,5,31,1,0,390,0.7235621521335807
350,754,21,0,124,17,0,9,5,103,13,3,2,2,1,180,0,41,5,7,533,0.7068965517241379
351,590,19,3,133,5,0,3,7,84,17,1,2,2,0,106,2,45,3,0,432,0.7322033898305085
352,703,10,2,136,11,1,16,2,131,20,2,9,1,2,110,4,96,3,1,557,0.7923186344238976
353,723,31,5,148,16,0,5,5,117,11,1,14,2,1,136,2,62,6,1,563,0.7786998616874136
354,786,24,2,191,20,3,8,6,107,24,3,7,1,1,147,4,69,3,2,622,0.7913486005089059
355,769,40,1,159,24,0,10,5,119,19,3,13,0,2,147,2,52,7,1,604,0.7854356306892067
356,675,46,2,152,21,0,12,6,79,5,3,4,1,0,122,1,27,0,0,481,0.7125925925925926
357,644,29,1,134,14,2,9,6,91,20,2,15,0,0,87,0,52,4,0,466,0.7236024844720497
358,715,42,2,130,14,0,15,1,124,14,5,8,1,0,125,1,81,3,0,566,0.7916083916083916
359,661,31,2,144,18,0,9,3,70,13,2,8,0,0,148,1,80,3,1,533,0.8063540090771558
360,724,59,2,171,12,1,10,3,84,15,3,9,1,1,125,1,62,7,1,567,0.7831491712707183
361,784,35,6,184,20,0,21,4,99,15,1,11,0,0,120,2,113,5,3,639,0.8150510204081632
362,783,25,0,181,24,1,28,3,94,13,3,8,0,0,162,2,70,3,3,620,0.7918263090676884
363,786,36,1,184,21,2,14,4,118,15,2,11,0,0,137,2,84,2,1,634,0.806615776081425
364,626,12,2,148,17,0,7,4,85,11,2,12,0,1,135,2,40,4,0,482,0.7699680511182109
365,681,29,1,165,20,0,16,5,81,12,4,9,1,2,122,2,58,8,1,536,0.7870778267254038
366,681,29,4,134,14,0,16,7,82,11,3,8,2,1,129,2,86,7,0,535,0.7856093979441997
367,546,19,0,122,9,2,11,4,67,10,6,6,1,2,106,3,51,3,1,423,0.7747252747252747
368,851,34,2,177,12,0,17,8,118,23,3,11,0,0,158,2,61,1,0,627,0.736780258519389
369,585,14,4,124,14,0,5,4,67,8,5,2,1,1,123,2,35,6,4,419,0.7162393162393162
370,608,15,2,123,11,0,5,3,92,7,0,5,1,1,112,3,38,5,1,424,0.6973684210526315
371,633,16,0,147,17,0,3,6,58,13,3,3,1,0,121,3,42,6,1,440,0.6951026856240127
372,687,23,0,163,13,0,6,2,48,3,4,10,2,149,4,40,8,3,0,478,0.6957787481804949
373,814,29,0,187,29,3,5,3,111,12,3,7,1,1,165,4,40,5,1,606,0.7444717444717445
374,806,27,2,201,22,1,10,4,116,7,6,4,1,1,140,3,62,1,2,610,0.7568238213399504
375,701,26,2,131,15,0,1,9,86,11,2,4,1,0,152,2,53,6,1,502,0.7161198288159771
376,779,37,2,207,21,1,8,9,68,15,2,7,0,1,145,3,48,3,0,577,0.7406931964056482
377,727,33,1,122,12,1,4,6,90,10,0,4,1,0,156,3,33,5,1,482,0.6629986244841816
378,747,24,4,156,16,0,6,2,88,20,0,5,2,1,132,0,82,4,0,542,0.7255689424364123
379,808,38,2,203,14,1,16,7,98,19,5,14,0,2,154,5,91,5,0,674,0.8341584158415841
380,847,24,0,158,11,1,22,2,100,13,2,18,2,2,121,7,130,16,3,632,0.7461629279811098
381,845,30,0,152,17,0,6,5,117,12,3,4,2,1,182,4,39,2,2,578,0.6840236686390533
382,1003,24,0,224,22,2,11,5,130,19,0,25,0,1,178,7,112,3,2,765,0.7627118644067796
383,793,26,1,190,8,1,13,3,106,24,4,18,0,0,125,0,110,4,1,634,0.7994955863808323
384,942,27,3,197,26,0,17,1,144,21,4,9,1,3,184,4,70,1,1,713,0.7569002123142251
385,770,21,1,167,11,0,15,5,86,13,5,7,1,0,176,6,66,5,0,585,0.7597402597402597
386,812,40,1,175,11,0,11,1,106,14,1,11,0,0,185,2,43,6,1,608,0.7487684729064039
387,830,33,0,168,17,3,11,6,84,10,0,10,3,1,181,3,44,8,1,583,0.7024096385542169
388,896,23,4,155,20,2,18,1,155,16,2,10,0,1,196,4,73,2,1,683,0.7622767857142857
389,644,29,0,136,17,0,8,6,81,12,1,0,0,1,117,0,31,1,0,440,0.6832298136645962
390,738,31,1,169,13,1,11,4,85,10,2,1,2,1,162,4,38,3,1,539,0.7303523035230353
391,628,24,0,122,13,0,6,8,97,7,1,3,1,0,132,0,43,0,1,458,0.7292993630573248
392,798,39,0,182,11,0,5,8,103,10,2,4,0,0,149,5,75,8,1,602,0.7543859649122807
393,798,33,2,198,24,0,4,6,93,12,4,8,0,2,171,0,60,7,1,625,0.7832080200501254
394,756,25,1,218,18,0,8,8,87,11,2,6,1,0,137,1,57,7,1,588,0.7777777777777778
395,791,14,4,186,10,0,15,2,116,28,2,2,0,1,127,4,95,5,0,611,0.7724399494310998
396,828,25,1,170,12,1,16,5,142,20,3,15,1,1,140,4,81,16,0,653,0.788647342995169
397,830,20,0,201,3,1,20,4,132,27,2,18,2,0,102,3,138,6,1,680,0.8192771084337349
398,818,18,1,162,23,2,19,1,99,25,2,9,4,1,130,5,124,3,1,629,0.7689486552567237
399,755,24,0,171,19,2,9,6,93,9,5,8,0,1,153,8,64,3,1,576,0.7629139072847683
400,707,31,1,161,15,0,11,5,78,9,0,4,0,0,161,2,47,5,0,530,0.7496463932107497
401,698,25,2,180,14,0,8,3,76,10,1,12,2,0,138,1,55,1,4,532,0.7621776504297995
402,820,34,2,165,26,0,13,5,101,17,1,20,0,0,177,1,80,6,0,648,0.7902439024390244
403,679,29,2,156,19,1,8,5,70,16,2,10,2,0,162,0,40,4,0,526,0.7746686303387335
404,678,32,2,161,18,0,7,6,69,19,4,8,2,2,135,1,55,5,3,529,0.7802359882005899
405,729,22,1,166,13,1,7,2,75,20,3,7,2,1,189,9,43,4,0,565,0.7750342935528121
406,680,23,2,128,23,0,6,5,91,8,3,11,2,1,151,5,56,2,4,521,0.7661764705882353
407,773,28,5,160,13,4,9,3,127,6,0,11,1,0,145,4,108,2,1,627,0.8111254851228978
408,847,28,3,163,7,2,39,5,122,19,2,20,2,0,136,3,129,6,2,688,0.8122786304604487
409,752,13,4,166,19,0,17,4,110,9,2,10,0,0,104,3,75,3,1,540,0.7180851063829787
410,797,27,0,177,12,1,12,11,115,29,1,14,0,1,133,1,63,3,0,600,0.7528230865746549
411,694,16,2,132,15,0,10,9,98,27,4,3,1,1,163,1,47,5,0,534,0.7694524495677233
412,843,20,1,165,17,0,15,6,111,20,2,3,3,3,200,4,71,14,2,657,0.7793594306049823
413,739,16,2,156,16,0,10,11,83,21,1,8,2,1,170,3,62,1,1,564,0.7631935047361299
414,820,28,1,158,22,1,2,2,93,13,4,11,1,1,227,1,66,4,2,637,0.776829268292683
415,496,12,2,101,8,3,9,2,76,9,2,4,0,3,128,0,21,2,3,385,0.7762096774193549
416,623,20,1,133,9,0,3,4,99,8,0,4,1,1,150,1,42,5,1,482,0.7736757624398074
417,718,15,1,160,9,0,12,9,84,13,2,2,0,0,173,3,64,4,2,553,0.7701949860724234
418,702,27,2,155,18,1,6,8,100,10,1,4,1,0,172,3,36,3,1,548,0.7806267806267806
419,699,14,2,160,19,0,6,5,94,16,3,6,2,1,163,5,37,4,0,537,0.7682403433476395
420,728,12,0,159,18,0,5,9,101,10,0,2,1,3,156,3,56,2,2,539,0.7403846153846154
421,937,19,2,181,23,2,12,9,148,16,3,9,2,0,214,3,53,2,0,698,0.7449306296691569
422,777,24,0,206,9,1,8,8,97,7,1,2,3,0,150,2,34,6,0,558,0.7181467181467182
423,881,21,1,196,14,0,6,8,99,16,2,4,0,1,204,2,54,10,0,638,0.7241770715096482
424,733,17,1,142,12,0,15,8,122,7,2,1,0,0,159,2,31,3,0,522,0.7121418826739427
425,769,21,2,157,10,0,4,5,105,11,0,3,0,3,197,1,40,3,0,562,0.7308192457737321
426,772,32,2,155,18,1,6,4,140,9,1,6,2,3,143,3,46,1,0,572,0.7409326424870466
427,671,25,1,121,8,0,1,6,81,10,1,5,0,1,132,1,26,5,3,427,0.6363636363636364
428,790,25,3,176,10,0,8,6,97,16,4,3,3,1,166,5,60,4,2,589,0.7455696202531645
429,818,15,0,192,13,0,7,7,112,10,2,1,0,3,195,2,39,2,0,600,0.7334963325183375
430,642,13,0,133,16,0,6,6,97,2,1,2,1,1,164,2,43,2,1,490,0.7632398753894081
431,715,18,1,148,20,1,6,3,96,8,4,0,0,2,183,3,38,6,3,540,0.7552447552447552
432,791,23,1,184,14,0,1,3,105,19,0,6,1,1,193,2,53,2,6,614,0.7762326169405815
433,1080,29,0,188,13,0,12,7,150,35,0,6,4,4,293,1,50,0,2,794,0.7351851851851852
434,943,41,4,243,24,1,10,2,138,17,3,5,0,0,187,2,61,13,0,751,0.7963944856839873
435,608,12,1,77,2,0,3,6,71,14,1,1,2,1,84,2,11,4,2,294,0.48355263157894735
436,730,25,0,166,20,0,4,4,97,9,4,3,2,1,158,0,43,7,2,545,0.7465753424657534
437,646,10,1,154,11,0,4,11,88,12,2,1,0,0,119,0,36,4,2,455,0.7043343653250774
438,746,19,1,197,18,0,17,10,92,11,1,7,0,0,156,5,47,5,0,586,0.7855227882037533
439,825,35,1,257,19,0,9,6,105,20,1,2,0,1,131,1,65,6,1,660,0.8
440,794,29,0,195,13,0,6,6,124,9,2,4,1,1,151,1,51,8,2,603,0.7594458438287154
441,827,16,0,211,20,2,6,12,110,9,2,7,1,1,170,1,41,6,3,618,0.747279322853688
442,734,13,0,175,16,0,12,6,80,14,2,3,0,0,176,2,40,6,3,548,0.7465940054495913
443,648,19,1,138,12,0,11,7,105,10,1,2,1,2,137,0,29,3,4,482,0.7438271604938271
444,710,16,3,174,12,0,6,9,89,6,1,3,2,0,151,0,36,3,2,513,0.7225352112676057
445,699,23,3,138,10,2,1,7,98,8,0,0,0,0,154,4,36,2,1,487,0.6967095851216023
446,759,24,1,175,16,0,6,6,111,15,1,4,4,0,162,5,45,5,2,582,0.766798418972332
447,748,24,1,151,6,0,5,7,109,9,0,3,3,1,181,1,37,6,2,546,0.7299465240641712
448,696,16,0,165,12,0,6,8,105,9,0,3,0,2,159,1,31,3,1,521,0.7485632183908046
449,693,15,0,169,12,0,15,3,92,11,7,3,2,0,171,1,40,2,1,544,0.784992784992785
450,1042,29,1,163,13,1,11,8,125,18,3,1,4,0,248,3,44,7,0,679,0.6516314779270633
451,934,18,4,161,26,0,8,12,127,11,0,4,5,0,216,4,30,4,2,632,0.6766595289079229
452,1117,42,2,195,23,0,2,9,105,13,6,6,0,4,279,2,33,4,5,730,0.6535362578334826
453,768,23,1,194,19,1,11,8,88,17,1,5,1,2,154,2,56,4,3,590,0.7682291666666666
454,660,11,1,130,11,0,6,2,92,7,1,1,3,1,145,2,39,1,1,454,0.6878787878787879
455,945,28,2,249,13,0,18,8,132,18,3,5,1,0,200,1,61,15,1,755,0.798941798941799
456,809,21,1,160,6,0,10,5,102,11,5,5,0,0,196,1,40,5,0,568,0.7021013597033374
457,680,8,3,205,10,0,5,4,87,12,0,2,3,0,125,4,50,3,2,523,0.7691176470588236
458,684,19,0,187,15,0,9,4,103,11,2,5,4,1,136,2,38,1,0,537,0.7850877192982456
459,419,12,1,94,5,0,7,2,61,4,0,6,0,0,100,1,41,1,1,336,0.801909307875895
460,708,18,3,169,7,0,10,6,100,16,3,3,1,1,121,3,75,7,0,543,0.7669491525423728
461,670,25,0,145,15,0,5,9,90,9,2,1,2,1,139,1,34,6,1,485,0.7238805970149254
462,673,18,1,150,15,0,10,3,99,12,2,7,0,2,146,1,29,6,1,502,0.7459138187221397
463,694,24,0,137,15,0,4,7,98,8,3,9,0,1,134,6,37,6,0,489,0.7046109510086456
464,634,17,2,129,17,0,8,6,82,17,2,6,0,0,137,4,29,1,5,462,0.7287066246056783
465,651,12,0,144,12,0,6,4,93,5,1,2,1,1,140,2,22,2,1,448,0.6881720430107527
466,1000,31,2,180,20,1,16,6,134,9,3,2,1,1,265,5,60,10,3,749,0.749
467,929,34,1,186,12,4,7,10,123,28,1,5,2,2,223,4,70,3,3,718,0.7728740581270183
468,717,21,0,180,11,0,1,7,98,6,1,4,3,1,163,3,40,7,2,548,0.7642956764295676
469,855,18,0,173,12,0,6,14,126,24,1,4,2,1,214,0,43,0,2,640,0.7485380116959064
470,722,16,0,156,11,0,10,3,101,14,3,4,0,2,169,0,28,0,0,517,0.7160664819944599
471,766,19,1,184,10,3,4,2,95,11,1,4,5,3,166,1,45,1,6,561,0.7323759791122716
472,773,7,0,141,8,0,10,7,95,31,2,4,0,0,181,1,44,7,1,539,0.6972833117723156
473,569,17,0,96,9,1,6,3,64,10,0,2,2,3,132,0,38,2,1,386,0.6783831282952548
474,944,19,2,238,20,1,6,7,130,11,4,3,1,5,205,1,48,9,1,711,0.753177966101695
475,789,18,2,196,30,1,6,5,97,11,4,0,0,1,177,1,47,6,1,603,0.7642585551330798
476,753,13,0,181,23,0,7,4,87,12,1,3,0,0,192,3,29,8,2,565,0.750332005312085
477,816,20,1,168,16,2,12,6,91,11,5,6,2,0,179,3,53,5,0,580,0.7107843137254902
478,902,16,0,175,18,1,4,9,111,12,1,4,2,1,221,2,54,8,0,639,0.7084257206208425
479,1002,36,0,212,20,3,10,1,145,16,1,8,0,0,299,3,49,4,2,809,0.8073852295409182
480,891,32,1,147,18,0,9,8,108,11,1,4,0,0,270,4,36,4,1,654,0.734006734006734
481,679,11,1,100,10,0,4,12,99,5,4,3,1,0,134,1,21,4,1,411,0.605301914580265
482,659,8,2,94,3,1,6,12,117,11,1,0,0,1,117,2,20,2,1,398,0.6039453717754173
483,631,15,1,105,16,0,2,8,94,18,0,1,0,1,113,1,39,9,1,424,0.6719492868462758
484,688,13,5,75,8,1,8,4,112,4,3,1,2,1,139,1,26,2,0,405,0.5886627906976745
485,677,10,0,96,12,0,8,18,105,5,0,0,2,2,140,1,21,8,1,429,0.6336779911373708
486,702,9,1,86,5,1,10,13,98,7,1,0,3,2,127,3,16,3,2,387,0.5512820512820513
487,694,14,3,114,4,0,5,6,112,5,1,1,3,0,134,1,21,2,0,426,0.6138328530259366
488,745,18,0,169,11,1,2,3,111,22,2,6,1,0,193,3,43,2,3,590,0.7919463087248322
489,794,17,0,167,9,0,9,7,127,20,1,7,1,1,194,0,63,3,0,626,0.7884130982367759
490,858,17,0,230,12,0,8,5,124,13,2,3,0,1,178,3,76,6,1,679,0.7913752913752914
491,648,9,1,157,16,1,4,3,101,10,2,7,2,1,129,3,50,2,1,499,0.7700617283950617
492,705,22,0,221,21,0,6,6,97,9,0,7,2,0,118,6,52,4,2,573,0.8127659574468085
493,908,24,0,195,16,0,9,9,103,14,2,3,1,1,135,2,59,10,0,583,0.6420704845814978
494,773,18,1,165,12,1,13,5,109,22,1,5,1,0,160,1,53,4,1,572,0.7399741267787839
495,705,18,0,147,6,1,5,4,96,15,4,5,1,1,182,2,39,5,4,535,0.7588652482269503
496,899,19,3,196,18,0,8,7,106,24,3,6,1,0,218,2,55,6,1,673,0.7486095661846496
497,782,17,1,162,16,0,9,8,99,9,3,11,2,0,140,1,36,6,1,521,0.6662404092071611
498,790,33,4,154,16,0,8,8,103,13,1,5,2,0,183,1,46,3,2,582,0.7367088607594937
