SEZIONE,IL LOTO,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO,ASSOCIAZIONE PER LA DIFESA DELLA VITA,UNIONE DEMOCRATICA PER I CONSUMATORI,PARTITO LIBERALE ITALIANO,PARTITO COMUNISTA DEI LAVORATORI,PER IL BENE COMUNE,FORZA NUOVA,IL POPOLO DELLA LIBERTA',MOVIMENTO PER L'AUTONOMIA - ALLEATI PER IL SUD,PARTITO DEMOCRATICO,ITALIA DEI VALORI - LISTA DI PIETRO,LA DESTRA - FIAMMA TRICOLORE,SINISTRA CRITICA,PARTITO SOCIALISTA - BOSELLI,LA SINISTRA L'ARCOBALENO,TOTALE,AFFLUENZA
2092,1,60,9,1,4,4,2,5,342,3,274,27,21,2,0,13,768,0.7536800785083415
2093,0,38,3,3,3,5,4,1,260,2,233,29,18,2,3,16,620,0.7363420427553444
2094,0,34,2,2,2,1,9,0,310,0,242,40,39,4,4,21,710,0.7819383259911894
2095,0,46,4,1,2,6,3,7,329,1,304,29,35,5,2,24,798,0.779296875
2096,2,43,1,2,3,5,1,6,333,5,275,21,18,3,0,22,740,0.7414829659318637
2097,0,24,1,2,1,2,2,2,234,5,101,13,8,4,0,9,408,0.40039254170755645
2098,0,23,3,0,1,0,1,7,245,0,143,14,18,2,0,8,465,0.7989690721649485
2099,0,25,0,3,2,2,0,2,197,2,192,23,15,1,0,18,482,0.7888707037643208
2100,2,44,0,3,2,6,0,4,412,0,310,36,27,6,1,17,870,0.770593445527015
2101,0,35,4,1,4,2,1,7,413,1,201,28,42,4,1,30,774,0.7308781869688386
2102,2,2,35,0,2,2,0,13,464,2,233,27,36,2,1,16,837,0.7693014705882353
2103,1,56,10,0,2,0,1,4,403,4,270,24,21,2,4,15,817,0.7210944395410415
2104,0,37,5,0,1,5,3,5,329,5,233,34,30,4,6,21,718,0.7679144385026738
2105,0,28,6,0,2,3,1,0,442,0,221,30,25,1,11,16,786,0.7119565217391305
2106,0,29,8,1,0,1,1,3,403,0,192,22,11,2,9,16,698,0.6917740336967294
2107,0,47,4,0,5,0,0,3,380,2,198,21,29,2,9,21,721,0.7290192113245703
2108,0,13,6,1,0,1,2,4,216,0,166,18,11,3,10,8,459,0.7029096477794793
2109,0,20,12,0,2,0,0,1,351,0,242,27,16,2,9,7,689,0.7416576964477933
2110,0,38,3,3,5,3,4,8,297,0,245,25,14,2,7,19,673,0.8137847642079806
2111,0,25,5,0,2,3,2,3,328,0,243,29,14,3,10,20,687,0.740301724137931
2112,0,18,9,0,1,0,0,0,378,0,284,29,14,4,12,18,767,0.7346743295019157
2113,0,32,5,0,4,0,0,1,373,6,193,6,18,3,9,13,663,0.6927899686520376
2114,1,21,10,1,1,3,4,4,199,2,273,32,16,3,4,35,609,0.7426829268292683
2115,1,24,4,1,3,1,1,1,271,1,298,25,10,1,7,28,677,0.7030114226375909
2116,0,23,4,1,2,4,2,3,244,1,300,23,17,3,2,29,658,0.7207009857612268
2117,1,27,8,1,3,0,1,2,242,1,213,30,21,2,6,16,574,0.6966019417475728
2118,2,13,3,1,1,4,3,1,197,0,248,29,12,6,5,34,559,0.7269180754226268
2119,0,25,7,2,0,1,3,2,281,0,314,33,13,2,5,28,716,0.7181544633901705
2120,2,18,9,1,1,2,1,5,270,2,203,14,17,2,7,14,568,0.6995073891625616
2121,0,57,28,0,2,1,5,1,307,4,210,21,15,2,11,13,677,0.7530589543937709
2122,0,24,10,0,1,2,0,1,323,6,245,31,15,2,2,18,680,0.7852193995381063
2123,1,17,5,1,1,1,3,2,239,1,267,28,9,3,7,11,596,0.764102564102564
2124,0,48,15,1,0,2,2,3,300,0,212,26,15,0,12,22,658,0.7598152424942263
2125,0,29,12,2,4,4,2,2,327,2,284,28,29,2,10,15,752,0.7882599580712788
2126,1,47,4,0,2,4,2,2,326,0,302,20,52,4,5,20,791,0.8063200815494393
2127,1,30,10,0,3,1,3,3,328,5,321,32,29,4,9,30,809,0.7892682926829269
2128,0,28,8,1,10,3,1,2,367,0,296,38,22,2,7,23,808,0.7680608365019012
2129,1,30,8,0,1,2,0,3,379,1,312,29,22,2,6,33,829,0.7933014354066986
2130,0,50,7,1,5,3,2,3,321,0,267,31,21,2,14,24,751,0.7702564102564102
2131,1,19,8,0,0,2,2,1,348,1,352,41,8,1,5,29,818,0.7918683446272992
2132,0,38,4,2,1,0,1,2,270,2,227,27,23,0,5,18,620,0.7380952380952381
2133,0,23,5,5,1,3,1,4,254,1,358,36,20,2,5,25,743,0.7178743961352657
2134,1,27,3,1,1,1,1,1,232,2,258,26,16,3,7,29,609,0.7518518518518519
2135,0,24,5,8,0,2,2,8,263,1,234,39,27,0,4,20,637,0.7942643391521197
2136,0,27,6,0,2,2,1,4,301,0,285,27,19,2,4,16,696,0.7793952967525196
2137,1,31,4,2,0,0,0,1,374,3,326,30,27,6,5,27,837,0.768595041322314
2138,0,39,5,2,4,1,3,2,263,2,347,41,22,4,5,25,765,0.7680722891566265
2139,3,18,4,2,0,3,1,3,248,2,370,40,24,3,5,32,758,0.7445972495088409
2140,0,22,6,3,1,3,5,0,253,2,368,35,24,2,7,29,760,0.7509881422924901
2141,2,35,4,2,0,0,1,1,262,0,354,32,22,3,11,17,746,0.7803347280334728
2142,0,28,2,1,3,5,2,2,284,2,250,28,19,3,3,14,646,0.7736526946107785
2143,1,26,1,3,1,3,4,2,292,0,303,27,17,3,2,26,711,0.7762008733624454
2144,0,17,2,1,0,2,0,2,246,0,363,40,20,4,5,35,737,0.5245551601423487
2145,0,17,2,0,0,1,1,2,241,0,251,32,18,1,1,12,579,0.4957191780821918
2146,1,37,5,1,2,2,2,3,319,0,310,45,23,5,10,33,798,0.7710144927536232
2147,3,22,8,3,2,5,3,3,178,0,261,26,25,3,1,18,561,0.37325349301397204
2148,0,19,8,3,1,1,1,1,183,2,212,29,27,2,3,30,522,0.43247721623860813
2149,1,22,4,0,3,4,5,2,263,1,288,22,18,2,3,30,668,0.5064442759666414
2150,3,16,0,5,1,1,3,3,230,2,208,24,12,0,9,10,527,0.38979289940828404
2151,1,24,6,0,5,1,1,5,390,2,247,29,14,1,7,17,750,0.7780082987551867
2152,0,27,8,0,2,0,1,5,344,1,236,38,12,1,1,16,692,0.7393162393162394
2153,0,27,17,0,2,0,0,4,400,0,256,21,26,1,11,7,772,0.7813765182186235
2154,0,21,4,0,2,0,1,2,294,1,229,25,16,1,9,8,613,0.7858974358974359
2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2156,0,35,3,2,0,3,2,5,322,2,210,23,23,4,2,15,651,0.7731591448931117
2157,0,31,4,1,2,0,2,2,406,1,214,20,16,0,6,13,718,0.7770562770562771
2158,1,20,3,1,1,0,0,5,341,0,228,20,13,1,6,10,650,0.5443886097152428
2159,1,29,5,3,0,0,2,6,356,0,237,19,19,2,5,8,692,0.7714604236343366
2160,1,26,13,0,1,3,2,3,438,4,218,20,14,1,7,10,761,0.7352657004830918
2161,0,32,10,3,2,1,2,3,432,0,224,40,26,5,4,12,796,0.7617224880382775
2162,0,52,11,3,3,0,3,1,457,4,230,12,18,1,4,9,808,0.7433302667893285
2163,1,55,6,1,1,0,1,3,426,1,255,29,16,3,3,11,812,0.7815206929740135
2164,0,39,16,0,0,1,3,3,447,4,247,23,28,2,6,17,836,0.7676767676767676
2165,1,27,7,1,4,3,0,8,362,2,237,19,13,1,5,8,698,0.7595212187159956
2166,0,30,12,3,3,1,2,1,422,3,250,31,17,1,7,17,800,0.78125
2167,1,30,3,0,1,0,0,3,416,1,245,25,23,1,3,16,768,0.7559055118110236
2168,0,34,12,3,5,1,3,1,430,2,255,23,18,0,8,14,809,0.7697431018078021
2169,1,35,10,2,2,0,0,3,508,1,223,14,21,3,4,9,836,0.776230269266481
2170,0,33,17,1,4,0,0,3,313,0,216,21,13,2,2,20,645,0.6839872746553552
2171,2,25,3,2,2,0,1,4,356,5,209,16,22,0,5,15,667,0.7782963827304551
2172,0,30,8,0,2,0,2,6,359,0,308,28,15,1,5,15,779,0.7751243781094528
2173,0,30,9,2,1,0,1,3,320,2,315,29,14,3,3,18,750,0.764525993883792
2174,1,19,7,4,2,1,0,0,364,0,285,45,13,2,7,18,768,0.7773279352226721
2175,0,13,1,1,1,4,0,1,235,2,278,26,9,3,7,23,604,0.5062866722548198
2176,0,26,4,0,3,2,0,2,248,1,288,40,11,3,7,20,655,0.5252606255012029
2177,2,22,8,2,3,1,0,2,275,1,312,50,11,4,5,22,720,0.7453416149068323
2178,0,20,9,1,0,2,3,2,278,3,311,28,13,1,5,33,709,0.7957351290684624
2179,0,18,0,2,1,0,1,3,221,1,309,28,12,0,6,11,613,0.40065359477124185
2180,1,23,7,1,0,1,1,1,273,1,248,26,15,2,3,23,626,0.7551266586248492
2181,2,27,1,2,1,5,1,4,245,2,313,39,15,4,4,28,693,0.7734375
2182,0,15,3,1,1,2,1,3,232,0,275,26,19,1,8,16,603,0.7212918660287081
2183,1,42,8,4,1,3,4,4,263,0,302,28,26,1,4,29,720,0.7302231237322515
2184,0,32,3,2,2,0,3,6,265,1,344,29,25,7,5,20,744,0.7568667344862665
2185,0,27,3,3,0,3,2,3,206,3,271,36,23,2,1,17,600,0.7741935483870968
2186,1,33,7,2,4,1,1,5,305,1,319,44,18,8,8,20,777,0.7617647058823529
2187,0,24,3,3,2,1,3,3,244,2,343,35,14,5,4,24,710,0.7634408602150538
2188,1,18,2,0,1,1,0,5,241,1,197,29,13,7,1,18,535,0.7171581769436998
2189,1,45,12,1,0,3,1,5,266,0,312,34,27,7,8,30,752,0.7949260042283298
2190,0,43,1,2,1,0,0,3,284,2,326,39,35,1,5,25,767,0.7700803212851406
2191,1,22,2,2,4,0,4,0,284,0,326,44,21,2,5,41,758,0.7718940936863544
2192,1,22,5,0,0,2,2,2,219,0,282,27,15,0,1,21,599,0.7997329773030708
2193,0,31,10,0,2,3,0,3,221,0,277,26,12,4,2,15,606,0.7994722955145118
2194,1,20,7,0,2,3,1,0,195,2,281,25,10,5,10,25,587,0.785809906291834
2195,0,25,7,0,3,0,2,6,252,0,267,30,26,1,3,19,641,0.7952853598014888
2196,0,35,6,0,1,1,0,4,255,3,251,27,15,0,5,16,619,0.7905491698595147
2197,0,19,10,4,3,1,2,2,199,0,267,30,11,3,8,28,587,0.7516005121638925
2198,1,25,10,1,1,1,0,3,234,0,243,27,11,3,2,24,586,0.7823765020026703
2199,0,34,9,0,1,1,1,3,249,2,256,37,18,5,5,18,639,0.7869458128078818
2200,0,23,3,1,0,1,6,3,221,0,284,21,10,1,3,13,590,0.7622739018087855
2201,1,29,2,0,4,2,1,4,176,1,227,21,14,2,3,28,515,0.7463768115942029
2202,1,20,9,2,1,0,2,4,235,1,233,23,11,3,2,23,570,0.4314912944738834
2203,0,18,12,0,4,1,1,3,271,0,249,26,10,2,6,7,610,0.7830551989730423
2204,0,34,10,1,0,2,2,0,238,2,257,15,7,0,7,22,597,0.8078484438430311
2205,1,15,3,3,0,2,0,1,250,0,231,20,7,0,3,14,550,0.8029197080291971
2206,0,26,5,2,0,0,1,6,241,0,268,32,16,0,4,14,615,0.8494475138121547
2207,0,20,0,3,1,0,0,1,238,3,321,31,11,3,8,28,668,0.8287841191066998
2208,2,28,4,4,0,2,0,2,250,0,279,35,8,2,2,17,635,0.7641395908543923
2209,0,21,6,0,2,2,0,2,266,0,206,20,15,3,2,24,569,0.7546419098143236
2210,1,29,7,4,0,1,2,3,225,3,234,23,26,2,3,17,580,0.8146067415730337
2211,0,21,4,1,1,3,3,1,165,0,260,26,12,8,3,30,538,0.48078641644325293
2212,0,36,7,0,2,2,3,2,256,0,148,21,15,0,2,8,502,0.4490161001788909
2213,1,15,6,1,0,1,2,3,152,0,286,25,9,8,2,25,536,0.4734982332155477
2214,0,28,3,1,0,0,0,2,264,4,159,18,10,1,3,6,499,0.44954954954954957
2215,0,18,2,1,0,2,2,1,299,5,193,18,10,0,4,5,560,0.4674457429048414
2216,1,23,2,0,3,0,0,1,290,1,204,16,11,2,7,10,571,0.8227665706051873
2217,0,15,2,0,1,1,0,3,248,4,156,13,11,2,1,9,466,0.39225589225589225
2218,0,33,4,0,0,2,1,4,288,2,223,20,17,1,8,19,622,0.8173455978975033
2219,0,28,3,1,1,1,0,3,347,2,213,11,12,1,2,12,637,0.8042929292929293
2220,0,21,1,0,3,2,0,9,266,1,234,16,21,3,5,23,605,0.788787483702738
2221,1,14,6,1,0,2,0,5,235,0,240,23,15,5,2,21,570,0.7661290322580645
2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2223,0,17,4,0,1,1,2,4,175,2,226,14,13,3,4,21,487,0.7007194244604317
2224,2,23,5,1,0,0,1,3,319,1,177,12,18,3,0,6,571,0.4688013136288998
2225,0,18,3,0,2,0,0,3,249,2,168,24,19,1,0,7,496,0.41367806505421184
2226,1,35,8,0,3,1,2,3,412,0,220,19,25,2,3,10,744,0.779874213836478
2227,0,38,7,1,5,1,2,2,354,0,262,30,23,1,0,13,739,0.5178696566222845
2228,0,30,6,1,4,1,1,0,445,5,216,22,23,3,3,14,774,0.7565982404692082
2229,0,43,5,0,1,1,0,0,400,0,233,25,21,3,3,9,744,0.8285077951002228
2230,1,33,1,3,3,0,2,3,346,3,151,17,23,3,3,15,607,0.45434131736526945
2231,0,21,3,0,1,1,1,2,250,2,193,14,15,3,2,14,522,0.4126482213438735
2232,0,25,3,1,1,1,3,2,337,3,186,22,32,1,1,4,622,0.8067444876783398
2233,0,17,6,0,5,2,2,4,273,6,182,16,19,2,9,10,553,0.40014471780028943
2234,0,24,6,3,2,0,0,1,290,3,211,26,22,1,2,11,602,0.7984084880636605
2235,2,32,1,0,0,1,0,0,309,1,204,18,10,1,2,13,594,0.781578947368421
2236,2,31,4,4,2,8,3,6,311,0,312,21,12,2,4,32,754,0.7845993756503642
2237,0,19,2,0,0,0,1,0,276,4,227,27,23,1,1,16,597,0.764404609475032
2238,0,28,3,1,0,2,0,1,301,1,170,18,16,0,0,12,553,0.396415770609319
2239,0,30,7,2,3,1,1,3,360,1,242,20,13,1,4,16,704,0.7553648068669528
2240,0,34,8,4,1,0,0,2,399,0,255,23,21,3,5,8,763,0.79979035639413
2241,0,29,12,1,3,0,0,2,409,0,194,22,21,1,6,10,710,0.7709011943539631
2242,0,27,4,0,0,0,1,0,343,1,258,25,19,1,6,9,694,0.7886363636363637
2243,2,20,9,1,2,0,0,3,311,4,247,24,20,6,6,10,665,0.7741559953434226
2244,0,39,4,1,1,0,0,1,435,1,186,15,18,0,3,8,712,0.7911111111111111
2245,1,35,1,0,1,1,1,0,328,2,245,14,17,1,3,11,661,0.7247807017543859
2246,0,21,6,2,1,1,1,3,247,0,225,24,24,2,1,13,571,0.7768707482993197
2247,1,15,0,3,2,0,1,2,228,0,244,21,22,4,2,16,561,0.7791666666666667
2248,0,31,5,1,1,3,2,3,254,0,263,42,19,5,0,19,648,0.7431192660550459
2249,0,17,1,5,1,1,2,5,228,0,217,29,18,6,4,23,557,0.7934472934472935
2250,0,34,0,2,0,2,1,1,181,1,210,24,13,2,4,6,481,0.7321156773211568
2251,0,34,2,1,0,3,2,5,192,0,162,19,16,0,6,18,460,0.749185667752443
2252,0,21,2,1,0,2,1,4,211,2,209,24,15,0,0,26,518,0.7685459940652819
2253,1,28,2,1,0,5,5,0,230,4,272,33,31,3,4,27,646,0.7511627906976744
2254,1,21,0,3,2,3,3,3,178,3,230,20,20,1,1,19,508,0.7525925925925926
2255,1,36,13,1,2,5,0,11,239,4,280,32,19,3,4,23,673,0.7992874109263658
2256,0,43,4,1,0,2,0,5,305,3,285,25,25,9,4,27,738,0.7760252365930599
2257,3,32,3,4,0,6,0,3,274,1,294,14,33,4,8,25,704,0.7441860465116279
2258,0,46,8,3,3,3,2,2,221,1,304,35,19,4,3,28,682,0.7569367369589345
2259,0,28,1,0,1,5,2,3,264,1,262,37,23,5,0,14,646,0.7635933806146572
2260,0,18,4,2,2,5,2,1,187,2,207,22,18,1,2,16,489,0.7569659442724458
2261,0,17,1,0,0,2,3,4,218,0,191,31,12,1,1,12,493,0.7292899408284024
2262,0,22,2,0,1,3,1,1,198,1,238,23,12,3,2,23,530,0.7636887608069164
2263,1,31,2,1,1,3,2,8,235,0,283,31,23,1,3,19,644,0.7940813810110974
2264,1,19,1,1,0,0,1,3,193,0,213,25,13,3,1,15,489,0.743161094224924
2265,0,34,2,5,0,3,0,2,222,1,285,26,16,6,3,26,631,0.7838509316770186
2266,0,29,6,1,0,2,0,4,209,1,190,33,22,2,1,19,519,0.7446197991391679
2267,0,28,3,1,1,3,1,1,200,2,210,25,9,4,1,17,506,0.7343976777939042
2268,1,15,4,3,1,2,1,2,229,0,207,24,14,2,0,9,514,0.7525622254758418
2269,2,33,3,0,1,1,0,6,231,1,212,27,16,4,4,13,554,0.7769985974754559
2270,0,31,4,0,0,0,0,3,219,1,209,23,17,3,4,16,530,0.7443820224719101
2271,2,39,2,0,0,3,1,2,224,2,275,35,17,4,1,20,627,0.7712177121771218
2272,1,29,1,1,1,1,0,5,166,0,200,18,13,2,4,24,466,0.6965620328849028
2273,0,54,2,0,0,2,0,2,191,0,229,29,12,4,1,21,547,0.7870503597122303
2274,0,25,2,2,3,2,3,4,206,2,248,22,12,1,5,15,552,0.7965367965367965
2275,0,33,6,1,0,3,2,5,176,5,227,20,12,2,2,6,500,0.7800312012480499
2276,0,23,3,1,0,4,1,5,185,0,252,35,20,2,5,14,550,0.7713884992987378
2277,0,13,4,0,0,1,1,1,182,2,208,18,13,2,0,18,463,0.7553017944535073
2278,0,22,2,3,0,7,4,3,180,1,261,16,20,3,1,22,545,0.6987179487179487
2279,1,20,1,2,2,5,3,4,192,2,210,25,13,3,0,25,508,0.7627627627627628
2280,0,28,2,0,0,6,4,5,179,0,263,28,18,5,2,27,567,0.6957055214723926
2281,0,31,1,1,0,2,5,2,199,0,252,25,16,4,1,24,563,0.747675962815405
2282,0,30,0,3,3,3,0,5,169,1,226,21,15,1,4,20,501,0.7239884393063584
2283,1,24,3,1,0,3,4,2,215,1,199,29,21,3,4,25,535,0.7482517482517482
2284,0,14,3,1,0,3,1,3,223,2,209,27,17,3,2,19,527,0.7830609212481426
2285,0,20,2,1,1,4,4,3,174,0,229,16,17,3,5,28,507,0.6945205479452055
2286,0,22,2,1,4,7,4,6,202,1,255,12,28,5,2,30,581,0.6528089887640449
2287,0,22,0,2,1,3,9,5,208,0,227,23,21,0,0,27,548,0.6757090012330457
2288,0,34,1,1,2,6,1,6,168,4,292,25,28,1,3,28,600,0.635593220338983
2289,0,29,1,0,3,2,1,2,297,0,296,38,26,3,2,19,719,0.7240684793554885
2290,0,24,1,1,0,6,4,1,286,1,286,38,17,6,4,18,693,0.8124267291910903
2291,0,30,1,0,0,3,2,4,271,0,313,37,11,5,4,24,705,0.7885906040268457
2292,0,13,4,1,1,1,2,3,234,0,210,29,17,3,1,10,529,0.8138461538461539
2293,0,37,0,1,0,1,1,4,188,2,224,34,16,1,1,16,526,0.7815750371471025
2294,0,20,2,2,3,2,2,4,214,0,229,27,16,0,0,17,538,0.7482614742698191
2295,0,24,2,3,1,4,1,6,245,0,269,27,16,2,2,19,621,0.75
2296,0,37,2,3,1,7,4,3,189,1,289,29,18,3,2,31,619,0.7548780487804878
2297,1,13,0,1,0,5,0,4,236,1,236,21,19,4,7,28,576,0.7690253671562083
2298,0,51,1,1,1,1,1,5,227,1,249,23,16,3,2,25,607,0.7447852760736197
2299,0,31,10,6,0,0,3,2,243,0,272,30,17,5,0,28,647,0.7823458282950423
2300,0,24,5,3,2,0,0,3,263,2,249,34,14,4,4,20,627,0.8153446033810143
2301,0,25,0,4,0,2,3,1,169,0,205,24,17,3,5,11,469,0.7842809364548495
2302,1,22,2,3,0,2,0,5,234,1,225,29,15,5,1,23,568,0.7235668789808917
2303,0,14,2,0,0,3,1,2,185,0,168,20,19,1,3,17,435,0.7410562180579217
2304,0,24,2,3,2,3,3,2,212,1,221,31,17,3,4,22,550,0.44788273615635177
2305,0,23,1,0,0,1,1,3,158,0,190,27,12,4,2,17,439,0.4005474452554745
2306,0,16,1,1,1,2,2,0,146,0,221,25,14,1,1,15,446,0.4574358974358974
2307,1,15,1,2,0,3,2,1,159,1,200,19,14,2,2,18,440,0.40816326530612246
2308,2,38,1,4,1,4,0,3,198,0,263,22,29,6,0,21,592,0.7081339712918661
2309,0,23,1,1,0,2,0,1,147,0,175,22,13,3,3,25,416,0.38589981447124305
2310,0,22,0,3,1,1,1,2,209,0,206,34,22,4,1,15,521,0.7811094452773614
2311,0,35,8,1,0,1,1,5,234,0,262,32,16,3,1,18,617,0.7533577533577533
2312,0,30,0,3,1,9,2,6,222,0,222,27,31,1,3,25,582,0.7376425855513308
2313,0,23,2,1,0,3,1,2,170,2,188,14,20,2,1,16,445,0.4397233201581028
2314,1,24,4,8,1,2,1,4,180,0,226,23,14,0,2,21,511,0.7638266068759342
2315,0,20,1,2,2,2,1,1,148,0,222,24,12,2,1,18,456,0.422613531047266
2316,1,22,0,0,1,1,3,2,136,0,172,33,15,2,0,10,398,0.3681776133209991
2317,1,15,2,0,1,3,0,5,188,1,179,30,7,2,5,13,452,0.7915936952714536
2318,1,34,0,2,1,1,2,1,222,0,225,24,17,1,3,11,545,0.7819225251076041
2319,0,31,5,1,0,0,1,4,182,2,254,23,14,1,4,21,543,0.8315467075038285
2320,0,23,2,1,0,2,3,4,211,2,278,23,17,5,3,32,606,0.7963206307490145
2321,0,31,1,3,1,2,1,7,201,0,261,35,19,3,1,15,581,0.7695364238410596
2322,0,37,4,0,1,1,2,1,187,0,224,19,12,2,1,20,511,0.7897990726429676
2323,0,25,0,3,0,2,4,2,219,1,266,35,26,2,3,20,608,0.770595690747782
2324,0,35,2,1,1,2,0,1,234,0,274,37,24,1,5,22,639,0.7811735941320294
2325,1,29,3,2,1,4,1,2,202,1,191,17,24,1,2,19,500,0.687757909215956
2326,0,19,0,0,0,1,0,5,200,2,168,29,33,3,3,11,474,0.3761904761904762
2327,0,25,0,0,1,1,1,7,170,1,161,17,15,2,2,12,415,0.7874762808349146
2328,0,20,4,1,0,3,1,3,155,0,247,20,15,6,2,22,499,0.3998397435897436
2329,0,28,0,4,2,1,0,5,180,2,275,23,21,3,3,25,572,0.7698519515477793
2330,0,17,7,0,1,2,1,5,148,0,177,26,13,3,15,3,418,0.7627737226277372
2331,0,22,7,1,1,0,0,2,169,2,263,29,14,5,0,29,544,0.7401360544217687
2332,0,17,3,0,0,1,1,1,201,0,168,7,15,1,1,19,435,0.7565217391304347
2333,0,16,2,4,0,4,2,2,204,0,193,26,20,2,5,14,494,0.7611710323574731
2334,0,30,1,1,2,0,3,1,152,1,200,24,6,1,4,15,441,0.7889087656529516
2335,0,21,9,2,1,2,2,2,168,1,185,14,24,1,1,14,447,0.7925531914893617
2336,1,21,14,0,1,1,0,1,347,2,216,15,18,0,10,8,655,0.8056580565805658
2337,0,27,11,3,0,1,1,3,316,1,224,27,20,4,10,6,654,0.7508610792192881
2338,0,37,4,1,0,6,1,1,287,1,200,29,16,3,6,20,612,0.7574257425742574
2339,0,19,2,2,1,0,1,1,316,3,230,23,13,1,5,8,625,0.7841907151819323
2340,0,35,1,2,2,5,3,8,242,1,271,15,21,1,4,23,634,0.7052280311457174
2341,1,28,0,0,2,1,0,10,314,2,266,21,21,5,2,26,699,0.7273673257023934
2342,0,31,0,4,2,11,2,3,292,3,288,37,20,3,6,25,727,0.7418367346938776
2343,0,10,4,1,1,5,0,1,139,1,108,6,9,1,3,11,300,0.2767527675276753
2344,0,56,3,0,0,0,1,2,223,1,202,22,14,3,1,21,549,0.4255813953488372
2345,0,33,3,1,2,2,4,3,364,2,280,55,22,9,3,28,811,0.7701804368471035
2346,1,29,2,1,4,2,1,6,472,1,164,29,22,1,1,19,755,0.8188720173535792
2347,0,17,0,2,0,1,1,2,322,0,149,20,11,3,2,6,536,0.4104134762633997
2348,0,59,0,3,2,7,2,7,260,5,182,21,13,10,3,42,616,0.4201909959072306
2349,1,24,2,0,2,2,2,5,210,2,133,11,21,5,0,28,448,0.31046431046431044
2350,1,28,2,5,1,1,1,4,220,1,260,38,24,1,2,16,605,0.8231292517006803
2351,0,25,2,0,0,5,1,3,197,2,212,12,13,0,2,8,482,0.7067448680351907
2352,0,23,2,2,0,6,0,6,164,1,147,19,24,6,1,10,411,0.6977928692699491
2353,0,32,3,0,1,1,0,1,406,1,142,16,10,0,5,3,621,0.7900763358778626
2354,2,31,11,3,1,2,2,3,244,1,261,32,12,3,2,20,630,0.7673568818514007
2355,0,35,6,1,2,1,4,6,289,1,307,40,22,1,3,11,729,0.8037486218302095
2356,0,43,4,1,0,1,0,3,288,1,239,26,12,2,3,12,635,0.8246753246753247
2357,0,36,3,2,0,1,1,6,257,0,294,40,10,4,5,11,670,0.783625730994152
2358,1,14,3,0,0,2,0,5,317,0,273,27,18,2,4,22,688,0.7234490010515248
2359,0,25,7,0,4,0,0,4,406,0,339,36,32,1,9,21,884,0.7971145175834085
2360,0,41,7,3,0,1,1,7,501,2,204,25,23,2,4,13,834,0.7830985915492957
2361,0,37,6,1,1,2,1,4,473,2,262,21,27,2,5,17,861,0.7987012987012987
2362,0,32,2,1,6,1,0,5,410,3,240,32,23,3,2,16,776,0.7926455566905005
2363,0,37,4,3,0,0,1,0,490,1,251,23,36,0,6,13,865,0.8009259259259259
2364,0,18,7,2,1,0,1,0,420,2,262,31,28,4,10,26,812,0.7638758231420508
2365,0,33,3,0,1,1,1,3,462,1,263,33,32,2,8,10,853,0.779707495429616
2366,0,33,11,1,3,1,2,2,332,0,209,27,20,4,3,14,662,0.804374240583232
2367,1,49,3,0,1,4,5,1,262,3,304,36,16,3,0,29,717,0.7785016286644951
2368,0,40,3,0,2,3,4,2,212,3,299,36,14,2,3,24,647,0.7611764705882353
2369,1,41,1,3,1,1,0,2,285,0,272,35,34,2,5,28,711,0.7210953346855984
2370,0,31,3,4,2,7,4,1,252,3,315,39,27,7,8,25,728,0.5473684210526316
2371,0,24,7,1,1,3,0,1,220,1,304,33,25,2,5,28,655,0.4973424449506454
2372,2,27,1,1,3,4,5,5,205,1,272,42,29,3,6,30,636,0.47783621337340343
2373,1,63,2,1,0,7,1,5,267,1,379,55,29,5,3,43,862,0.8132075471698114
2374,0,45,4,1,1,4,2,6,210,0,299,40,33,4,5,32,686,0.4956647398843931
2375,1,38,3,3,2,5,1,9,273,3,248,37,31,3,1,19,677,0.7480662983425415
2376,4,16,2,1,1,2,2,7,235,1,237,38,24,1,7,20,598,0.7647058823529411
2377,0,30,2,0,2,2,1,5,200,1,273,39,15,5,6,35,616,0.734207389749702
2378,1,19,5,2,2,1,1,3,236,0,245,28,22,8,2,21,596,0.7730220492866408
2379,0,28,4,0,1,3,3,2,269,0,237,32,29,7,14,19,648,0.7769784172661871
2380,0,21,2,1,1,7,0,4,192,10,250,29,19,7,3,31,577,0.7435567010309279
2381,0,36,2,2,1,4,3,5,286,2,368,40,19,5,9,33,815,0.7866795366795367
2382,0,14,0,0,1,6,2,4,218,0,130,11,14,2,2,6,410,0.775047258979206
2383,1,23,0,1,3,3,1,5,383,7,277,25,30,2,4,20,785,0.7255083179297597
2384,0,31,1,3,0,2,2,5,365,7,291,52,17,7,2,22,807,0.7451523545706371
2385,0,29,0,1,1,5,7,4,306,2,281,32,30,0,2,19,719,0.7714592274678111
2386,1,10,10,1,0,3,2,3,242,0,165,28,31,1,2,21,520,0.7272727272727273
2387,0,19,1,5,2,2,3,7,327,1,242,33,23,5,0,26,696,0.7639956092206367
2388,0,30,3,3,1,1,3,1,286,1,220,32,15,1,2,12,611,0.7823303457106274
