SEZIONE,LIBERALI PER L'ITALIA - PLI,FARE PER FERMARE IL DECLINO,STAMINALI D'ITALIA,MODERATI ITALIANI IN RIVOLUZIONE - ROSA TRICOLORE,INTESA POPOLARE,LA DESTRA,IL POPOLO DELLA LIBERTA',LEGA NORD,GRANDE SUD - MPA,FRATELLI D'ITALIA CENTRODESTRA NAZIONALE,MOVIMENTO PROGETTO ITALIA - MID,MOVIMENTO 5 STELLE,SCELTA CIVICA CON MONTI PER L'ITALIA,FUTURO E LIBERTA' PER L'ITALIA,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO (UDC),SINISTRA ECOLOGIA LIBERTA',PARTITO DEMOCRATICO,CENTRO DEMOCRATICO,PARTITO COMUNISTA DEI LAVORATORI,FORZA NUOVA,AMNISTIA GIUSTIZIA E LIBERTA',CASAPOUND ITALIA,RIVOLUZIONE CIVILE INGROIA,MOVIMENTO SOCIALE FIAMMA TRICOLORE,UNIONE POPOLARE,TOTALE,TOTALE_ISCRITTI,AFFLUENZA
1914,1,6,0,0,0,9,107,0,0,16,0,175,52,2,11,30,151,3,0,0,2,5,13,1,0,584,724,0.8066298342541437
1915,0,4,0,1,0,8,116,2,1,11,2,138,46,6,1,17,128,0,2,0,2,3,10,0,0,498,631,0.7892234548335975
1916,3,2,0,1,1,12,125,0,0,17,2,149,33,5,12,19,136,1,2,0,1,7,8,3,0,539,712,0.7570224719101124
1917,1,1,0,0,0,14,111,1,0,8,1,165,33,4,7,28,149,2,2,2,4,6,19,3,0,561,768,0.73046875
1918,6,5,0,1,0,9,127,0,0,19,0,112,70,4,23,26,135,0,1,2,2,3,7,0,0,552,755,0.7311258278145696
1919,0,11,0,2,0,8,83,0,0,21,0,183,58,0,4,31,198,2,3,3,3,3,13,0,1,627,775,0.8090322580645162
1920,0,5,0,0,0,20,195,0,1,21,0,222,59,2,11,21,196,1,1,4,0,2,26,2,1,790,990,0.797979797979798
1921,0,3,0,0,0,10,120,0,0,11,0,185,58,7,5,28,200,1,1,0,0,2,15,3,1,650,829,0.7840772014475271
1922,4,4,0,0,0,13,133,0,1,5,0,246,26,4,14,12,134,3,1,3,2,5,12,1,0,623,819,0.7606837606837606
1923,4,7,0,0,0,7,136,0,0,25,2,192,47,0,8,28,211,0,5,1,2,0,11,2,0,688,944,0.7288135593220338
1924,0,4,0,0,0,11,102,0,0,20,1,228,37,6,9,28,178,0,2,2,2,2,13,1,0,646,857,0.7537922987164527
1925,4,6,0,2,1,17,141,1,1,21,0,233,55,6,12,41,205,2,4,6,3,5,26,2,0,794,974,0.8151950718685832
1926,2,1,0,1,0,9,139,0,0,14,0,224,59,7,6,38,178,1,1,1,0,0,19,2,0,702,900,0.78
1927,1,6,0,2,0,20,157,1,1,30,2,265,48,2,5,33,241,1,2,6,4,3,24,7,1,862,1206,0.714759535655058
1928,0,6,1,1,0,15,121,0,1,39,0,232,42,2,8,23,183,4,1,0,1,0,27,0,1,708,1013,0.6989141164856861
1929,2,3,1,3,1,19,130,0,0,41,1,192,26,2,13,17,180,2,2,4,2,4,19,3,0,667,1040,0.6413461538461539
1930,0,6,1,1,1,14,214,2,1,18,1,314,49,4,8,21,171,1,2,2,0,5,15,0,0,851,1152,0.7387152777777778
1931,0,4,0,1,0,14,139,1,0,43,1,250,18,3,6,15,193,1,7,3,4,6,20,2,1,732,1129,0.6483613817537643
1932,2,2,0,0,0,5,67,1,0,28,1,85,11,1,2,8,97,0,2,4,1,2,8,1,1,329,561,0.5864527629233511
1933,0,3,1,4,1,12,138,0,1,15,1,320,49,8,5,18,150,3,1,3,4,6,17,3,0,763,1014,0.752465483234714
1934,1,1,0,0,0,11,108,0,0,5,0,171,46,2,8,14,162,1,1,3,1,1,10,2,1,549,733,0.7489768076398363
1935,2,6,0,1,0,12,97,0,0,13,1,192,61,3,4,28,192,0,1,1,4,3,25,0,1,647,781,0.8284250960307298
1936,0,2,0,1,0,5,90,0,1,17,1,158,21,3,6,26,169,5,0,1,0,0,8,1,0,515,702,0.7336182336182336
1937,1,10,0,0,0,11,149,0,1,32,0,176,76,3,14,31,191,4,1,0,6,7,6,0,0,719,889,0.8087739032620922
1938,2,7,0,4,0,13,174,3,0,21,0,170,77,5,11,34,190,4,3,2,4,3,18,0,0,745,944,0.7891949152542372
1939,0,13,0,4,1,14,187,1,1,25,1,158,68,5,11,24,169,2,0,1,3,1,10,0,0,699,937,0.7459978655282817
1940,0,4,1,0,0,8,121,0,0,14,0,138,82,4,12,43,236,0,0,4,4,0,19,2,0,692,880,0.7863636363636364
1941,0,8,0,0,0,1,107,2,0,11,0,156,67,1,11,18,134,3,0,3,1,0,11,1,0,535,734,0.728882833787466
1942,1,13,0,1,1,13,129,0,2,23,0,120,63,2,4,25,154,0,2,2,1,1,12,0,0,569,751,0.7576564580559254
1943,0,13,0,0,0,10,137,0,0,28,2,131,67,6,9,21,204,3,1,3,0,3,19,1,0,658,829,0.7937273823884198
1944,3,5,0,1,0,12,134,0,0,18,0,150,55,3,10,42,180,1,2,2,0,5,31,0,1,655,890,0.7359550561797753
1945,4,3,0,0,0,19,141,1,0,24,0,132,67,3,10,36,206,2,4,2,3,1,8,1,0,667,848,0.7865566037735849
1946,1,6,0,1,0,9,159,0,0,19,1,174,69,20,6,31,190,2,0,4,1,0,17,0,1,711,895,0.794413407821229
1947,0,10,0,1,0,17,158,0,0,22,2,295,88,10,10,32,252,4,0,2,3,5,31,4,0,946,1156,0.8183391003460208
1948,1,9,2,1,0,19,171,2,0,26,0,174,82,6,8,30,241,3,1,2,1,1,16,3,0,799,1046,0.7638623326959847
1949,2,5,0,2,0,10,144,2,0,15,1,194,85,4,6,40,219,2,2,1,3,4,26,1,0,768,1035,0.7420289855072464
1950,1,6,0,0,1,9,185,0,0,35,0,265,103,12,17,24,193,2,2,2,2,4,17,2,0,882,1230,0.7170731707317073
1951,1,2,1,0,0,8,92,0,0,8,0,116,18,1,3,7,73,5,0,3,2,5,11,2,1,359,516,0.6957364341085271
1952,1,3,0,0,1,14,193,0,0,10,0,219,34,5,10,33,164,0,2,2,5,13,21,1,0,731,1020,0.7166666666666667
1953,1,2,0,1,1,15,167,3,0,19,2,281,38,2,10,30,182,0,4,2,3,11,19,2,1,796,1088,0.7316176470588235
1954,1,5,0,1,1,13,195,1,0,13,0,214,51,5,8,19,164,0,1,5,1,9,13,2,1,723,974,0.742299794661191
1955,2,1,1,0,0,17,218,0,0,10,0,270,22,2,5,35,147,5,8,0,2,3,21,1,2,772,1051,0.7345385347288297
1956,1,2,0,1,1,8,177,0,0,9,1,241,28,2,9,24,121,3,6,2,0,5,31,2,0,674,973,0.6927029804727647
1957,5,4,0,0,1,9,194,1,2,8,1,231,28,4,9,31,183,0,1,5,0,7,11,1,0,736,1042,0.7063339731285988
1958,3,3,0,2,1,17,121,0,0,22,0,192,36,3,6,29,158,3,7,0,1,2,20,1,3,630,840,0.75
1959,0,7,0,1,1,19,199,0,0,25,1,236,44,3,13,28,185,1,4,0,1,8,21,2,0,799,1017,0.7856440511307768
1960,2,1,0,2,1,11,171,0,0,7,0,229,37,4,6,24,164,2,4,1,1,1,13,3,1,685,954,0.7180293501048218
1961,5,3,1,2,0,7,182,0,1,8,1,193,34,3,4,27,172,1,6,2,3,5,10,2,1,673,923,0.7291440953412784
1962,2,3,0,0,1,19,224,0,0,7,1,208,22,1,5,17,135,9,2,5,3,3,8,2,0,677,936,0.7232905982905983
1963,0,0,0,1,0,13,119,0,0,11,0,140,16,1,9,15,90,2,4,2,1,4,6,2,2,438,663,0.6606334841628959
1964,0,0,0,0,0,1,17,0,0,1,1,17,3,1,0,0,10,0,0,0,0,0,0,0,0,51,89,0.5730337078651685
1965,2,1,0,0,0,15,210,1,0,25,0,281,37,4,13,23,116,0,1,2,2,5,13,0,0,751,1046,0.7179732313575525
1966,0,12,0,0,0,14,194,2,0,20,0,240,57,1,13,18,194,1,1,4,5,4,16,0,0,796,1026,0.7758284600389863
1967,1,6,0,2,0,14,208,3,0,23,0,310,40,4,10,11,189,0,0,0,0,0,19,3,0,843,1063,0.793038570084666
1968,4,7,0,0,5,10,128,2,1,15,0,273,54,5,5,12,138,1,1,1,1,2,16,1,0,682,897,0.7603121516164995
1969,0,16,0,4,0,8,207,2,0,21,0,302,62,9,9,23,189,5,1,1,2,2,13,1,0,877,1090,0.8045871559633028
1970,0,8,2,1,0,15,224,3,3,35,0,259,24,6,9,24,172,2,1,1,0,4,12,0,1,806,1029,0.783284742468416
1971,4,2,0,3,0,9,198,1,1,20,0,261,34,6,20,23,112,1,0,1,1,6,15,0,0,718,914,0.7855579868708972
1972,4,14,0,2,2,11,181,1,3,26,1,333,56,2,18,24,154,1,0,2,4,5,19,3,1,867,1130,0.7672566371681416
1973,0,16,0,1,1,8,128,3,0,17,0,335,86,6,7,30,239,5,1,1,1,4,23,0,1,913,1169,0.7810094097519247
1974,2,4,0,0,3,19,108,0,2,10,0,212,31,4,11,33,200,1,2,1,1,4,17,0,0,665,889,0.7480314960629921
1975,0,7,3,1,0,9,118,1,0,13,0,233,43,3,13,38,175,4,3,2,1,0,19,0,0,686,888,0.7725225225225225
1976,3,8,0,0,0,8,122,0,0,10,0,213,34,1,6,57,222,2,0,1,1,2,40,4,0,734,919,0.7986942328618063
1977,2,12,0,2,1,9,136,0,0,10,1,190,68,4,4,32,152,2,0,1,2,4,23,0,0,655,835,0.7844311377245509
1978,2,13,0,1,0,5,179,0,0,30,0,352,82,8,9,37,229,1,1,3,6,4,9,1,0,972,1224,0.7941176470588235
1979,5,6,0,0,1,10,135,0,1,18,0,344,45,5,8,22,200,3,2,9,2,4,16,4,0,840,1107,0.7588075880758808
1980,1,2,2,0,0,12,129,0,0,11,0,214,28,2,22,16,134,0,3,5,2,5,19,3,1,611,808,0.7561881188118812
1981,7,6,1,1,2,14,169,2,0,21,2,298,26,4,12,24,154,0,2,0,0,5,15,3,3,771,1076,0.716542750929368
1982,4,3,2,6,0,16,173,2,0,13,0,326,26,1,25,38,189,2,5,6,3,5,20,0,2,867,1148,0.7552264808362369
1983,1,4,1,3,0,16,158,1,0,8,0,288,27,2,17,14,230,1,2,0,3,0,17,3,2,798,1101,0.7247956403269755
1984,2,8,0,4,0,14,156,0,1,17,0,265,27,5,18,13,157,3,2,1,1,7,21,3,0,725,1019,0.7114818449460255
1985,1,1,0,0,0,10,98,2,0,16,1,295,36,1,8,40,271,2,2,2,1,2,35,2,1,827,1031,0.8021338506304558
1986,1,6,0,1,0,12,144,0,0,19,2,279,36,3,8,22,169,4,2,2,1,6,28,4,1,750,1034,0.7253384912959381
1987,1,4,0,1,0,8,97,0,0,15,2,251,36,3,8,29,175,3,4,1,5,5,29,3,2,682,999,0.6826826826826827
1988,1,4,1,1,0,15,138,1,0,28,0,263,43,2,6,24,163,1,0,1,1,6,20,2,0,721,981,0.7349643221202854
1989,5,3,0,3,0,14,124,0,0,18,0,252,34,6,18,28,171,0,0,3,3,2,20,2,0,706,953,0.7408184679958028
1990,1,4,0,1,0,11,122,0,0,9,0,266,39,5,7,23,202,2,4,0,0,2,15,4,0,717,961,0.7460978147762747
1991,1,0,0,0,0,5,91,2,0,9,2,232,30,0,9,25,138,0,2,4,2,4,23,1,1,581,843,0.6892052194543298
1992,3,2,0,0,1,7,85,0,1,6,1,226,25,5,13,24,176,0,7,4,3,2,17,1,1,610,885,0.6892655367231638
1993,3,1,0,2,0,8,85,0,0,5,0,162,19,0,12,6,150,0,5,2,0,5,15,2,0,482,731,0.6593707250341997
1994,1,1,1,1,0,7,87,0,2,0,0,186,25,3,6,27,154,0,5,16,0,0,22,0,0,544,778,0.699228791773779
1995,1,4,0,3,1,9,98,0,0,18,0,277,35,1,8,19,175,3,4,1,2,3,17,1,0,680,925,0.7351351351351352
1996,0,3,0,3,0,14,100,2,0,19,1,240,57,4,9,24,181,1,5,3,2,5,22,0,2,697,931,0.748657357679914
1997,0,6,0,6,1,8,106,0,0,12,1,175,45,1,10,28,218,0,2,3,1,4,14,1,0,642,768,0.8359375
1998,1,2,0,0,0,22,176,0,0,19,2,293,30,0,7,14,163,0,6,0,2,4,21,4,0,766,1089,0.7033976124885216
1999,3,0,0,0,0,13,220,2,1,22,1,304,22,0,14,23,160,0,4,4,6,2,26,3,1,831,1115,0.7452914798206278
2000,3,3,0,2,0,13,118,0,0,19,0,265,32,2,14,28,236,1,4,5,2,5,35,1,0,788,1045,0.754066985645933
2001,1,8,0,2,0,9,107,0,0,22,0,372,62,3,4,32,240,5,3,3,3,1,17,4,1,899,1165,0.7716738197424893
2002,2,1,0,0,0,17,114,0,0,12,0,287,37,2,7,57,184,1,1,1,3,2,21,2,3,754,986,0.7647058823529411
2003,3,1,0,0,0,12,129,3,1,14,0,293,34,6,13,35,167,4,4,0,3,8,23,1,1,755,1027,0.7351509250243428
2004,1,5,0,1,1,15,158,1,0,17,1,318,38,4,15,20,191,1,2,2,5,4,22,3,1,826,1165,0.7090128755364807
2005,2,9,0,1,2,16,117,0,1,20,0,367,53,6,11,42,215,2,1,0,3,10,25,1,0,904,1171,0.7719897523484202
2006,1,3,0,1,0,19,104,0,0,14,2,224,57,3,15,26,194,2,4,3,6,7,16,1,0,702,947,0.7412882787750792
2007,0,1,0,0,0,11,117,1,0,8,0,187,31,3,6,13,201,2,1,0,3,6,19,2,1,613,843,0.727164887307236
2008,2,7,0,5,0,17,144,0,0,18,1,241,38,2,15,25,213,2,2,4,1,6,10,3,0,756,966,0.782608695652174
2009,2,1,0,1,1,11,113,0,1,16,1,249,31,3,10,26,180,4,1,1,5,1,26,2,0,686,897,0.7647714604236343
2010,2,3,0,3,0,8,122,0,0,11,1,195,41,3,11,22,150,2,3,0,2,4,19,0,0,602,962,0.6257796257796258
2011,2,1,1,2,1,9,93,0,2,2,2,172,11,6,16,12,133,0,8,2,8,1,18,4,0,506,827,0.6118500604594922
2012,3,3,0,1,1,8,101,0,1,5,1,171,18,4,14,11,147,4,2,4,3,4,12,3,2,523,859,0.6088474970896391
2013,2,4,1,3,0,8,100,1,0,7,0,250,32,3,8,25,165,0,3,1,1,6,14,4,1,639,877,0.7286202964652223
2014,3,3,0,2,1,11,91,0,0,16,0,218,30,1,11,26,170,2,2,3,0,1,19,3,0,613,931,0.6584317937701396
2015,4,6,1,4,0,13,126,1,0,16,4,202,47,1,10,15,182,2,5,3,5,3,13,2,1,666,939,0.7092651757188498
2016,1,9,0,1,1,10,132,1,1,18,0,259,58,4,12,24,202,3,1,3,5,1,21,1,0,768,1034,0.7427466150870407
2017,2,9,0,1,10,14,99,5,0,20,0,284,51,2,8,52,197,0,3,1,0,2,18,2,0,780,979,0.7967313585291114
2018,0,15,0,1,0,10,108,3,0,21,1,172,39,1,6,13,197,1,1,1,2,1,11,2,0,606,783,0.7739463601532567
2019,1,6,0,0,0,13,97,0,0,12,0,258,52,3,14,56,260,1,1,1,1,6,25,1,1,809,948,0.8533755274261603
2020,1,7,0,0,0,4,127,0,0,26,0,208,51,3,9,20,164,1,0,0,6,2,20,1,0,650,828,0.785024154589372
2021,1,13,0,1,0,6,146,0,0,12,0,171,56,3,14,14,148,0,1,1,4,1,12,2,0,606,740,0.8189189189189189
2022,0,5,1,0,0,6,153,0,1,23,1,177,50,2,9,26,160,1,1,0,1,3,21,1,0,642,814,0.7886977886977887
2023,0,16,0,2,0,12,137,1,0,17,0,150,74,3,14,20,124,0,0,0,4,1,5,1,0,581,738,0.7872628726287263
2024,0,8,0,1,0,14,103,0,1,16,0,184,58,3,7,25,208,2,0,2,2,2,22,0,1,659,842,0.7826603325415677
2025,1,5,0,0,0,12,186,2,0,26,1,176,61,5,11,30,148,1,0,1,1,0,19,1,0,687,859,0.79976717112922
2026,0,2,0,3,0,20,109,3,0,9,0,292,35,2,16,42,163,2,1,10,1,1,19,1,1,732,962,0.760914760914761
2027,4,4,0,2,0,10,78,0,0,12,0,241,44,3,8,46,176,1,1,1,3,5,24,1,0,664,873,0.7605956471935853
2028,1,4,0,0,1,5,94,0,2,12,0,247,50,2,4,35,173,0,2,2,3,4,25,0,1,667,832,0.8016826923076923
2029,0,4,0,2,0,5,94,1,0,12,0,267,26,7,11,31,196,5,5,2,3,8,29,0,1,709,904,0.7842920353982301
2030,1,1,0,0,0,10,85,3,0,8,2,176,25,2,8,15,140,0,4,2,3,6,4,4,1,500,759,0.6587615283267457
2031,5,3,2,0,1,12,201,1,0,16,0,316,23,7,16,14,160,4,2,0,4,4,16,0,1,808,1091,0.7406049495875344
2032,3,8,0,4,0,8,173,4,1,17,0,326,44,2,11,24,204,2,1,1,0,5,27,1,0,866,1144,0.756993006993007
2033,1,8,0,8,0,13,109,2,0,19,1,234,50,6,10,23,173,2,1,3,0,1,31,1,0,696,880,0.7909090909090909
2034,2,9,1,6,0,17,177,1,0,19,0,283,68,3,21,26,200,2,1,0,1,3,38,4,0,882,1137,0.7757255936675461
2035,2,15,0,4,0,3,135,1,0,13,0,183,76,3,13,33,199,3,2,0,1,5,19,0,0,710,901,0.7880133185349611
2036,1,17,0,0,2,8,119,1,0,23,0,186,94,4,10,32,186,0,1,0,1,2,15,1,0,703,873,0.8052691867124857
2037,0,10,0,0,0,6,156,1,0,18,0,153,68,2,14,11,159,1,0,4,2,2,21,1,0,629,765,0.8222222222222222
2038,0,19,0,1,4,14,216,1,0,29,1,152,55,1,10,15,112,3,0,1,5,2,5,2,0,648,833,0.7779111644657863
2039,0,16,0,1,0,8,120,4,1,29,0,127,82,2,7,23,144,0,1,2,4,1,9,1,0,582,729,0.7983539094650206
2040,1,4,0,2,0,9,110,1,0,21,0,97,75,1,8,25,190,4,1,0,6,3,8,0,0,566,692,0.8179190751445087
2041,0,5,0,1,0,10,167,3,0,30,0,90,67,2,6,17,100,0,0,1,2,3,9,0,0,513,686,0.7478134110787172
2042,1,23,0,3,0,12,146,2,0,21,2,152,89,5,14,25,229,3,0,1,1,1,18,0,0,748,940,0.7957446808510639
2043,2,13,0,8,0,16,201,0,0,21,0,259,68,4,8,23,141,2,2,0,4,1,17,1,0,791,1002,0.7894211576846307
2044,1,11,0,5,0,6,91,1,0,10,0,144,67,2,3,31,212,1,0,1,2,4,20,1,0,613,782,0.7838874680306905
2045,1,7,0,1,0,13,169,3,0,20,3,211,51,5,19,10,158,2,0,3,1,3,12,3,0,695,910,0.7637362637362637
2046,0,9,0,3,1,18,210,2,0,29,0,330,49,2,14,39,160,1,5,2,4,8,26,3,0,915,1262,0.7250396196513471
2047,1,6,0,2,0,13,203,0,0,16,0,353,52,2,14,36,157,3,4,4,1,7,15,3,0,892,1263,0.7062549485352335
2048,1,6,0,2,0,14,187,0,0,27,0,277,29,4,22,63,181,0,5,2,2,5,15,2,0,844,1202,0.7021630615640599
2049,0,6,0,0,0,15,156,0,1,12,0,270,45,2,18,23,139,4,2,1,3,7,19,1,0,724,939,0.7710330138445154
2050,0,3,0,3,0,6,109,0,0,7,0,280,33,4,20,25,207,2,1,1,1,1,21,0,0,724,946,0.7653276955602537
2051,0,6,0,3,0,15,123,1,1,12,2,266,60,4,19,40,250,1,2,0,3,2,36,1,0,847,1062,0.7975517890772128
2052,1,3,0,1,0,15,98,0,0,27,0,229,44,3,21,49,265,0,2,0,0,1,20,2,0,781,1048,0.7452290076335878
2053,3,5,0,3,0,25,159,0,1,15,0,345,32,0,25,22,213,3,3,0,2,6,35,2,2,901,1159,0.7773943054357204
2054,1,3,0,3,0,9,158,2,0,13,1,323,34,4,13,36,234,1,6,3,7,6,16,5,0,878,1169,0.7510692899914457
2055,1,4,0,0,0,13,128,1,0,7,0,257,19,3,10,24,134,1,1,0,1,5,21,3,0,633,890,0.7112359550561798
2056,0,3,1,1,1,13,183,0,0,36,0,312,37,5,14,15,176,1,2,2,4,7,14,7,1,835,1121,0.7448706512042819
2057,1,1,0,1,0,15,168,0,0,13,0,294,27,5,2,10,132,2,1,3,2,3,15,2,0,697,906,0.7693156732891833
2058,0,4,1,3,0,9,199,1,0,21,0,320,53,4,8,21,184,3,5,4,1,5,23,4,1,874,1166,0.7495711835334476
2059,3,1,0,0,1,21,213,1,1,21,0,345,26,4,4,15,165,1,5,4,7,5,18,1,2,864,1213,0.7122835943940643
2060,3,6,0,0,1,29,256,1,1,25,4,295,33,1,7,16,144,1,4,2,0,3,18,2,1,853,1192,0.7156040268456376
2061,0,3,1,0,1,12,181,1,0,9,2,395,49,9,10,30,187,7,2,4,1,3,30,4,1,942,1257,0.7494033412887828
2062,1,5,0,2,0,13,197,0,0,21,0,372,49,1,4,16,196,3,6,2,1,5,20,5,1,920,1227,0.7497962510187449
2063,2,5,0,1,0,20,221,0,1,25,2,401,51,3,17,24,165,2,5,1,2,6,16,4,0,974,1302,0.7480798771121352
2064,0,1,0,0,1,3,65,0,1,7,1,107,31,2,5,8,56,1,0,2,0,2,10,1,0,304,387,0.7855297157622739
2065,3,6,0,1,1,20,212,1,0,6,0,192,22,4,9,15,147,5,0,1,2,5,5,2,0,659,842,0.7826603325415677
2066,2,2,0,3,2,8,164,1,0,14,4,256,31,1,9,13,108,3,2,3,3,1,21,2,0,653,948,0.6888185654008439
2067,0,12,0,9,0,17,228,1,1,15,4,314,51,3,20,17,141,2,1,2,2,3,14,2,1,860,1081,0.7955596669750231
2068,0,2,0,0,2,15,183,0,0,21,2,323,38,4,8,28,190,3,1,2,4,7,14,5,2,854,1092,0.782051282051282
2069,0,11,0,0,0,14,161,1,0,11,0,237,39,1,4,34,176,0,4,7,4,2,13,1,0,720,936,0.7692307692307693
2070,0,5,2,0,0,13,165,1,0,19,0,282,47,3,7,22,198,1,5,7,1,8,23,2,0,811,1121,0.7234611953612846
2071,1,1,1,0,0,20,158,0,0,13,1,223,36,6,5,23,162,1,4,3,1,3,13,3,1,679,911,0.7453347969264544
2072,3,1,0,0,1,13,186,1,1,16,1,220,39,2,8,20,147,1,2,5,6,0,13,3,0,689,902,0.7638580931263859
2073,0,10,0,0,0,15,230,1,0,27,1,300,58,5,7,30,147,1,0,4,0,4,20,2,0,862,1192,0.7231543624161074
2074,1,4,0,0,0,22,204,0,0,17,0,378,37,4,5,31,162,1,2,5,1,4,12,3,1,894,1181,0.7569856054191363
2075,2,11,0,0,2,15,219,1,0,31,1,306,40,5,2,29,133,7,1,2,2,4,13,2,0,828,1121,0.7386262265834077
2076,2,4,0,0,2,14,173,0,0,10,0,240,31,4,5,20,141,1,5,0,2,6,18,1,1,680,927,0.7335490830636462
2077,0,2,0,0,3,12,204,1,0,14,3,347,53,3,8,19,173,4,4,0,4,7,16,2,1,880,1116,0.7885304659498208
2078,2,5,1,0,0,13,146,2,0,14,1,247,53,5,8,22,170,0,3,2,4,9,14,3,0,724,910,0.7956043956043956
2079,0,7,0,1,0,9,207,1,0,20,3,315,41,2,3,16,180,0,3,4,2,8,25,4,2,853,1132,0.7535335689045937
2080,1,4,0,1,0,16,207,0,0,18,0,324,38,3,3,24,160,1,4,1,4,8,17,3,0,837,1126,0.7433392539964476
2081,1,9,0,1,0,31,183,2,2,34,0,347,64,9,6,42,172,1,0,1,2,9,18,1,1,936,1198,0.7813021702838063
2082,4,6,0,0,0,14,195,0,1,15,2,314,41,8,6,20,162,3,1,1,2,3,24,3,0,825,1169,0.7057313943541489
2083,3,2,0,4,1,12,209,0,0,21,1,297,40,5,8,24,169,1,5,4,4,3,21,0,1,835,1137,0.7343887423043096
2084,0,4,1,2,0,15,187,0,0,16,0,321,64,7,10,20,164,2,4,2,1,6,18,2,1,847,1115,0.7596412556053812
2085,1,0,0,1,0,16,217,0,1,11,0,267,24,3,8,15,166,0,4,6,2,9,16,1,1,769,1061,0.7247879359095193
2086,2,1,1,0,0,7,158,1,0,15,0,219,48,3,12,23,156,4,4,2,1,5,14,2,1,679,943,0.7200424178154825
2087,2,1,0,1,0,4,127,1,1,24,1,199,39,2,6,39,208,0,2,2,1,3,11,3,0,677,881,0.7684449489216799
2088,3,5,0,1,0,16,113,0,0,11,0,296,65,2,8,22,190,2,2,4,0,2,18,0,0,760,1004,0.7569721115537849
2089,1,5,1,0,0,7,166,1,0,13,1,238,37,3,12,18,168,2,2,2,1,8,21,2,1,710,906,0.7836644591611479
2090,1,4,0,0,0,10,149,0,0,26,1,229,47,5,5,21,155,0,0,1,0,5,15,2,0,676,883,0.7655719139297849
2091,1,1,0,2,0,16,134,2,0,15,1,192,20,8,21,23,160,0,4,6,1,2,18,1,1,629,808,0.7784653465346535
2092,1,2,1,0,1,14,166,1,0,20,0,215,47,4,13,15,171,2,1,3,2,6,12,3,0,700,932,0.7510729613733905
2093,2,3,0,0,0,15,112,0,1,19,0,234,45,4,4,22,161,4,2,1,2,4,12,1,1,649,848,0.7653301886792453
2094,3,4,0,0,1,11,136,0,0,12,0,209,44,0,5,15,173,3,1,3,0,2,21,0,0,643,849,0.7573616018845701
2095,0,5,0,3,0,20,155,2,0,10,1,263,51,7,10,32,192,1,2,3,1,5,16,5,2,786,1003,0.7836490528414756
2096,4,1,0,0,0,11,174,0,1,13,2,248,25,5,14,17,138,2,2,5,0,10,17,6,1,696,989,0.7037411526794742
2097,3,2,0,0,0,10,134,1,0,16,0,111,16,2,6,11,69,1,0,1,3,2,8,2,1,399,548,0.7281021897810219
2098,1,3,0,0,0,10,147,1,1,8,1,166,36,1,3,15,101,1,1,2,2,0,13,1,3,517,683,0.7569546120058566
2099,2,0,0,2,0,8,131,1,0,28,0,240,36,2,6,25,143,1,3,1,1,11,13,3,0,657,825,0.7963636363636364
2100,1,9,0,4,1,15,285,2,0,7,7,345,28,2,4,31,203,1,3,7,2,5,16,0,0,978,1307,0.7482785003825555
2101,3,3,0,0,0,22,268,0,0,20,0,288,14,4,6,19,119,0,2,6,3,5,18,1,0,801,1161,0.689922480620155
2102,1,2,0,5,2,12,281,0,3,15,0,276,35,3,11,37,133,0,4,3,2,6,13,1,1,846,1134,0.746031746031746
2103,2,21,0,0,1,4,153,2,0,24,1,106,114,3,17,19,151,2,0,1,5,7,11,0,1,645,866,0.7448036951501155
2104,1,1,0,1,1,11,168,0,0,8,1,227,48,3,7,20,148,0,6,4,3,0,20,1,0,679,938,0.7238805970149254
2105,1,16,1,0,5,8,171,1,1,25,1,126,80,0,9,31,124,2,0,1,5,4,7,1,0,620,945,0.656084656084656
2106,1,16,0,2,0,13,192,1,0,21,0,88,73,4,9,22,115,8,0,0,1,1,6,0,0,573,847,0.6765053128689492
2107,0,23,0,0,0,12,211,1,0,25,0,91,79,6,7,25,126,3,2,3,1,4,6,3,0,628,867,0.7243367935409458
2108,1,16,0,0,2,5,82,3,1,16,0,60,56,0,7,28,98,3,1,3,0,2,4,0,0,388,538,0.7211895910780669
2109,1,18,0,0,0,8,143,0,0,22,1,76,93,3,9,17,123,5,0,1,10,3,9,0,0,542,775,0.6993548387096774
2110,2,21,0,2,2,8,111,2,0,19,0,94,76,2,0,22,120,2,0,1,0,1,8,0,1,494,703,0.7027027027027027
2111,1,16,0,0,1,4,150,0,0,24,0,97,95,8,8,20,162,2,1,1,6,1,6,0,0,603,828,0.7282608695652174
2112,0,20,0,1,0,12,183,2,0,19,1,90,83,3,9,26,155,1,0,1,7,2,6,0,0,621,855,0.7263157894736842
2113,1,25,0,1,1,3,178,2,1,12,0,68,93,1,12,12,97,2,0,0,2,0,7,0,0,518,778,0.6658097686375322
2114,1,26,0,0,0,5,87,0,0,15,1,101,81,4,5,49,161,2,4,0,2,1,11,0,0,556,730,0.7616438356164383
2115,2,14,0,0,0,6,136,0,0,17,0,96,100,2,3,32,185,1,2,1,3,1,12,0,0,613,826,0.7421307506053268
2116,1,16,0,1,0,8,98,2,3,13,0,124,61,1,6,28,172,6,2,2,7,0,14,1,0,566,775,0.7303225806451613
