SEZIONE,LIBERALI PER L'ITALIA - PLI,FARE PER FERMARE IL DECLINO,STAMINALI D'ITALIA,MODERATI ITALIANI IN RIVOLUZIONE - ROSA TRICOLORE,INTESA POPOLARE,LA DESTRA,IL POPOLO DELLA LIBERTA',LEGA NORD,GRANDE SUD - MPA,FRATELLI D'ITALIA CENTRODESTRA NAZIONALE,MOVIMENTO PROGETTO ITALIA - MID,MOVIMENTO 5 STELLE,SCELTA CIVICA CON MONTI PER L'ITALIA,FUTURO E LIBERTA' PER L'ITALIA,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO (UDC),SINISTRA ECOLOGIA LIBERTA',PARTITO DEMOCRATICO,CENTRO DEMOCRATICO,PARTITO COMUNISTA DEI LAVORATORI,FORZA NUOVA,AMNISTIA GIUSTIZIA E LIBERTA',CASAPOUND ITALIA,RIVOLUZIONE CIVILE INGROIA,MOVIMENTO SOCIALE FIAMMA TRICOLORE,UNIONE POPOLARE,TOTALE,TOTALE_ISCRITTI,AFFLUENZA
888,0,5,0,0,1,5,103,0,0,21,1,142,62,3,1,36,195,1,0,2,2,6,16,1,2,605,734,0.8242506811989101
889,1,6,0,2,1,12,129,1,0,7,1,150,54,5,6,24,183,1,1,3,1,13,17,2,0,620,857,0.7234539089848308
890,1,9,0,0,0,15,104,1,0,12,0,153,71,5,8,29,226,1,0,1,2,3,32,0,0,673,874,0.7700228832951945
891,0,7,0,0,0,13,139,0,0,20,0,124,77,6,15,25,202,1,1,3,2,1,18,1,0,655,789,0.8301647655259823
892,0,2,0,0,0,15,108,0,0,12,0,120,49,0,5,28,124,3,4,2,4,1,14,0,0,491,644,0.7624223602484472
893,0,7,0,0,1,4,93,0,0,17,0,128,49,3,5,24,161,0,1,2,2,2,15,1,1,516,658,0.78419452887538
894,1,3,1,0,0,11,89,1,1,6,0,141,75,1,5,29,198,2,2,3,0,2,25,3,0,599,730,0.8205479452054795
895,0,6,0,0,0,9,81,0,0,9,0,103,58,1,5,26,194,1,0,1,2,1,24,0,0,521,679,0.7673048600883653
896,1,7,0,0,0,8,75,0,0,14,0,106,43,4,12,36,162,0,1,0,1,5,11,0,0,486,697,0.697274031563845
897,0,3,0,0,0,6,98,0,0,14,0,153,49,1,13,29,137,0,3,4,1,1,20,2,0,534,727,0.734525447042641
898,0,2,0,0,1,7,92,0,0,10,0,114,31,5,5,35,162,1,1,1,4,2,15,0,0,488,708,0.6892655367231638
899,1,3,0,0,0,5,88,0,0,9,2,170,43,6,7,30,136,1,3,2,5,4,10,0,1,526,696,0.7557471264367817
900,0,6,0,2,0,8,68,2,2,14,0,148,23,3,6,44,166,3,2,0,2,1,20,0,0,520,686,0.7580174927113703
901,0,5,0,4,0,16,108,1,1,5,1,145,47,4,9,37,212,1,1,1,4,3,23,0,0,628,835,0.7520958083832335
902,1,7,0,2,0,9,92,0,0,10,0,164,43,5,15,36,150,3,1,0,3,0,25,1,0,567,727,0.7799174690508941
903,0,5,0,1,0,7,103,0,0,9,0,181,35,5,10,39,175,3,0,3,2,3,22,0,1,604,834,0.7242206235011991
904,2,6,0,0,0,8,94,0,1,20,0,147,45,3,4,33,192,1,2,3,0,4,21,4,0,590,795,0.7421383647798742
905,2,2,0,2,0,7,57,0,1,10,0,124,24,1,8,28,159,2,1,1,4,1,21,2,0,457,613,0.7455138662316476
906,3,3,0,1,0,8,85,2,0,21,0,175,55,2,10,40,183,4,1,5,1,2,29,0,0,630,817,0.7711138310893513
907,0,3,0,0,0,5,71,1,1,13,0,116,33,4,5,24,139,2,1,0,0,1,5,2,0,426,544,0.7830882352941176
908,2,2,0,0,0,15,94,3,0,12,0,192,34,2,2,58,223,3,1,1,7,1,28,1,1,682,891,0.7654320987654321
909,0,5,0,5,0,4,94,1,0,15,0,128,35,0,8,26,151,2,5,3,5,2,16,1,1,507,638,0.7946708463949843
910,0,4,0,1,1,15,85,1,0,10,0,185,39,6,5,27,184,3,0,3,2,2,20,1,0,594,782,0.7595907928388747
911,0,4,0,0,0,11,106,0,0,14,1,165,41,5,5,36,167,0,0,0,3,0,23,1,0,582,752,0.773936170212766
912,1,3,0,0,0,15,131,1,0,24,1,152,64,4,6,37,214,1,1,4,3,3,24,2,2,693,888,0.7804054054054054
913,0,4,0,3,0,12,90,0,1,9,1,131,34,1,8,31,172,5,1,2,1,3,7,2,0,518,655,0.7908396946564885
914,2,2,0,0,1,7,121,2,0,16,0,136,43,4,6,18,151,2,2,0,7,4,15,1,1,541,680,0.7955882352941176
915,0,8,0,3,0,8,113,2,1,22,0,174,79,5,6,35,224,1,2,3,2,3,37,3,0,731,930,0.7860215053763441
916,2,2,0,0,0,13,88,0,0,14,0,168,31,4,7,28,155,2,1,2,3,4,17,5,0,546,734,0.7438692098092643
917,2,3,0,1,0,13,123,0,0,12,1,223,44,3,9,33,230,3,7,5,4,5,27,1,0,749,981,0.763506625891947
918,0,3,0,1,1,7,69,0,1,4,0,151,13,3,4,25,107,1,1,2,2,2,14,1,1,413,657,0.6286149162861492
919,2,6,0,0,0,8,153,2,0,10,0,224,27,1,6,33,136,0,2,3,2,4,17,1,1,638,951,0.6708727655099895
920,1,4,0,1,1,16,122,1,0,7,0,167,32,2,10,41,164,1,2,3,6,2,20,2,1,606,828,0.7318840579710145
921,0,2,0,0,0,7,118,0,1,9,0,178,44,4,8,33,195,2,1,4,2,0,26,1,0,635,807,0.7868649318463445
922,2,6,0,0,0,9,88,2,0,9,0,156,25,1,2,34,160,1,3,2,3,2,31,1,0,537,719,0.7468706536856745
923,1,3,0,0,1,6,111,0,0,9,0,138,21,7,3,30,152,1,0,5,3,4,17,0,0,512,722,0.7091412742382271
924,1,1,1,2,0,10,91,0,0,15,1,161,17,3,5,25,147,0,0,1,1,2,32,1,0,517,676,0.764792899408284
925,2,2,0,0,0,12,98,1,0,17,1,170,33,5,9,32,154,5,5,2,1,2,20,0,0,571,813,0.7023370233702337
926,1,3,0,1,0,7,91,0,0,15,0,136,29,1,5,24,102,0,7,1,3,0,10,1,1,438,640,0.684375
927,2,4,0,2,0,8,68,0,1,11,1,132,21,0,4,25,150,1,1,0,1,0,16,2,0,450,675,0.6666666666666666
928,0,0,1,1,0,8,91,0,0,15,1,167,15,3,13,16,148,0,3,1,2,3,9,0,0,497,740,0.6716216216216216
929,0,4,0,0,0,12,63,0,0,11,0,96,22,4,4,15,135,1,0,0,1,0,15,1,0,384,579,0.6632124352331606
930,0,1,0,1,0,13,80,1,0,10,0,169,34,0,4,21,160,2,6,2,3,6,16,0,0,529,798,0.6629072681704261
931,0,4,0,0,1,5,62,0,0,9,0,191,40,2,7,12,105,1,0,1,1,1,23,1,0,466,590,0.7898305084745763
932,3,3,0,2,0,12,123,0,0,16,1,217,42,6,3,29,182,1,3,2,5,2,32,2,0,686,866,0.792147806004619
933,0,0,0,1,0,16,107,0,0,33,0,202,34,3,3,21,172,1,1,5,2,5,13,2,0,621,839,0.7401668653158522
934,0,5,0,1,0,14,78,0,0,20,1,135,32,2,4,17,146,1,3,0,3,1,16,0,0,479,647,0.740340030911901
935,1,7,0,1,0,7,70,0,0,21,0,248,37,1,5,40,145,3,2,3,0,6,27,3,0,627,848,0.7393867924528302
936,0,4,0,0,0,14,76,0,0,11,1,187,20,2,8,41,148,3,5,2,1,6,27,2,0,558,861,0.6480836236933798
937,0,2,0,0,0,2,52,0,0,9,0,116,9,1,1,34,95,1,3,2,3,3,30,1,2,366,538,0.6802973977695167
938,1,2,0,0,1,2,61,0,0,5,0,132,14,0,2,26,132,0,0,2,2,2,30,0,0,414,620,0.667741935483871
939,1,2,0,1,1,5,48,0,1,3,0,78,15,1,4,26,108,1,2,4,2,1,14,0,0,318,453,0.7019867549668874
940,1,2,0,0,0,8,54,0,0,9,0,119,16,4,3,23,115,1,1,4,1,1,17,0,0,379,529,0.7164461247637051
941,0,4,0,0,1,9,114,1,0,24,0,143,30,1,4,19,148,1,2,2,1,3,21,1,0,529,674,0.7848664688427299
942,0,4,1,0,0,10,129,1,0,16,0,154,44,2,7,22,201,0,3,1,1,0,22,0,0,618,801,0.7715355805243446
943,0,3,0,0,0,13,142,0,0,16,1,167,39,7,5,13,198,3,9,1,2,5,34,2,1,661,870,0.7597701149425288
944,1,2,0,2,0,6,102,0,0,21,0,121,31,1,9,10,155,0,1,5,3,4,15,2,0,491,623,0.7881219903691814
945,0,2,0,0,0,13,86,3,0,18,0,146,33,3,1,29,195,1,1,4,3,2,20,3,0,563,755,0.7456953642384105
946,1,3,0,1,0,15,176,0,1,17,2,171,54,3,13,35,225,3,3,2,1,2,20,1,1,750,921,0.8143322475570033
947,2,4,0,0,1,17,120,1,0,12,1,168,54,6,9,32,203,1,7,2,1,1,33,2,2,679,903,0.751937984496124
948,1,4,1,3,0,10,140,3,0,13,0,221,74,2,6,25,208,2,1,1,1,0,15,0,0,731,952,0.7678571428571429
949,0,4,1,2,0,18,162,2,1,16,1,230,36,4,2,19,139,3,5,1,3,2,17,2,3,673,891,0.755331088664422
950,2,1,0,0,1,14,110,0,0,13,1,158,52,2,9,32,203,0,1,3,2,1,12,1,0,618,829,0.7454764776839565
951,2,2,0,1,0,14,94,0,0,17,1,184,42,7,11,31,186,0,5,2,1,1,20,1,0,622,824,0.7548543689320388
952,2,4,0,0,0,16,102,1,0,21,2,157,55,5,11,29,233,0,2,2,1,3,23,2,1,672,885,0.7593220338983051
953,1,4,0,0,0,6,65,0,0,13,0,148,32,0,10,32,173,0,5,0,1,2,18,5,0,515,697,0.7388809182209469
954,1,8,0,7,0,17,120,2,0,13,0,153,50,3,11,32,186,1,1,2,4,3,24,0,0,638,862,0.740139211136891
955,1,1,0,1,0,12,103,1,1,14,0,176,34,2,3,37,193,2,1,2,1,3,24,2,0,614,824,0.7451456310679612
956,1,2,1,0,0,9,73,1,0,18,0,167,37,0,10,37,200,1,2,3,6,5,34,0,0,607,794,0.7644836272040302
957,0,3,0,5,0,11,106,0,1,4,0,157,45,3,3,36,163,2,0,3,1,3,21,1,1,569,771,0.7380025940337225
958,1,2,0,4,0,10,107,0,0,4,0,152,24,1,9,41,189,3,1,1,0,2,27,3,0,581,855,0.6795321637426901
959,1,0,0,1,1,8,94,0,0,21,0,211,41,4,5,48,217,3,3,2,3,1,31,0,0,695,915,0.7595628415300546
960,1,5,1,0,1,9,67,0,0,8,0,164,44,3,7,33,188,1,3,1,1,0,36,1,0,574,761,0.7542706964520368
961,0,3,0,0,0,11,57,0,0,4,0,235,31,0,6,45,179,0,2,4,2,1,22,1,0,603,843,0.7153024911032029
962,3,16,0,0,0,11,133,1,0,27,0,157,77,5,11,68,255,2,2,4,6,2,23,1,0,804,993,0.8096676737160121
963,1,6,0,1,1,4,91,2,0,8,1,134,45,4,2,48,162,2,1,2,2,2,19,4,0,542,714,0.7591036414565826
964,0,5,0,0,0,8,92,1,0,13,0,151,44,2,2,30,198,0,0,2,0,1,20,0,0,569,753,0.7556440903054449
965,0,2,0,0,0,7,103,0,1,20,0,119,63,1,7,35,186,0,0,1,5,8,14,0,0,572,730,0.7835616438356164
966,1,9,1,0,0,14,143,0,0,30,0,144,75,2,8,45,242,5,2,3,4,6,19,1,1,755,964,0.783195020746888
967,0,6,0,1,1,9,68,1,0,9,1,110,46,3,5,43,182,0,0,2,0,1,23,0,1,512,664,0.7710843373493976
968,1,9,0,0,0,7,87,0,0,19,0,150,60,5,11,48,263,1,2,1,1,4,17,1,0,687,858,0.8006993006993007
969,0,6,0,2,0,8,86,0,2,27,1,157,54,3,11,73,271,2,0,2,2,1,29,0,0,737,902,0.8170731707317073
970,1,17,0,0,0,8,119,1,0,11,0,119,68,5,9,52,218,0,1,0,1,0,28,1,0,659,799,0.8247809762202754
971,0,12,0,1,2,6,100,1,0,17,1,135,59,1,8,28,163,0,2,0,0,3,12,3,0,554,712,0.7780898876404494
972,2,8,0,1,1,20,100,1,0,20,1,166,50,4,6,63,273,1,0,4,4,5,28,1,0,759,951,0.7981072555205048
973,0,2,0,0,0,3,98,0,0,6,2,144,40,5,9,52,240,3,1,2,1,2,20,1,1,632,812,0.7783251231527094
974,3,4,0,0,0,17,108,3,0,6,0,155,38,2,6,39,217,0,2,1,2,2,16,1,0,622,824,0.7548543689320388
975,1,4,0,2,0,10,97,2,0,13,0,196,70,5,5,40,228,0,2,4,2,0,33,0,0,714,951,0.750788643533123
976,2,6,0,0,0,8,99,1,0,13,0,143,36,4,10,39,154,1,0,0,2,0,25,0,0,543,735,0.7387755102040816
977,1,7,0,1,1,11,97,1,0,14,0,181,55,5,5,49,202,2,3,4,2,1,37,0,0,679,924,0.7348484848484849
978,0,3,0,0,0,10,92,0,0,15,0,133,63,2,8,51,175,3,0,1,3,1,16,0,0,576,756,0.7619047619047619
979,0,11,0,0,0,6,58,0,0,7,0,142,59,3,3,52,198,0,2,1,4,1,22,1,0,570,747,0.7630522088353414
980,1,5,0,0,0,12,91,1,0,11,0,169,50,5,11,41,212,2,3,2,2,2,15,4,0,639,831,0.7689530685920578
981,0,6,0,0,0,5,119,1,1,14,0,108,47,11,15,33,192,4,1,3,3,2,14,1,0,580,738,0.7859078590785907
982,0,6,0,1,0,6,90,3,2,14,0,159,37,5,5,61,233,1,0,1,4,3,17,0,0,648,812,0.7980295566502463
983,0,7,0,0,1,14,134,0,0,9,1,139,59,6,13,44,196,1,1,0,4,2,11,1,0,643,816,0.7879901960784313
984,0,7,0,0,0,10,96,0,0,12,0,113,49,1,15,23,146,0,1,1,5,3,24,1,0,507,655,0.7740458015267175
985,4,7,0,0,11,91,0,0,0,9,0,135,54,2,8,57,199,3,0,5,0,0,26,0,0,611,808,0.7561881188118812
986,0,6,0,1,1,10,100,0,0,24,2,138,62,5,12,38,203,0,1,0,1,5,19,4,1,633,839,0.7544696066746126
987,2,5,0,1,0,6,89,0,0,12,0,103,31,4,11,34,141,2,3,0,2,6,12,0,0,464,628,0.7388535031847133
988,2,8,0,2,0,18,113,0,0,20,0,201,67,4,7,44,225,2,3,5,3,6,13,2,0,745,937,0.7950907150480256
989,0,2,1,1,0,12,95,0,0,13,0,190,49,2,8,17,200,3,2,2,2,1,16,0,0,616,789,0.7807351077313055
990,1,4,0,0,0,6,71,2,1,12,0,163,28,3,3,35,200,1,2,3,0,4,20,0,0,559,719,0.7774687065368567
991,0,1,0,0,0,8,87,3,0,9,0,182,35,0,6,55,219,4,1,1,3,2,26,2,0,644,864,0.7453703703703703
992,0,5,0,0,0,8,90,3,0,13,1,168,62,3,2,44,207,1,0,1,2,3,19,1,0,633,810,0.7814814814814814
993,0,7,0,0,2,13,92,0,0,7,0,129,68,2,20,18,158,1,0,1,2,0,8,1,0,529,703,0.7524893314366998
994,0,4,0,0,0,8,69,0,0,11,0,103,33,1,3,32,186,1,3,2,3,2,11,0,0,472,593,0.7959527824620574
995,1,10,0,0,0,10,159,0,0,13,1,150,65,7,13,27,196,2,0,1,3,0,12,0,0,670,846,0.7919621749408984
996,0,4,0,0,0,6,93,2,0,11,0,132,36,2,7,34,212,0,1,0,4,4,25,0,0,573,759,0.7549407114624506
997,2,4,0,1,0,6,100,6,0,15,0,137,64,3,5,56,226,3,4,1,5,4,20,2,0,664,849,0.7820965842167256
998,2,11,0,2,0,9,97,1,1,15,1,161,60,1,11,51,240,1,4,4,2,3,27,0,0,704,898,0.7839643652561247
999,0,7,1,4,1,2,80,0,0,7,0,126,42,2,6,37,209,2,0,1,2,1,16,3,0,549,739,0.7428958051420839
1000,1,5,0,0,1,8,67,0,0,5,0,115,38,2,2,38,158,1,0,4,6,2,11,0,0,464,588,0.7891156462585034
1001,0,3,0,2,0,5,78,0,1,3,0,110,28,4,5,37,139,0,2,4,2,2,17,0,1,443,590,0.7508474576271187
1002,1,4,0,0,0,2,96,0,1,16,1,164,47,4,6,42,209,3,1,3,5,4,17,1,1,628,796,0.7889447236180904
1003,0,4,0,2,1,9,99,0,0,11,0,193,48,3,6,38,230,0,1,2,4,2,33,2,0,688,889,0.7739032620922385
1004,0,11,0,2,2,6,110,1,1,17,0,159,58,6,6,42,198,8,0,1,1,5,17,3,0,654,837,0.7813620071684588
1005,1,1,0,2,0,4,80,1,0,6,0,129,42,3,17,31,165,1,1,3,0,4,16,2,0,509,623,0.8170144462279294
1006,0,3,0,1,0,9,78,2,1,15,0,106,59,2,9,30,161,0,0,1,3,0,13,1,0,494,614,0.8045602605863192
1007,2,4,0,3,3,14,104,0,0,13,0,144,50,3,4,24,187,0,2,2,2,1,20,0,1,583,732,0.796448087431694
1008,2,6,0,0,0,6,93,0,0,11,0,170,39,3,0,35,203,1,3,3,3,0,23,0,0,601,789,0.761723700887199
1009,0,1,0,0,0,10,84,3,0,10,0,145,43,2,6,27,210,3,1,2,2,3,18,1,0,571,721,0.7919556171983356
1010,0,5,0,0,0,9,82,0,0,10,0,112,31,3,7,27,138,4,2,5,1,0,17,1,0,454,608,0.7467105263157895
1011,0,0,0,0,2,14,88,1,0,13,1,144,56,5,9,23,185,0,1,6,1,2,30,0,0,581,741,0.7840755735492577
1012,0,5,0,1,0,7,133,1,0,21,0,156,86,5,14,32,199,1,2,2,3,3,28,1,0,700,951,0.7360672975814931
1013,3,7,0,0,0,9,111,0,0,11,0,114,62,3,8,27,144,0,2,4,0,0,15,0,0,520,673,0.7726597325408618
1014,2,3,0,1,0,6,85,0,0,11,0,119,46,4,5,31,183,0,0,1,2,0,14,3,1,517,649,0.7966101694915254
1015,2,4,0,0,0,12,84,1,0,16,0,128,35,2,6,25,146,2,2,1,3,2,9,1,0,481,604,0.7963576158940397
1016,0,2,0,0,0,14,45,1,0,3,0,94,23,1,2,13,94,0,1,0,4,1,11,0,0,309,409,0.7555012224938875
1017,0,7,0,1,1,12,139,0,0,18,1,167,58,3,5,23,218,4,1,0,2,4,16,1,2,683,882,0.7743764172335601
1018,2,6,0,1,0,12,109,0,0,20,1,149,51,4,13,36,191,3,1,1,2,3,16,3,0,624,823,0.7582017010935601
1019,1,7,0,2,0,8,138,0,0,22,0,178,66,3,11,29,193,1,3,0,1,2,20,0,0,685,862,0.7946635730858469
1020,1,9,0,1,0,15,129,1,1,15,1,199,57,4,9,34,165,2,2,3,6,3,13,0,1,671,885,0.7581920903954802
1021,0,0,1,3,0,12,106,0,0,15,0,125,66,2,9,12,181,2,0,1,1,1,13,0,0,550,716,0.7681564245810056
1022,3,8,0,1,1,11,82,0,0,14,0,138,60,2,6,27,209,0,0,0,1,1,15,2,1,582,760,0.7657894736842106
1023,0,2,0,1,0,2,36,0,0,2,0,26,5,2,0,1,22,0,0,1,0,0,1,0,0,101,151,0.6688741721854304
1024,3,0,0,4,0,12,121,0,1,9,0,187,45,5,14,23,226,0,3,3,0,4,25,3,1,689,905,0.7613259668508288
1025,0,1,0,2,0,18,137,0,0,16,0,167,52,0,8,26,209,2,1,0,1,1,20,2,2,665,865,0.7687861271676301
1026,0,2,0,0,1,6,53,1,0,7,0,102,22,4,6,25,131,6,0,0,2,1,18,1,0,388,598,0.6488294314381271
1027,1,3,0,0,0,5,77,0,0,11,0,214,39,2,4,35,204,6,1,2,1,0,28,1,1,635,860,0.7383720930232558
1028,2,4,0,0,0,8,82,2,0,7,2,182,20,5,3,23,171,3,3,0,4,4,14,1,0,540,769,0.7022106631989596
1029,1,4,0,4,0,8,89,0,0,4,0,185,49,2,12,22,202,2,5,2,3,4,23,1,0,622,823,0.755771567436209
1030,0,1,0,0,1,12,106,0,0,8,1,214,18,3,6,25,214,0,3,1,1,3,29,1,0,647,919,0.7040261153427638
1031,0,0,0,0,1,4,93,0,0,4,1,198,34,1,10,24,220,5,6,4,5,0,30,2,2,644,881,0.7309875141884222
1032,2,3,0,0,1,8,94,1,0,12,0,198,23,5,8,17,156,3,7,5,3,3,28,0,0,577,819,0.7045177045177046
1033,5,1,0,0,0,6,100,1,0,7,1,164,21,1,9,24,208,4,2,3,2,1,17,0,0,577,815,0.7079754601226994
1034,2,4,0,1,1,7,70,1,0,3,0,163,21,5,5,32,172,0,2,0,1,3,22,1,0,516,745,0.6926174496644295
1035,1,4,0,3,0,12,84,1,0,10,0,123,28,7,2,19,155,2,5,6,0,2,14,1,0,479,651,0.7357910906298003
1036,0,3,0,1,2,6,91,1,0,9,1,148,33,5,6,21,197,1,5,0,0,2,18,1,0,551,793,0.694829760403531
1037,3,3,0,3,0,14,83,1,0,5,0,150,27,6,7,27,196,5,4,2,4,3,26,2,0,571,784,0.7283163265306123
1038,0,1,0,0,3,7,112,2,3,13,0,153,28,4,12,20,162,2,2,2,5,0,17,1,0,549,781,0.7029449423815621
1039,1,2,0,0,2,3,60,1,0,7,1,116,23,2,2,20,160,1,2,2,0,3,18,0,0,426,665,0.6406015037593985
1040,2,2,0,0,0,16,116,0,0,10,2,164,37,2,7,29,208,1,1,2,4,2,19,3,0,627,900,0.6966666666666667
1041,1,4,0,1,0,6,71,0,0,11,3,151,23,0,6,18,170,1,2,0,2,3,24,1,2,500,694,0.7204610951008645
1042,3,11,1,0,0,9,153,0,0,24,0,342,73,5,4,29,193,3,2,5,2,7,17,4,0,887,1129,0.7856510186005314
1043,1,2,0,1,0,5,95,1,0,12,0,129,37,0,4,27,182,6,1,2,1,0,18,2,0,526,705,0.7460992907801418
1044,3,1,0,0,1,10,112,0,1,9,5,149,25,1,8,19,179,12,4,1,2,2,22,3,0,569,818,0.69559902200489
1045,0,3,0,0,0,7,85,0,0,7,1,152,42,4,7,27,192,2,2,1,3,1,17,0,0,553,766,0.7219321148825065
1046,1,0,0,0,0,11,91,0,1,18,0,125,27,6,5,15,173,2,1,1,2,3,13,1,0,496,683,0.726207906295754
1047,1,4,0,1,0,9,85,3,0,19,0,167,33,1,7,16,158,0,3,3,3,0,11,3,0,527,738,0.7140921409214093
1048,4,0,0,0,0,18,115,0,1,9,0,160,18,1,7,13,141,5,2,1,1,5,18,0,0,519,723,0.7178423236514523
1049,1,1,0,1,0,5,74,2,0,5,0,124,31,7,9,24,191,2,3,1,1,3,16,1,0,502,693,0.7243867243867244
1050,2,1,0,0,0,8,70,0,0,9,0,154,28,3,4,29,163,1,0,1,3,2,13,0,0,491,652,0.7530674846625767
1051,0,5,0,0,1,12,98,1,0,15,1,132,38,3,6,22,135,0,0,1,0,0,15,0,0,485,647,0.749613601236476
1052,1,1,0,0,0,10,71,0,0,7,0,149,37,1,5,32,179,1,3,0,3,1,23,3,0,527,681,0.7738619676945668
1053,0,3,0,0,0,10,89,1,0,11,0,135,25,4,5,21,175,1,2,2,0,0,20,1,0,505,707,0.7142857142857143
1054,2,2,0,0,4,15,101,2,0,15,0,198,24,0,10,25,216,1,3,1,1,1,19,0,0,640,886,0.7223476297968398
1055,1,6,0,0,0,8,111,0,0,11,0,153,22,3,8,20,177,1,1,0,0,0,16,2,0,540,820,0.6585365853658537
1056,1,0,0,1,0,14,94,1,0,17,2,216,31,2,5,35,188,1,3,4,5,4,17,1,0,642,963,0.6666666666666666
1057,1,5,0,1,0,1,68,1,0,5,0,132,18,4,2,24,115,1,0,1,0,1,17,0,1,398,532,0.7481203007518797
1058,1,9,0,1,0,7,102,2,0,23,0,182,66,10,6,30,232,3,3,3,1,0,20,2,0,703,896,0.7845982142857143
1059,0,13,0,2,0,4,102,1,1,17,2,190,52,3,13,12,132,1,1,2,2,0,17,2,0,569,714,0.7969187675070029
1060,2,3,0,2,0,12,82,0,0,10,0,200,90,6,6,16,210,1,4,2,0,6,36,0,0,688,931,0.7389903329752954
1061,0,1,0,0,1,6,87,0,0,13,0,174,30,0,9,19,161,0,3,1,1,2,22,2,1,533,760,0.7013157894736842
1062,1,2,0,0,0,12,100,0,0,12,0,210,19,3,8,38,207,2,7,1,4,2,31,3,1,663,965,0.6870466321243524
1063,0,4,1,0,0,10,112,0,1,8,3,181,30,3,8,35,191,1,0,1,2,2,17,1,0,611,823,0.7424058323207776
1064,1,4,0,0,0,11,83,1,0,6,1,150,31,4,9,30,265,1,1,0,4,2,33,4,1,642,804,0.7985074626865671
1065,0,2,0,1,0,13,81,2,0,12,0,173,42,3,8,21,210,2,0,0,1,3,25,0,0,599,778,0.7699228791773779
1066,1,5,0,1,0,8,141,0,1,16,2,181,50,4,6,38,248,8,2,0,3,1,37,0,0,753,937,0.8036286019210246
1067,2,0,0,0,0,8,89,0,0,8,1,204,32,6,6,26,217,4,2,3,3,0,23,1,1,636,793,0.8020176544766708
1068,1,3,0,0,0,4,57,1,1,10,1,105,22,3,6,18,131,1,0,0,0,2,9,0,0,375,486,0.7716049382716049
1069,0,2,0,0,0,15,82,1,2,6,0,121,33,2,4,31,203,1,1,0,1,5,13,1,0,524,666,0.7867867867867868
1070,2,1,0,1,1,8,59,0,0,7,1,147,10,1,4,7,96,0,2,1,1,3,16,1,1,370,566,0.6537102473498233
1071,2,1,0,0,0,7,94,0,0,13,0,231,38,4,6,28,251,2,4,4,0,1,16,4,1,707,898,0.7873051224944321
1072,1,8,0,1,0,11,113,1,0,22,0,236,68,3,5,44,258,2,0,0,0,0,23,1,0,797,933,0.8542336548767417
1073,0,0,0,0,0,12,58,0,0,4,2,156,16,2,2,17,94,3,9,0,1,0,10,1,1,388,599,0.6477462437395659
1074,1,2,1,0,0,10,100,1,1,11,1,117,17,4,7,13,77,2,2,5,4,3,14,3,0,396,1124,0.35231316725978645
1075,2,3,0,1,0,3,63,0,0,3,0,151,33,3,0,18,193,5,0,0,2,2,26,3,11,522,730,0.7150684931506849
1076,1,4,0,0,0,7,75,0,0,11,1,183,26,2,8,30,183,0,0,1,1,5,19,1,0,558,738,0.7560975609756098
1077,0,1,0,0,2,14,81,0,0,16,0,208,38,5,7,33,243,1,1,4,6,9,24,0,0,693,884,0.7839366515837104
1078,0,2,0,1,1,10,69,0,0,4,0,187,25,4,9,20,148,1,3,1,0,2,32,0,1,520,644,0.8074534161490683
1079,1,4,0,0,0,6,94,1,1,8,1,170,32,5,10,28,199,0,2,2,1,3,20,0,1,589,804,0.7325870646766169
1080,3,5,0,0,0,11,103,1,1,16,0,211,31,3,14,24,175,0,2,2,0,4,12,1,1,620,813,0.7626076260762608
1081,1,5,0,0,0,12,60,0,1,9,0,137,17,3,5,22,94,2,2,0,2,2,18,4,0,396,570,0.6947368421052632
1082,2,3,0,0,1,4,90,1,0,16,0,124,49,4,6,23,191,2,1,0,1,2,21,0,0,541,670,0.8074626865671641
1083,3,2,0,0,0,4,93,0,0,10,0,160,26,5,8,26,158,3,3,0,1,5,24,1,0,532,715,0.7440559440559441
1084,4,0,1,0,6,15,87,0,0,11,1,129,13,4,6,13,101,2,2,2,3,7,9,1,1,418,729,0.5733882030178327
1085,1,1,0,1,2,11,121,0,0,12,0,150,35,8,9,12,184,1,7,0,3,3,16,1,1,579,772,0.75
1086,2,3,0,0,0,13,95,0,0,13,0,135,30,1,14,17,107,2,1,0,1,4,9,0,0,447,594,0.7525252525252525
1087,0,3,1,0,2,12,106,0,1,8,1,193,39,1,11,23,175,0,3,1,4,3,22,2,2,613,801,0.7652933832709113
1088,2,2,0,1,0,14,116,1,0,6,0,133,15,4,5,24,116,1,1,2,1,2,17,1,0,464,760,0.6105263157894737
1089,1,0,0,0,1,10,90,0,1,8,1,133,25,2,5,21,131,1,4,3,2,2,8,2,0,451,717,0.6290097629009763
1090,0,4,0,0,1,14,67,0,0,8,2,181,31,4,12,15,103,2,3,1,0,1,13,3,0,465,682,0.6818181818181818
1091,1,1,0,1,1,10,91,0,0,12,0,137,34,6,4,33,172,0,2,3,0,3,10,2,1,524,680,0.7705882352941177
1092,0,1,0,0,0,4,69,0,0,5,1,140,31,2,14,31,164,4,3,0,0,1,24,1,0,495,663,0.746606334841629
1093,1,2,0,1,0,7,76,0,0,5,0,135,38,5,6,49,199,1,1,2,1,1,17,1,0,548,713,0.7685834502103787
