VITA,MOVIMENTO 5 STELLE,UNIONE POPOLARE DE MAGISTRIS,ALTERNATIVA PER L'ITALIA NO GREEN PASS,ITALIA SOVRANA E POPOLARE,PARTITO DELLA FOLLIA CREATIVA,PARTITO DEMOCRATICO,IMPEGNO CIVICO DI MAIO,ALLEANZA VERDI E SINISTRA,+ EUROPA CON EMMA BONINO,LISTA PARAGONE ITALEXIT,AZIONE ITALIA VIVA,NOI MODERATI,LEGA SALVINI PREMIER,FRATELLI D'ITALIA,FORZA ITALIA,TOTALE,SEZIONE,AFFLUENZA
0,58,10,0.0,4,0.0,132,1,24,21,5,61,4,9,104,21,454,871,0.6920731707317073
3,50,11,0.0,4,1.0,106,2,24,16,6,36,0,15,103,13,390,872,0.624
5,97,12,0.0,8,0.0,181,1,36,28,17,100,1,27,196,24,733,873,0.6902071563088512
5,36,7,0.0,7,0.0,104,2,34,20,4,53,3,10,109,17,411,874,0.6759868421052632
0,83,16,0.0,9,1.0,111,4,20,10,9,38,3,25,160,35,524,875,0.5854748603351956
2,68,16,0.0,4,0.0,128,4,39,37,10,51,4,23,153,23,562,876,0.63718820861678
2,96,11,0.0,8,0.0,143,2,46,28,8,66,4,16,150,22,602,877,0.6270833333333333
2,57,9,0.0,9,1.0,161,3,34,17,11,49,2,21,128,24,528,878,0.5952649379932357
2,81,9,0.0,7,0.0,125,3,22,24,7,74,2,11,139,17,523,879,0.6662420382165605
3,89,13,0.0,7,0.0,163,3,36,35,9,38,0,20,147,21,584,880,0.6894923258559622
0,45,9,0.0,4,0.0,93,2,27,16,2,30,2,11,71,13,325,881,0.593065693430657
2,47,11,0.0,2,1.0,90,2,30,20,7,36,0,11,93,12,364,882,0.6431095406360424
3,65,12,0.0,9,2.0,138,1,24,21,13,40,1,18,99,30,476,883,0.6214099216710183
2,67,6,0.0,5,0.0,122,1,41,25,1,34,2,10,92,13,421,884,0.621861152141802
2,59,7,0.0,4,0.0,98,3,21,14,8,44,2,16,105,11,394,885,0.6723549488054608
4,74,8,0.0,5,0.0,137,5,36,29,9,65,1,15,155,17,560,886,0.6796116504854369
0,66,13,0.0,4,0.0,122,7,40,24,2,78,4,17,135,15,527,887,0.674775928297055
3,59,9,0.0,8,1.0,140,2,25,23,5,79,5,11,138,18,526,888,0.7356643356643356
1,69,14,0.0,10,2.0,107,1,19,14,8,36,1,18,112,14,426,889,0.5649867374005305
0,73,9,0.0,2,1.0,186,4,26,21,9,61,2,16,142,18,570,890,0.6818181818181818
7,56,5,0.0,5,2.0,168,2,19,17,3,59,3,22,131,19,518,891,0.6556962025316456
3,50,13,0.0,10,1.0,107,14,4,19,6,55,3,11,115,20,431,892,0.6918138041733547
0,51,5,0.0,6,1.0,102,1,24,5,5,40,2,19,111,24,396,893,0.66
5,56,12,0.0,5,0.0,132,3,29,20,7,67,1,8,134,21,500,894,0.7102272727272727
5,43,6,0.0,0,0.0,145,0,24,16,4,57,1,8,119,13,441,895,0.7011128775834659
0,61,9,0.0,8,2.0,142,2,23,21,0,54,1,10,123,16,472,896,0.6870451237263464
4,70,16,0.0,6,0.0,107,2,28,13,7,31,0,18,119,16,437,897,0.6388888888888888
1,59,10,0.0,2,0.0,107,6,25,14,8,39,0,17,93,23,404,898,0.599406528189911
2,55,6,0.0,7,0.0,85,6,27,25,7,24,0,24,88,13,369,899,0.6079077429983526
2,65,8,0.0,5,0.0,104,2,35,13,6,27,0,17,80,8,372,900,0.5980707395498392
3,62,9,0.0,9,1.0,122,1,16,26,6,39,3,11,136,19,463,901,0.6116248348745046
4,52,5,0.0,5,0.0,125,4,23,29,10,52,0,8,102,14,433,902,0.6330409356725146
3,77,13,0.0,8,0.0,135,0,43,25,4,41,0,23,104,11,487,903,0.6341145833333334
1,78,6,0.0,8,0.0,116,3,37,28,2,26,2,18,116,13,454,904,0.5989445910290238
1,51,6,0.0,5,0.0,102,3,17,17,8,28,2,16,84,14,354,905,0.6167247386759582
0,62,8,0.0,3,0.0,156,2,25,21,5,53,1,15,112,17,480,906,0.6349206349206349
3,44,5,0.0,11,0.0,76,1,17,6,8,21,0,14,80,14,300,907,0.6
1,76,15,0.0,7,1.0,142,1,41,38,6,54,2,14,112,11,521,908,0.6187648456057007
1,61,6,0.0,4,0.0,122,1,20,24,6,33,1,8,115,10,412,909,0.6270928462709284
0,63,11,0.0,5,2.0,117,0,31,15,10,29,0,23,134,17,457,910,0.6268861454046639
3,56,14,0.0,2,0.0,131,5,29,38,4,41,0,25,24,111,483,911,0.6397350993377483
0,72,15,0.0,3,0.0,145,3,26,25,6,55,1,19,159,13,542,912,0.6545893719806763
3,37,6,0.0,2,0.0,109,2,23,21,9,42,2,15,101,13,385,913,0.6684027777777778
5,46,2,0.0,9,0.0,109,2,27,28,9,55,0,12,135,15,454,914,0.6858006042296072
2,78,15,0.0,8,1.0,159,3,23,8,8,51,6,16,161,22,561,915,0.6615566037735849
6,67,12,0.0,7,2.0,98,0,19,14,10,42,2,12,103,14,408,916,0.5982404692082112
3,106,20,0.0,7,2.0,134,2,22,21,5,43,2,24,145,18,554,917,0.5950590762620838
2,49,12,0.0,8,0.0,67,0,31,23,6,21,2,19,88,24,352,918,0.5587301587301587
1,117,19,0.0,13,0.0,109,2,26,15,15,37,4,27,180,23,588,919,0.5379688929551693
2,81,6,0.0,2,0.0,84,6,21,20,14,30,0,10,136,17,429,931,0.6441441441441441
0,57,15,0.0,4,1.0,90,1,14,13,7,27,0,24,106,9,368,941,0.5850556438791733
3,75,3,0.0,11,0.0,125,4,27,8,5,39,1,19,150,18,488,942,0.6256410256410256
6,83,12,0.0,3,0.0,112,4,14,12,10,46,2,29,171,19,523,943,0.6578616352201258
3,50,7,0.0,5,1.0,77,0,20,16,7,25,0,15,106,15,347,944,0.6207513416815742
0,52,16,0.0,9,1.0,93,0,17,9,3,28,1,14,95,17,355,945,0.5453149001536098
0,83,12,0.0,3,4.0,131,2,20,7,3,40,2,35,164,30,536,946,0.6276346604215457
3,93,17,0.0,7,1.0,151,2,19,8,11,32,1,21,147,23,536,947,0.5702127659574469
0,93,10,0.0,2,0.0,174,0,33,18,8,44,1,14,168,20,585,948,0.6632653061224489
3,70,9,0.0,11,1.0,97,3,21,25,4,39,2,26,130,14,455,950,0.6207366984993179
0,0,0,0.0,0,0.0,106,4,16,10,0,0,3,22,131,13,305,951,0.4382183908045977
1,74,9,0.0,9,0.0,112,3,26,21,7,44,1,30,19,154,510,952,0.6234718826405868
0,50,9,0.0,13,0.0,95,3,19,14,5,22,1,20,87,20,358,953,0.5878489326765188
4,87,11,0.0,5,0.0,150,1,23,18,2,51,3,20,127,17,519,954,0.6561314791403287
3,78,15,0.0,4,1.0,121,0,31,26,6,31,3,18,107,18,462,955,0.6111111111111112
5,92,21,0.0,9,1.0,141,1,46,16,5,45,0,13,126,26,547,956,0.6194790486976217
5,65,5,0.0,5,0.0,96,3,49,10,5,23,0,17,113,14,410,957,0.5890804597701149
2,63,13,0.0,9,0.0,109,3,32,19,2,22,0,17,106,15,412,958,0.6067746686303387
3,79,26,0.0,13,0.0,95,0,54,37,8,46,3,15,108,10,497,959,0.5895610913404508
4,65,16,0.0,14,0.0,118,1,44,29,6,31,0,11,104,14,457,960,0.6085219707057257
3,99,17,0.0,16,0.0,122,2,52,19,5,19,0,13,78,9,454,961,0.5896103896103896
8,57,11,0.0,13,0.0,195,4,48,44,6,111,4,12,133,22,668,962,0.7024185068349106
2,49,13,0.0,8,0.0,136,0,33,11,5,41,2,11,73,17,401,963,0.625585023400936
1,51,9,0.0,9,1.0,130,3,31,27,1,50,3,10,96,18,440,964,0.6188466947960619
1,49,9,0.0,6,0.0,129,1,26,25,10,46,1,19,112,14,448,965,0.6736842105263158
1,53,14,0.0,14,1.0,168,4,30,26,15,87,7,22,136,16,594,966,0.6614699331848553
7,40,10,0.0,6,1.0,116,1,36,20,1,60,0,7,86,13,404,967,0.6699834162520729
8,57,12,0.0,6,0.0,199,7,28,29,5,86,3,11,104,14,569,968,0.6830732292917167
6,61,12,0.0,5,0.0,202,0,41,39,3,69,1,9,87,16,551,969,0.6670702179176755
2,54,8,0.0,6,0.0,153,0,36,31,6,77,1,11,117,16,518,970,0.7018970189701897
2,53,11,0.0,3,0.0,115,3,23,15,10,58,2,10,115,13,433,971,0.6491754122938531
4,88,14,0.0,7,1.0,170,5,46,34,7,49,1,17,133,22,598,972,0.6921296296296297
4,58,11,0.0,9,0.0,141,1,43,34,10,61,3,15,92,20,502,973,0.646074646074646
2,68,21,0.0,6,0.0,140,2,36,25,12,46,2,14,105,14,493,974,0.6296296296296297
3,79,11,0.0,8,0.0,166,5,34,45,6,60,1,18,118,18,572,975,0.6559633027522935
5,52,6,0.0,6,3.0,85,1,33,28,7,42,4,17,109,17,415,976,0.6085043988269795
5,75,21,0.0,4,0.0,169,3,45,29,7,56,1,15,113,12,555,977,0.6335616438356164
0,72,10,0.0,4,0.0,154,3,25,34,3,53,3,17,100,9,487,978,0.6519410977242303
4,47,14,0.0,6,0.0,158,1,45,31,4,33,1,8,100,5,457,979,0.6347222222222222
2,49,6,0.0,8,0.0,161,3,28,25,3,53,3,10,105,16,472,980,0.638700947225981
3,36,7,0.0,2,0.0,137,2,26,23,10,83,2,9,131,16,487,981,0.7182890855457227
0,41,17,0.0,11,0.0,173,4,33,33,7,43,0,11,110,4,487,982,0.650200267022697
4,47,11,0.0,4,0.0,132,1,36,32,11,66,3,4,140,23,514,983,0.6816976127320955
1,38,10,0.0,3,1.0,120,0,20,21,4,56,0,13,95,19,401,984,0.6890034364261168
