VITA,MOVIMENTO 5 STELLE,UNIONE POPOLARE DE MAGISTRIS,ALTERNATIVA PER L'ITALIA NO GREEN PASS,ITALIA SOVRANA E POPOLARE,PARTITO DELLA FOLLIA CREATIVA,PARTITO DEMOCRATICO,IMPEGNO CIVICO DI MAIO,ALLEANZA VERDI E SINISTRA,+ EUROPA CON EMMA BONINO,LISTA PARAGONE ITALEXIT,AZIONE ITALIA VIVA,NOI MODERATI,LEGA SALVINI PREMIER,FRATELLI D'ITALIA,FORZA ITALIA,TOTALE,SEZIONE,AFFLUENZA
2,48,5,0.0,2,0.0,90,4,14,13,7,37,0,16,107,10,355,1069,0.5946398659966499
5,38,2,0.0,2,0.0,33,2,11,2,4,4,0,16,90,15,224,1070,0.44889779559118237
8,76,4,0.0,1,1.0,115,2,18,11,6,42,1,22,150,24,481,1071,0.6206451612903225
2,88,8,0.0,6,0.0,159,5,30,11,7,67,3,23,136,18,563,1072,0.6807738814993954
2,56,2,0.0,6,0.0,35,0,9,4,5,11,0,18,59,13,220,1073,0.4462474645030426
1,96,23,0.0,14,0.0,115,2,39,22,8,33,0,22,150,22,547,1076,0.6146067415730337
0,149,14,0.0,8,1.0,135,0,41,14,5,34,2,32,131,22,588,1077,0.6412213740458015
2,106,13,0.0,6,1.0,73,1,6,22,3,31,1,17,111,20,413,1078,0.6781609195402298
4,82,14,0.0,4,0.0,121,5,22,12,7,28,0,20,128,14,461,1079,0.6041939711664482
1,90,5,0.0,7,0.0,91,2,15,7,11,24,0,22,88,14,377,1080,0.5136239782016349
2,66,12,0.0,4,0.0,61,2,20,5,4,11,1,28,82,8,306,1081,0.5406360424028268
1,77,9,0.0,5,0.0,90,2,19,14,6,38,2,15,90,16,384,1082,0.5916795069337443
5,79,29,0.0,1,1.0,86,2,23,10,10,25,1,8,97,13,390,1083,0.5945121951219512
0,0,0,0.0,0,0.0,41,1,8,10,0,0,2,16,105,14,197,1084,0.3162118780096308
5,77,5,0.0,4,0.0,79,3,15,6,5,34,1,26,143,19,422,1085,0.5582010582010583
1,59,5,0.0,8,0.0,70,0,12,4,2,19,5,16,113,14,328,1086,0.5867620751341681
5,86,13,0.0,8,0.0,99,2,20,14,5,30,2,20,125,22,451,1087,0.6127717391304348
4,59,2,0.0,9,0.0,89,3,9,6,9,27,1,21,89,8,336,1088,0.5299684542586751
5,68,3,0.0,5,0.0,45,0,10,8,2,13,3,20,102,13,297,1089,0.4744408945686901
2,76,10,0.0,8,1.0,88,3,25,16,5,22,2,10,98,11,377,1091,0.610032362459547
1,71,12,0.0,6,0.0,96,2,25,16,2,26,1,18,93,12,381,1092,0.6185064935064936
8,54,17,0.0,9,0.0,132,0,41,21,7,38,2,19,85,10,443,1093,0.6611940298507463
1,80,17,0.0,13,0.0,126,7,22,27,6,47,3,15,105,19,488,1094,0.6731034482758621
3,69,12,0.0,7,1.0,195,4,35,29,8,62,1,17,124,9,576,1095,0.64501679731243
3,73,11,0.0,7,0.0,139,4,25,15,9,50,1,24,126,27,514,1096,0.618531889290012
0,0,0,0.0,0,0.0,128,2,17,18,0,0,2,15,78,17,277,1097,0.4432
0,68,12,0.0,9,0.0,140,2,37,14,9,57,1,12,126,21,508,1098,0.6640522875816993
0,51,8,0.0,6,0.0,137,1,18,19,9,67,4,10,147,14,491,1099,0.6800554016620498
3,89,11,0.0,6,0.0,180,3,32,25,10,54,1,22,139,24,599,1100,0.6648168701442841
2,44,7,0.0,6,0.0,99,3,27,13,0,32,0,17,102,7,359,1101,0.6433691756272402
1,115,12,0.0,6,1.0,161,5,23,19,8,69,0,21,131,18,590,1102,0.6497797356828194
0,56,3,0.0,11,0.0,155,1,28,19,10,73,1,13,153,17,540,1103,0.6985769728331177
0,74,19,0.0,2,0.0,147,3,31,18,3,67,3,30,162,31,590,1104,0.6719817767653758
0,57,7,0.0,4,0.0,159,6,35,23,8,48,0,21,144,16,528,1105,0.6658259773013872
3,68,6,0.0,8,1.0,116,0,11,20,4,43,0,13,87,14,394,1106,0.5969696969696969
0,64,2,0.0,5,0.0,126,1,30,25,4,49,1,25,127,17,476,1107,0.6197916666666666
1,62,10,0.0,6,0.0,116,36,1,22,7,46,0,113,17,26,463,1108,0.6759124087591241
2,61,12,0.0,9,1.0,128,2,25,24,6,44,0,17,86,14,431,1109,0.6918138041733547
1,57,11,0.0,6,1.0,151,0,17,17,2,61,2,27,160,22,535,1110,0.671267252195734
0,74,10,0.0,8,0.0,93,2,26,22,4,60,4,18,99,12,432,1111,0.6447761194029851
3,92,17,0.0,6,2.0,151,6,31,32,16,88,1,22,204,30,701,1112,0.7052313883299799
1,70,12,0.0,5,1.0,96,1,32,22,14,40,1,17,167,16,495,1113,0.6338028169014085
0,87,12,0.0,9,0.0,115,2,22,16,10,55,1,17,160,27,533,1114,0.592880978865406
6,69,9,0.0,12,1.0,151,2,27,17,5,31,0,24,104,12,470,1115,0.5759803921568627
0,67,2,0.0,11,1.0,114,1,23,7,2,47,4,13,126,21,439,1116,0.6307471264367817
4,79,18,0.0,5,0.0,132,3,32,17,12,51,1,19,104,16,493,1117,0.6895104895104895
9,53,6,0.0,6,0.0,116,0,19,18,14,42,4,12,122,29,450,1118,0.6198347107438017
1,95,4,0.0,10,0.0,120,3,25,11,13,33,2,21,143,18,499,1119,0.7028169014084507
3,45,6,0.0,9,0.0,78,0,15,11,5,37,2,15,128,22,376,1120,0.5921259842519685
3,52,7,0.0,1,0.0,112,1,31,16,2,39,0,18,111,19,412,1121,0.6655896607431341
3,35,5,0.0,8,1.0,91,1,9,13,2,42,1,2,96,14,323,1122,0.6152380952380953
7,77,10,0.0,8,2.0,115,0,31,24,12,51,2,13,139,23,514,1123,0.648171500630517
5,65,18,0.0,8,1.0,122,6,43,21,12,46,0,13,181,18,559,1124,0.6825396825396826
0,70,3,0.0,2,1.0,98,5,28,22,7,70,1,21,201,29,558,1125,0.6058631921824105
4,54,3,0.0,3,1.0,105,7,22,14,13,59,3,23,209,32,552,1126,0.6374133949191686
0,16,3,0.0,1,0.0,17,1,4,1,2,7,1,8,29,5,95,1127,0.48717948717948717
2,114,12,0.0,10,1.0,137,2,36,17,14,53,2,18,175,15,608,1136,0.6537634408602151
1,99,17,0.0,3,1.0,125,4,21,10,6,33,1,30,165,16,532,1137,0.6378896882494005
2,66,6,0.0,9,0.0,157,4,18,18,5,31,4,22,174,18,534,1138,0.636471990464839
1,82,15,0.0,7,0.0,110,4,22,10,8,39,0,12,97,8,415,1139,0.660828025477707
0,70,14,0.0,1,0.0,84,4,9,13,10,28,2,26,122,14,397,1140,0.5916542473919523
5,74,4,0.0,2,0.0,139,1,21,17,6,42,2,10,108,11,442,1141,0.65
1,83,5,0.0,8,1.0,101,1,8,6,10,20,1,13,119,15,392,1142,0.6003062787136294
1,94,6,0.0,7,2.0,122,2,21,13,6,45,3,18,123,25,488,1143,0.6639455782312925
5,93,12,0.0,7,0.0,140,2,25,23,10,49,0,19,146,16,547,1144,0.6244292237442922
2,62,4,0.0,9,0.0,90,5,16,8,2,42,2,106,10,20,378,1145,0.6872727272727273
2,64,6,0.0,9,1.0,105,0,20,8,7,21,1,20,103,11,378,1146,0.6176470588235294
1,61,5,0.0,4,0.0,56,2,20,12,5,32,1,18,103,14,334,1147,0.5932504440497336
1,95,13,0.0,5,0.0,135,3,24,23,6,45,2,22,140,12,526,1148,0.7013333333333334
1,49,4,0.0,4,0.0,100,5,21,13,9,20,2,14,96,13,351,1149,0.5840266222961731
3,102,11,0.0,8,1.0,125,4,18,18,9,41,1,17,129,13,500,1150,0.6361323155216285
5,93,5,0.0,7,0.0,103,6,20,15,8,38,5,20,119,11,455,1151,0.6010568031704095
2,165,8,0.0,6,0.0,135,4,21,19,14,54,1,32,225,24,710,1152,0.6384892086330936
2,152,10,0.0,12,1.0,152,2,29,16,10,36,2,42,203,35,704,1153,0.5886287625418061
3,94,3,0.0,7,1.0,83,3,13,6,12,18,1,21,167,27,459,1154,0.5832274459974587
1,106,12,0.0,15,2.0,84,3,15,21,5,29,1,34,213,48,589,1155,0.4978867286559594
5,126,4,0.0,12,1.0,102,2,13,9,4,38,0,29,228,50,623,1156,0.6036821705426356
2,99,13,0.0,7,2.0,95,3,14,11,11,42,1,18,127,20,465,1157,0.6023316062176166
5,143,13,0.0,3,1.0,127,2,29,25,17,46,0,32,180,29,652,1158,0.596523330283623
4,98,14,0.0,6,0.0,108,4,31,24,9,33,1,33,165,44,574,1159,0.6705607476635514
3,98,8,0.0,6,0.0,148,6,42,26,8,52,3,29,272,31,732,1160,0.5927125506072874
5,126,15,0.0,8,1.0,134,3,30,22,13,45,1,41,314,41,799,1161,0.6412520064205457
6,112,12,0.0,11,3.0,145,4,27,24,19,65,6,14,200,28,676,1162,0.5873153779322329
1,69,7,0.0,7,0.0,78,1,21,10,5,27,3,13,139,24,405,1163,0.5563186813186813
1,110,12,0.0,9,0.0,138,2,38,25,9,31,2,14,136,17,544,1164,0.6384976525821596
3,87,13,0.0,9,2.0,115,2,24,18,8,49,2,21,176,21,550,1165,0.5813953488372093
0,54,0,0.0,5,0.0,125,5,14,19,0,23,0,14,255,44,558,1166,0.5249294449670743
2,91,7,0.0,5,2.0,91,8,18,15,9,43,3,26,149,25,494,1167,0.6543046357615894
11,125,11,0.0,16,4.0,133,6,30,21,11,51,3,20,207,27,676,1168,0.6456542502387774
10,129,9,0.0,10,1.0,100,3,28,19,6,33,1,24,231,36,640,1169,0.6412825651302605
11,86,6,0.0,9,1.0,134,3,25,11,6,48,3,32,172,30,577,1170,0.6073684210526316
4,139,6,0.0,9,2.0,96,6,29,16,9,39,0,35,187,20,597,1171,0.6419354838709678
1,89,4,0.0,5,0.0,132,3,11,15,4,46,4,25,199,25,563,1172,0.6021390374331551
2,98,12,0.0,7,1.0,109,8,18,25,5,51,4,47,216,31,634,1173,0.6397578203834511
1,100,8,0.0,4,0.0,136,2,18,34,5,32,2,19,169,11,541,1174,0.6247113163972287
2,69,9,0.0,5,1.0,103,0,15,10,5,0,2,18,150,17,406,1175,0.5413333333333333
1,52,5,0.0,7,2.0,82,2,18,11,7,33,1,16,126,14,377,1176,0.6579406631762653
4,140,6,0.0,11,0.0,130,8,23,8,6,34,2,17,182,22,593,1177,0.6242105263157894
4,104,4,0.0,13,1.0,95,7,20,12,6,46,2,25,134,23,496,1178,0.58698224852071
2,62,14,0.0,7,0.0,103,2,34,21,4,34,3,28,131,18,463,1179,0.6466480446927374
0,92,8,0.0,8,0.0,105,5,17,14,6,48,4,11,153,16,487,1180,0.6283870967741936
0,53,3,0.0,6,0.0,81,1,17,8,9,30,1,12,109,13,343,1181,0.6660194174757281
0,50,6,0.0,2,0.0,83,1,10,13,7,43,3,12,116,24,370,1182,0.6313993174061433
1,106,5,0.0,7,0.0,88,1,17,13,5,34,4,17,157,27,482,1183,0.6584699453551912
2,56,2,0.0,7,1.0,109,3,17,5,3,45,1,24,150,25,450,1184,0.6232686980609419
7,121,14,0.0,12,1.0,133,0,34,24,13,40,2,26,200,29,656,1185,0.6869109947643979
9,108,7,0.0,5,0.0,75,4,10,21,14,34,4,28,179,33,531,1186,0.5474226804123712
2,103,12,0.0,7,0.0,100,3,16,17,10,43,0,37,237,32,619,1187,0.6202404809619239
5,119,8,0.0,5,2.0,106,3,24,21,8,48,0,36,206,44,635,1188,0.6201171875
1,84,12,0.0,6,0.0,110,2,20,12,12,45,2,33,176,27,542,1189,0.5723336853220697
1,117,9,0.0,5,0.0,104,4,25,17,13,38,3,34,221,36,627,1190,0.5736505032021958
4,112,6,0.0,8,2.0,134,0,25,17,16,38,1,35,242,56,696,1191,0.5928449744463373
2,97,6,0.0,8,1.0,123,4,18,20,15,40,2,20,227,45,628,1192,0.5745654162854529
3,81,8,0.0,3,1.0,74,8,17,15,8,28,1,22,150,18,437,1193,0.5011467889908257
1,33,0,0.0,4,0.0,34,2,14,10,4,50,1,10,119,22,304,1194,0.6178861788617886
1,21,4,0.0,1,0.0,18,0,6,6,0,32,0,6,71,12,178,1195,0.5144508670520231
0,48,5,0.0,2,0.0,89,1,23,22,4,45,3,11,111,10,374,1261,0.6977611940298507
3,51,13,0.0,3,0.0,151,2,40,36,7,100,2,15,169,19,611,1472,0.7326139088729017
2,57,10,0.0,8,0.0,139,1,34,22,5,100,6,11,126,21,542,1473,0.6766541822721598
0,20,4,0.0,6,1.0,123,0,25,27,1,84,0,18,90,15,414,1474,0.745945945945946
2,21,4,0.0,1,1.0,117,0,18,21,8,81,5,8,118,15,420,1475,0.693069306930693
6,41,12,0.0,8,0.0,93,3,26,16,6,55,0,11,100,10,387,1476,0.6417910447761194
1,53,13,0.0,1,2.0,120,1,14,26,2,67,6,13,112,12,443,1477,0.7065390749601276
0,28,9,0.0,1,1.0,57,0,12,18,5,67,2,13,91,23,327,1478,0.6579476861167002
2,67,14,0.0,5,0.0,128,1,33,17,6,48,2,12,96,11,442,1479,0.655786350148368
1,53,15,0.0,4,1.0,200,0,35,36,10,110,3,20,139,19,646,1480,0.6991341991341992
2,57,14,0.0,7,1.0,163,1,46,27,3,102,1,15,140,11,590,1481,0.7515923566878981
2,73,19,0.0,4,0.0,161,2,41,31,5,69,7,17,122,16,569,1482,0.6725768321513003
5,62,8,0.0,7,0.0,78,3,16,5,4,12,5,18,90,18,331,1483,0.5179968701095462
2,74,10,0.0,5,0.0,170,0,41,29,2,53,2,19,111,17,535,1484,0.6500607533414338
4,58,13,0.0,5,0.0,99,2,32,25,2,35,3,16,104,15,413,1485,0.59
5,69,18,0.0,7,2.0,78,2,23,10,8,28,3,13,99,16,381,1486,0.5269709543568465
0,42,6,0.0,2,1.0,124,0,20,17,6,40,7,8,125,14,412,1487,0.7103448275862069
2,65,17,0.0,9,0.0,120,5,24,17,5,59,2,6,122,13,466,1488,0.6526610644257703
0,62,15,0.0,9,0.0,101,3,23,23,7,34,0,18,91,9,395,1489,0.6086286594761171
3,84,10,0.0,9,0.0,138,7,51,23,6,58,0,9,116,13,527,1490,0.6721938775510204
3,60,16,0.0,12,1.0,111,5,40,28,13,54,3,14,99,24,483,1491,0.6671270718232044
2,67,11,0.0,6,0.0,152,4,40,18,10,61,2,10,105,25,513,1492,0.6526717557251909
2,53,13,0.0,6,0.0,193,0,54,26,5,75,4,10,105,15,561,1493,0.7410832232496698
0,56,6,0.0,2,0.0,151,2,27,27,7,77,4,12,92,14,477,1494,0.656121045392022
1,68,12,0.0,3,0.0,184,5,43,20,4,48,2,11,136,21,558,1495,0.6564705882352941
2,80,13,0.0,6,0.0,162,4,25,27,8,64,5,11,113,25,545,1496,0.6389214536928488
3,93,12,0.0,9,1.0,141,2,58,17,3,36,1,18,115,24,533,1497,0.6629353233830846
2,65,8,0.0,7,2.0,120,2,31,27,9,46,3,15,124,26,487,1498,0.6450331125827815
1,52,7,0.0,1,1.0,113,3,34,22,5,30,1,11,128,17,426,1499,0.6068376068376068
4,77,16,0.0,5,0.0,118,3,34,21,9,51,3,14,106,17,478,1500,0.6120358514724712
2,52,5,0.0,10,1.0,123,3,25,21,2,76,2,25,116,19,482,1501,0.7005813953488372
2,55,12,0.0,8,1.0,115,1,30,18,3,54,5,10,113,14,441,1502,0.6912225705329154
2,36,11,0.0,3,0.0,102,1,15,17,3,51,3,14,96,22,376,1503,0.7244701348747592
2,93,9,0.0,14,0.0,119,0,43,21,6,36,16,1,117,14,491,1504,0.6537949400798935
3,62,10,0.0,11,1.0,189,0,36,27,15,76,0,20,161,12,623,1505,0.7478991596638656
2,118,11,0.0,10,1.0,216,5,33,53,15,101,1,20,214,41,841,1506,0.7109044801352493
4,67,10,0.0,6,1.0,179,5,25,20,4,86,4,19,161,24,615,1507,0.6941309255079007
2,63,5,0.0,6,3.0,156,0,33,29,9,90,5,13,163,25,602,1508,0.727932285368803
2,55,7,0.0,7,1.0,143,5,39,17,12,96,7,20,210,35,656,1509,0.6890756302521008
2,103,8,0.0,12,0.0,204,2,41,33,14,73,2,17,162,19,692,1510,0.6692456479690522
3,67,11,0.0,4,0.0,149,0,46,25,6,69,2,17,105,29,533,1511,0.7154362416107383
7,30,0,0.0,1,0.0,107,0,9,15,6,109,7,17,168,35,511,1512,0.7395079594790159
5,70,7,0.0,7,0.0,199,4,37,35,12,91,7,13,151,20,658,1513,0.6728016359918201
4,62,10,0.0,4,0.0,142,1,30,13,8,61,6,15,135,18,509,1514,0.6859838274932615
4,30,3,0.0,2,0.0,165,1,15,20,5,104,6,20,156,30,561,1515,0.7119289340101523
1,51,6,0.0,11,0.0,154,2,19,25,8,85,4,18,153,13,550,1516,0.7170795306388527
2,40,2,0.0,3,0.0,117,1,20,18,0,62,2,11,100,18,396,1517,0.7160940325497287
1,69,14,0.0,5,0.0,199,2,41,27,10,165,3,11,147,32,726,1518,0.7515527950310559
2,60,8,0.0,5,0.0,170,0,20,26,8,127,1,15,164,24,630,1519,0.7102593010146562
4,31,3,0.0,8,1.0,138,2,15,17,3,62,5,12,108,14,423,1520,0.7243150684931506
2,60,5,0.0,7,0.0,107,3,16,17,12,84,4,12,130,22,481,1521,0.6689847009735744
1,33,3,0.0,4,0.0,83,8,2,6,6,31,1,6,81,15,280,1522,0.693069306930693
2,50,8,0.0,8,0.0,167,2,40,22,4,76,3,24,133,15,554,1523,0.6907730673316709
1,95,11,0.0,9,0.0,201,1,62,32,13,87,4,17,201,23,757,1524,0.7414299706170421
0,0,0,0.0,0,0.0,176,0,44,24,0,0,4,13,166,14,441,1525,0.49550561797752807
6,59,10,0.0,3,0.0,180,1,25,15,5,67,4,11,164,20,570,1526,0.6884057971014492
3,33,6,0.0,3,0.0,142,5,17,24,0,55,3,16,129,22,458,1527,0.7423014586709886
4,54,9,0.0,2,0.0,180,1,41,30,6,72,2,15,146,5,567,1528,0.6914634146341463
1,53,6,0.0,7,0.0,119,4,17,14,4,38,0,6,117,12,398,1529,0.6862068965517242
5,42,4,0.0,4,0.0,158,2,33,14,14,65,7,12,128,16,504,1530,0.7009735744089013
2,48,7,0.0,4,1.0,123,0,31,23,4,48,0,11,109,8,419,1531,0.7199312714776632
2,54,5,0.0,8,0.0,180,1,32,23,7,95,0,17,93,11,528,1532,0.7242798353909465
3,79,9,0.0,3,0.0,200,2,41,25,8,86,1,12,146,11,626,1533,0.7187141216991964
6,80,9,0.0,10,0.0,192,5,31,38,10,92,8,18,138,28,665,1534,0.7104700854700855
2,60,7,0.0,1,0.0,129,0,34,25,10,31,3,20,94,17,433,1535,0.656060606060606
0,25,2,0.0,0,0.0,56,1,6,7,4,31,3,10,109,22,276,1536,0.5974025974025974
2,81,13,0.0,15,1.0,110,0,21,14,8,23,2,13,96,17,416,1574,0.5951359084406295
0,10,1,0.0,3,0.0,9,1,0,1,0,5,0,5,14,6,55,1604,0.5555555555555556
5,90,12,0.0,6,1.0,173,3,29,32,8,121,2,18,179,31,710,2512,0.6893203883495146
2,92,10,0.0,9,0.0,119,15,3,16,4,39,5,27,139,14,494,2525,0.6569148936170213
0,63,7,0.0,7,1.0,88,3,23,10,2,66,4,22,141,16,453,2526,0.6603498542274052
5,163,10,0.0,10,0.0,176,6,36,28,18,60,2,19,237,19,789,2527,0.6743589743589744
4,74,13,0.0,8,2.0,219,1,51,40,8,122,3,29,235,22,831,2531,0.7126929674099486
0,10,0,0.0,2,0.0,4,0,0,2,0,1,0,1,9,0,29,2537,0.5087719298245614
2,97,8,0.0,5,0.0,81,0,12,12,21,39,1,16,122,20,436,2543,0.6488095238095238
3,135,10,0.0,13,0.0,145,8,29,29,10,82,2,28,293,28,815,2544,0.650438946528332
1,79,9,0.0,5,1.0,93,0,22,19,7,29,3,23,149,15,455,2545,0.6661786237188873
7,112,10,0.0,11,0.0,77,1,20,14,10,51,1,41,267,43,665,2565,0.5787641427328112
0,5,1,0.0,1,0.0,12,2,0,4,1,2,1,2,13,3,47,2577,inf
0,6,1,0.0,0,0.0,21,0,2,1,0,2,0,3,10,6,52,2583,52.0
6,103,6,0.0,13,0.0,134,0,38,26,8,44,0,40,294,45,757,311,0.5881895881895882
2,121,5,2.0,12,0.0,120,2,29,21,16,62,1,23,277,40,733,314,0.6196111580726965
4,87,6,5.0,7,0.0,168,0,30,28,12,76,3,19,200,32,677,595,0.6972193614830072
3,129,15,2.0,7,0.0,143,5,42,28,7,52,4,18,206,26,687,842,0.613941018766756
1,151,13,1.0,7,0.0,161,3,44,23,13,80,6,19,279,32,833,849,0.6878612716763006
7,130,7,0.0,9,0.0,141,5,37,28,8,52,7,27,284,33,775,850,0.6362889983579638
5,131,7,0.0,7,0.0,150,3,31,23,10,57,0,29,218,18,689,936,0.5883859948761742
1,98,9,0.0,7,0.0,82,6,19,16,14,27,0,36,179,43,537,949,0.5553257497414684
3,134,16,0.0,13,0.0,150,6,20,35,6,82,5,30,218,18,736,1009,0.5974025974025974
1,129,14,1.0,11,0.0,141,0,34,18,12,87,3,32,266,40,789,1011,0.655860349127182
2,130,11,3.0,10,0.0,138,3,28,26,17,50,6,21,217,25,687,1042,0.5948051948051948
2,70,9,1.0,9,0.0,123,2,13,23,6,80,5,22,273,28,666,1059,0.69375
3,92,9,0.0,14,0.0,131,2,25,33,7,106,2,18,242,24,708,1074,0.6996047430830039
4,104,4,0.0,9,0.0,88,0,19,14,10,34,3,25,178,33,525,1196,0.625
8,69,8,0.0,5,0.0,102,0,27,20,7,33,4,17,214,24,538,1197,0.6292397660818714
3,90,3,1.0,7,0.0,92,3,21,24,13,37,0,25,191,53,563,1198,0.5613160518444666
1,97,12,0.0,8,0.0,169,6,45,33,7,95,2,28,275,31,809,1199,0.6752921535893155
3,91,6,0.0,4,0.0,101,4,23,20,5,52,3,23,235,31,601,1200,0.5992023928215354
6,93,11,0.0,9,0.0,112,4,27,15,19,43,3,20,247,37,646,1201,0.5607638888888888
6,81,6,0.0,6,0.0,94,5,10,21,10,38,18,15,184,32,526,1202,0.5748633879781421
4,70,1,0.0,10,0.0,99,4,18,12,8,39,0,17,214,31,527,1203,0.6071428571428571
0,0,0,0.0,0,0.0,72,2,17,26,0,0,2,25,234,40,418,1204,0.4050387596899225
1,172,10,2.0,5,0.0,100,2,20,13,20,33,0,28,248,40,694,1205,0.5628548256285483
3,43,1,0.0,6,0.0,70,2,11,8,4,15,1,34,160,33,391,1206,0.39655172413793105
5,102,8,1.0,11,0.0,133,3,28,26,2,104,5,34,285,39,786,1207,0.656093489148581
3,111,7,0.0,10,0.0,139,1,28,17,12,50,5,22,234,39,678,1208,0.6113615870153292
1,73,3,2.0,5,0.0,81,3,10,10,9,33,5,17,182,33,467,1209,0.5794044665012407
8,90,4,3.0,2,0.0,46,1,9,14,7,30,3,26,148,35,426,1210,0.5908460471567267
4,106,5,1.0,11,0.0,138,5,25,20,18,64,14,26,233,36,706,1211,0.6149825783972126
6,105,7,0.0,3,0.0,139,1,26,16,6,46,3,32,203,44,637,1212,0.6344621513944223
3,76,7,0.0,9,0.0,57,1,11,14,7,37,0,12,133,18,385,1213,0.5230978260869565
4,137,9,4.0,8,0.0,90,1,18,14,12,35,4,27,254,48,665,1214,0.57426597582038
3,134,11,0.0,6,0.0,117,0,18,21,9,40,0,31,203,54,647,1215,0.5400667779632721
6,94,7,1.0,9,0.0,132,9,32,19,10,63,6,25,187,41,641,1216,0.6259765625
3,41,4,2.0,5,0.0,116,0,9,19,5,100,3,16,198,30,551,1218,0.6957070707070707
3,66,11,1.0,6,0.0,120,3,27,14,6,53,1,19,216,37,583,1219,0.6449115044247787
0,15,0,0.0,0,0.0,15,0,2,0,0,17,4,7,18,2,80,1294,0.27491408934707906
2,35,6,1.0,3,0.0,169,1,24,23,5,77,0,10,139,23,518,1537,0.7347517730496453
1,51,7,1.0,4,0.0,176,0,19,29,7,121,4,12,112,22,566,1538,0.7486772486772487
1,52,4,1.0,4,0.0,141,1,26,22,9,65,4,11,119,7,467,1539,0.6928783382789317
3,67,9,1.0,3,0.0,171,0,25,24,3,72,5,7,108,16,514,1540,0.7138888888888889
1,68,5,2.0,1,0.0,136,4,19,19,4,78,4,14,148,17,520,1541,0.8214849921011058
0,26,13,0.0,1,0.0,135,3,20,26,5,100,1,18,144,10,502,1542,0.7548872180451128
0,29,1,0.0,3,0.0,101,0,9,15,4,82,5,10,119,12,390,1543,0.7543520309477756
2,53,4,0.0,6,0.0,161,2,26,20,7,88,3,12,131,12,527,1544,0.7121621621621622
5,93,24,2.0,10,0.0,180,4,52,37,13,95,1,18,122,16,672,1545,0.6878198567041965
6,56,5,0.0,4,0.0,148,1,37,31,11,104,4,7,135,14,563,1546,0.7117572692793932
5,46,8,3.0,4,0.0,198,4,53,30,7,102,4,15,94,15,588,1547,0.7067307692307693
2,69,12,1.0,6,0.0,149,2,36,27,10,108,4,8,141,15,590,1548,0.6789413118527042
2,53,13,4.0,13,0.0,138,3,33,37,13,70,1,16,104,9,509,1549,0.6601815823605707
5,55,7,2.0,2,0.0,122,1,20,19,3,48,0,12,102,19,417,1550,0.7227036395147314
2,68,4,1.0,8,0.0,126,2,34,35,8,83,2,7,122,12,514,1551,0.6798941798941799
7,51,8,1.0,5,0.0,173,5,0,24,9,104,5,24,161,23,600,1552,0.6920415224913494
1,73,7,1.0,10,0.0,161,4,32,22,6,72,1,11,160,18,579,1553,0.6934131736526946
0,39,1,2.0,4,0.0,44,1,8,4,5,14,1,6,88,14,231,1554,0.5054704595185996
1,55,1,0.0,3,0.0,71,3,16,10,4,24,3,19,146,28,384,1555,0.6943942133815552
6,76,2,1.0,5,0.0,47,1,11,10,8,30,2,15,131,24,369,1556,0.5234042553191489
5,107,12,3.0,10,0.0,159,5,50,27,13,89,3,19,203,19,724,1557,0.6678966789667896
2,119,13,2.0,9,0.0,165,0,50,26,8,65,1,12,164,21,657,1558,0.6945031712473573
4,122,18,1.0,18,0.0,145,4,42,27,12,53,3,26,144,20,639,1559,0.6580844490216272
0,8,0,0.0,0,0.0,2,0,0,0,1,0,1,3,8,0,23,1560,0.46
1,43,5,1.0,4,0.0,77,1,15,18,6,77,0,10,104,10,372,1561,0.680073126142596
2,25,3,0.0,3,0.0,102,2,14,16,5,99,3,16,127,22,439,1562,0.7504273504273504
1,6,1,0.0,1,0.0,64,4,4,14,0,107,5,3,114,16,340,1563,0.7572383073496659
1,35,5,1.0,8,0.0,135,2,24,36,10,159,10,18,183,31,658,1564,0.7121212121212122
0,19,4,0.0,2,0.0,108,2,15,15,3,118,6,8,152,21,473,1565,0.6925329428989752
4,27,3,0.0,2,0.0,81,0,12,31,9,147,6,9,167,34,532,1566,0.7
6,48,3,0.0,20,0.0,123,3,30,18,8,97,2,28,141,18,545,1567,0.6566265060240963
0,55,12,0.0,5,0.0,141,5,27,15,7,111,3,10,155,23,569,1568,0.7024691358024692
2,69,0,0.0,6,0.0,177,0,15,20,7,102,19,8,181,19,625,1569,0.7242178447276941
2,151,14,0.0,10,0.0,189,2,42,30,11,103,5,25,242,37,863,1603,0.734468085106383
5,57,14,1.0,7,0.0,214,2,25,38,7,92,2,23,215,35,737,1605,0.6999050332383666
2,58,10,0.0,4,0.0,172,2,19,33,2,120,1,12,158,30,623,1606,0.6945373467112598
0,69,1,1.0,7,0.0,172,2,24,23,6,122,4,16,178,19,644,1607,0.6524822695035462
4,50,7,2.0,7,0.0,164,3,22,20,6,96,5,17,146,21,570,1608,0.7187894073139974
1,54,10,1.0,4,0.0,209,3,25,18,6,103,4,14,109,16,577,1609,0.7002427184466019
4,54,5,0.0,6,0.0,184,1,20,34,1,95,8,19,129,17,577,1610,0.7071078431372549
65,5,4,1.0,5,0.0,56,0,3,14,9,23,1,27,95,22,330,1611,0.5007587253414264
6,90,6,3.0,9,0.0,91,1,17,18,6,27,1,18,128,23,444,1612,0.5951742627345844
