SEZIONE,Bene comune,Destra F.T.,Difesa Vita,Italia Valori,Lega Nord,Lista del Grillo,Part. Comunista Lav.,Part. Democratico,Part. Socialista,Popolo Libertà,Sin. Arcobaleno,Sin. Critica,UDC Casini,Un. Consumatori,TOTALE,AFFLUENZA
1029,2,14,1,26,62,1,4,180,3,210,21,5,20,0,549,0.7379032258064516
1030,2,12,0,17,49,3,2,125,3,181,20,7,9,0,430,0.6169296987087518
1032,7,16,0,23,50,4,0,144,1,192,23,3,12,1,476,0.6638772663877266
1033,1,15,5,30,68,1,2,221,4,238,23,5,29,1,643,0.8077889447236181
1034,0,10,6,24,75,2,5,160,4,217,27,7,16,1,554,0.7185473411154345
1035,1,6,1,28,58,1,7,114,2,165,29,1,15,0,428,0.6936790923824959
1037,3,27,3,51,107,3,5,230,9,282,18,2,25,0,765,0.8803222094361335
1038,2,16,0,27,68,2,1,154,2,203,26,6,14,2,523,0.7086720867208672
1039,1,0,2,2,3,1,0,17,0,31,1,2,13,0,73,0.23548387096774193
1040,2,3,1,1,3,1,2,11,2,8,4,0,1,0,39,0.20967741935483872
1043,0,1,0,1,3,0,0,20,2,21,2,2,3,0,55,inf
1044,0,3,0,1,4,1,0,12,1,12,2,0,10,1,47,0.16549295774647887
1045,1,15,7,20,94,6,1,173,2,215,24,2,21,0,581,0.8607407407407407
1046,1,13,3,16,61,1,1,124,4,177,20,1,12,1,435,0.8223062381852552
1048,1,17,5,36,64,2,1,196,2,193,16,2,26,0,561,0.9019292604501608
1050,3,20,7,39,72,4,2,269,6,266,27,1,26,0,742,0.8597914252607184
1051,0,27,10,25,67,3,2,260,7,229,17,0,18,1,666,0.7890995260663507
1052,1,18,5,32,79,2,3,246,3,240,17,3,23,0,672,0.8225214198286414
1056,0,18,5,47,74,2,2,206,4,242,25,4,28,2,659,0.7978208232445521
1059,1,15,1,32,85,0,1,231,6,248,23,2,23,0,668,0.8954423592493298
1062,0,11,1,18,47,3,2,93,1,197,16,2,9,0,400,0.6379585326953748
1063,1,10,3,15,62,4,1,177,3,220,18,2,13,0,529,0.7226775956284153
1064,0,10,2,14,80,1,0,111,3,233,16,3,19,1,493,0.7144927536231884
1068,3,15,6,23,66,2,1,196,4,269,21,2,21,2,631,0.8163001293661061
1069,1,16,1,25,85,0,4,159,6,217,21,5,20,1,561,0.7030075187969925
1070,0,9,4,22,74,3,2,194,1,200,21,1,11,2,544,0.7640449438202247
1072,2,13,1,15,56,6,3,168,3,176,17,0,13,1,474,0.7011834319526628
1073,1,17,9,37,94,2,0,183,3,205,39,2,13,4,609,0.7940026075619296
1074,3,13,3,52,104,4,7,266,3,259,46,3,38,2,803,0.9012345679012346
1075,1,15,1,31,72,4,10,204,2,211,29,3,16,1,600,0.783289817232376
1076,1,17,2,19,82,5,2,181,6,249,27,5,13,0,609,0.812
1077,1,13,1,21,70,2,3,228,3,231,22,4,29,4,632,0.8563685636856369
1078,3,19,0,31,75,0,4,209,2,199,24,0,18,1,585,0.8333333333333334
1079,0,16,9,31,78,6,2,180,5,295,8,0,26,0,656,0.8620236530880421
1080,0,9,10,26,84,5,2,206,3,231,27,5,35,1,644,0.8440366972477065
1081,0,24,3,39,72,2,3,194,5,259,22,4,26,3,656,0.8282828282828283
1082,1,10,5,16,59,2,4,150,3,217,36,6,16,2,527,0.7412095639943741
1083,2,15,1,25,62,4,11,141,3,261,29,6,11,3,574,0.7068965517241379
1084,0,15,9,46,101,1,10,287,4,271,21,1,34,2,802,0.9457547169811321
1085,3,8,4,32,65,3,1,202,2,192,28,2,11,3,556,0.7886524822695036
1087,3,33,6,46,97,4,4,236,4,272,32,12,25,2,776,0.8281750266808965
1089,0,14,1,33,67,4,3,319,4,150,38,4,8,2,647,0.8766937669376694
1090,4,16,6,47,80,10,4,256,6,281,35,4,27,0,776,0.8888888888888888
1092,0,19,5,24,110,2,4,239,6,199,22,0,17,4,651,0.8645418326693227
1094,1,18,1,46,67,7,6,237,9,192,31,4,20,6,645,0.8811475409836066
1095,1,13,1,30,59,2,4,209,3,162,20,3,13,2,522,0.8501628664495114
1096,0,12,2,39,78,5,5,196,4,143,17,6,24,1,532,0.9047619047619048
1097,3,14,1,35,58,2,3,253,5,209,41,5,16,3,648,0.801980198019802
1099,2,19,6,27,115,9,0,228,4,360,26,4,24,1,825,0.8851931330472103
1100,1,15,6,38,89,4,4,201,3,268,18,1,26,0,674,0.8425
1102,3,14,1,37,84,1,5,169,1,272,17,6,12,2,624,0.8188976377952756
1103,2,14,9,33,100,4,2,136,3,309,9,1,24,4,650,0.8269720101781171
1107,1,20,2,77,92,2,4,298,3,263,39,1,22,3,827,0.982185273159145
1111,1,8,4,42,85,0,3,257,3,173,32,2,18,1,629,0.8699861687413555
1112,3,19,3,24,70,3,3,167,2,222,16,1,24,1,558,0.8584615384615385
1113,2,12,0,16,60,1,2,102,1,115,12,1,11,2,337,0.8425
1114,6,34,4,38,101,10,3,165,4,287,22,3,12,2,691,0.8158205430932703
1115,2,12,6,17,71,1,2,165,6,234,19,0,21,0,556,0.8128654970760234
1116,0,2,0,1,3,0,2,19,1,18,0,1,3,0,50,inf
1117,2,19,1,33,132,2,1,247,5,254,30,3,18,2,749,0.8415730337078652
1118,2,18,9,32,110,1,2,208,2,238,23,3,24,2,674,0.8520859671302149
1119,2,26,7,40,86,1,2,203,4,220,27,0,20,0,638,0.788627935723115
1120,2,16,2,26,102,5,4,171,3,235,33,7,23,2,631,0.8226857887874837
1121,2,26,2,36,129,5,5,254,4,262,55,6,27,3,816,0.8755364806866953
1123,3,11,4,21,74,5,5,192,5,225,24,3,18,1,591,0.7745740498034076
1124,1,16,5,33,101,5,2,249,6,250,18,0,29,2,717,0.8712029161603888
1125,1,18,1,39,80,2,6,228,3,227,36,2,29,0,672,0.84
1127,2,22,2,20,77,4,5,196,0,209,16,5,26,1,585,0.8158995815899581
1128,0,14,2,32,75,0,3,128,3,216,33,1,14,1,522,0.7744807121661721
1130,1,20,3,28,94,5,1,198,2,247,24,0,21,2,646,0.8314028314028314
1132,0,17,3,31,79,1,6,250,7,190,34,2,23,2,645,0.8453473132372215
1133,2,9,2,37,79,1,0,187,10,241,26,4,22,1,621,0.8483606557377049
1135,2,17,2,24,92,2,5,147,4,205,26,2,16,2,546,0.801762114537445
1136,4,10,3,30,83,0,4,189,4,182,33,3,17,1,563,0.8135838150289018
1137,1,14,2,29,64,4,3,188,7,157,36,4,3,0,512,0.7431059506531205
1141,1,9,1,23,64,7,3,159,2,154,33,3,14,7,480,0.7643312101910829
1142,2,17,0,41,76,2,6,188,4,219,33,2,12,3,605,0.8099062918340026
1143,1,20,0,19,82,2,4,155,3,213,20,8,10,2,539,0.7455048409405256
1144,1,19,4,42,84,3,3,173,8,218,28,7,27,2,619,0.8410326086956522
1148,1,17,8,40,77,3,3,194,4,212,40,1,23,2,625,0.8608815426997245
1149,1,18,1,24,74,6,3,180,4,168,30,4,15,1,529,0.7677793904208998
1151,1,19,3,33,75,7,3,224,2,275,33,6,25,1,707,0.866421568627451
1152,1,2,1,9,10,1,0,66,2,61,5,1,3,0,162,27.0
1154,5,22,0,34,98,1,4,222,2,270,32,3,22,0,715,0.8060879368658399
1155,3,33,5,48,114,7,7,239,5,323,40,10,16,1,851,0.8013182674199624
1156,0,15,1,19,62,0,4,174,3,238,33,2,17,2,570,0.7569721115537849
1159,0,11,2,7,42,0,2,67,0,206,7,3,6,2,355,0.7650862068965517
1161,5,27,2,26,70,5,4,251,3,175,30,3,21,1,623,0.8186596583442839
1163,3,29,3,39,75,7,4,198,2,235,33,1,12,2,643,0.7997512437810945
1164,1,25,1,44,86,6,4,245,3,230,25,9,25,2,706,0.8557575757575757
1165,0,21,3,27,87,2,5,190,6,248,27,3,16,0,635,0.7917705735660848
1167,2,9,4,23,94,2,3,210,6,202,32,5,13,2,607,0.8269754768392371
1168,0,15,1,31,67,0,1,198,6,175,28,7,14,2,545,0.7785714285714286
1170,1,13,0,39,57,1,1,223,4,139,36,2,15,1,532,0.8
1172,4,18,2,23,77,1,1,158,3,199,16,11,26,1,540,0.8411214953271028
1173,3,12,2,31,83,1,3,252,5,192,40,3,25,1,653,0.7848557692307693
1174,1,24,5,42,93,4,4,207,3,255,18,2,26,5,689,0.8623279098873592
1175,1,18,4,34,76,2,2,196,2,216,22,0,16,2,591,0.8406827880512091
1176,3,18,1,40,78,0,8,200,7,237,37,7,19,2,657,0.8081180811808119
1178,1,19,0,35,98,3,6,195,5,362,24,4,16,1,769,0.7993762993762994
1181,3,20,1,35,79,2,3,250,4,148,29,4,21,2,601,0.8266850068775791
1182,2,22,5,32,97,3,3,239,4,203,33,6,19,1,669,0.8040865384615384
1184,1,15,1,44,106,2,3,290,6,263,35,3,21,0,790,0.8710033076074972
1185,0,25,6,25,62,2,4,181,4,184,38,2,15,3,551,0.8348484848484848
1186,2,20,2,27,110,2,1,218,7,233,21,1,14,1,659,0.8536269430051814
1187,4,24,5,25,100,1,2,213,4,296,33,3,24,0,734,0.8237934904601572
1188,3,17,5,30,77,1,3,190,3,179,24,1,11,2,546,0.8088888888888889
1190,1,22,2,26,83,3,1,209,9,223,31,2,11,2,625,0.8023106546854942
1191,3,15,9,46,99,1,0,281,3,230,19,6,23,1,736,0.8772348033373063
1192,4,8,3,27,87,2,2,250,3,275,36,1,17,2,717,0.8289017341040462
1194,3,15,2,29,89,0,1,183,1,224,26,7,24,1,605,0.8367911479944675
1196,1,25,0,34,97,1,7,217,3,251,25,6,27,2,696,0.8355342136854742
1200,1,6,4,22,72,3,2,208,3,253,26,4,20,0,624,0.8093385214007782
1201,2,17,2,29,62,3,2,193,5,174,32,5,17,2,545,0.8257575757575758
1203,2,13,4,28,76,1,1,184,2,196,29,2,23,0,561,0.7868162692847125
1204,1,15,5,41,72,1,1,211,5,215,30,4,9,0,610,0.8090185676392573
1205,1,26,3,34,128,8,1,224,3,260,34,1,24,1,748,0.8852071005917159
1207,2,19,1,34,81,2,3,180,1,167,24,3,13,1,531,0.8144171779141104
1209,2,15,4,38,64,4,2,284,3,169,32,6,30,2,655,0.8539765319426337
1210,4,8,5,40,103,1,1,217,4,238,25,6,34,5,691,0.8365617433414043
1211,4,14,5,34,101,4,2,207,4,263,25,2,26,3,694,0.8051044083526682
1212,1,19,6,47,72,3,3,278,6,168,39,9,23,2,676,0.854614412136536
1213,2,19,1,36,85,5,2,208,4,223,27,2,13,2,629,0.8158236057068742
1214,1,22,4,28,142,1,2,172,2,225,19,7,16,1,642,0.8480845442536328
1215,4,18,7,24,134,1,4,244,6,274,24,0,18,1,759,0.8724137931034482
1216,2,14,5,21,122,3,5,228,2,236,25,3,32,0,698,0.8299643281807372
1218,5,16,2,36,128,4,4,211,4,219,33,6,21,1,690,0.8263473053892215
1219,5,20,2,34,200,3,6,229,3,269,22,3,32,1,829,0.8828541001064962
1220,2,18,4,46,163,6,5,238,6,268,39,4,28,3,830,0.8829787234042553
1221,3,9,0,38,163,3,2,196,5,285,20,5,36,0,765,0.8673469387755102
1222,3,11,6,21,127,4,8,243,4,246,36,6,24,0,739,0.8201997780244173
1227,0,18,9,23,77,1,0,146,2,265,17,3,13,0,574,0.8428781204111601
1229,1,3,9,24,89,0,0,165,2,267,15,0,40,1,616,0.8627450980392157
1230,1,11,1,46,82,1,3,196,5,241,17,3,15,2,624,0.8455284552845529
1232,0,17,5,27,60,3,1,219,8,186,39,5,13,1,584,0.8550512445095169
1233,3,19,3,35,84,3,3,239,5,274,15,0,20,1,704,0.8833124215809285
1236,1,16,2,33,71,3,1,201,4,215,24,5,20,2,598,0.8317107093184979
1237,1,22,6,33,92,4,5,212,9,232,29,0,17,0,662,0.8642297650130548
1241,1,12,5,33,66,1,3,211,7,271,22,3,22,0,657,0.8588235294117647
1242,1,17,1,27,70,1,0,177,4,263,29,5,20,3,618,0.8607242339832869
1244,3,18,6,28,126,1,0,215,4,341,11,0,32,3,788,0.8944381384790011
1245,2,15,6,29,77,1,2,179,2,222,37,2,25,0,599,0.8557142857142858
1246,1,20,2,36,73,0,0,185,4,172,26,1,16,1,537,0.8456692913385827
1247,0,10,3,43,70,3,4,180,3,202,28,1,18,1,566,0.8226744186046512
1249,3,30,6,36,75,2,2,208,5,264,29,3,22,1,686,0.8511166253101737
1251,0,17,2,41,92,4,3,199,1,201,35,1,22,0,618,0.8340080971659919
1254,0,29,6,47,105,2,1,212,4,234,33,2,32,2,709,0.8807453416149068
1255,0,25,5,42,77,2,3,239,6,170,40,1,15,0,625,0.8256274768824307
1256,0,16,4,23,56,6,5,204,9,204,19,2,22,2,572,0.8854489164086687
1257,1,15,7,33,89,0,3,217,4,247,22,7,22,0,667,0.8114355231143552
1258,0,19,0,25,57,0,2,158,8,200,21,5,14,2,511,0.7861538461538462
1259,5,8,3,36,65,0,3,238,3,173,27,4,28,2,595,0.8439716312056738
1260,2,27,7,59,117,4,5,304,5,289,34,3,33,2,891,0.8874501992031872
1261,1,15,1,43,65,2,5,289,11,178,31,6,22,3,672,0.8474148802017655
1263,2,10,4,21,63,0,4,202,4,238,24,7,15,1,595,0.7382133995037221
1264,1,16,2,44,80,3,3,267,10,188,49,3,29,2,697,0.8970398970398971
1265,6,22,3,59,98,4,4,251,3,240,40,3,32,0,765,0.8864426419466975
1267,1,19,4,39,101,3,7,273,7,236,48,3,19,3,763,0.875
1268,1,22,2,42,101,3,2,235,7,244,27,3,21,1,711,0.8920953575909661
1269,0,1,0,3,3,0,0,16,0,17,2,0,2,0,44,22.0
1270,0,11,1,42,91,2,2,178,3,209,24,2,13,4,582,0.7749667110519307
1271,2,27,2,38,133,6,3,285,2,283,37,5,36,1,860,0.9277238403451996
1273,1,14,0,21,56,1,3,178,4,193,23,0,22,2,518,0.7956989247311828
1274,3,22,4,18,56,1,1,158,5,178,12,1,10,0,469,0.9178082191780822
1275,1,20,3,45,63,2,2,224,6,237,39,6,27,3,678,0.7838150289017342
1276,0,14,8,49,85,1,5,290,4,213,31,4,14,4,722,0.8880688806888068
1280,3,17,2,38,77,0,3,247,3,257,37,5,16,0,705,0.8453237410071942
1283,1,15,2,28,73,1,3,151,5,226,18,5,12,2,542,0.7821067821067821
1285,0,21,3,27,78,1,2,214,7,247,18,3,24,2,647,0.8413524057217165
1286,2,7,2,34,80,2,3,200,1,197,23,9,16,0,576,0.829971181556196
1287,1,19,1,27,70,0,2,186,6,210,30,2,12,0,566,0.8051209103840683
1291,1,10,3,30,69,5,1,198,4,209,23,4,12,1,570,0.800561797752809
1292,1,10,2,37,39,7,5,177,5,200,28,5,14,3,533,0.749648382559775
1294,1,11,3,14,65,5,4,188,4,253,25,3,18,1,595,0.6910569105691057
1296,2,21,7,41,89,0,3,246,0,178,26,2,33,3,651,0.8421733505821475
1297,1,12,7,24,91,3,4,174,0,208,21,5,23,0,573,0.8013986013986014
1304,0,11,2,26,71,4,1,172,1,218,19,1,22,1,549,0.8293051359516617
1307,2,12,6,44,90,5,3,236,6,294,15,3,34,2,752,0.8826291079812206
1309,2,16,12,27,89,1,2,198,1,281,11,0,30,3,673,0.8785900783289817
1312,2,17,3,30,108,1,0,216,5,233,19,0,33,0,667,0.8486005089058524
1314,0,16,4,41,86,2,3,302,4,276,34,3,9,2,782,0.8796400449943758
1315,4,17,3,21,109,1,2,286,3,258,35,11,22,2,774,0.80625
1316,4,20,2,33,88,3,3,200,3,224,33,2,12,2,629,0.7892095357590966
1317,0,7,9,38,95,2,2,228,5,200,34,1,20,0,641,0.9170243204577968
1318,0,8,0,31,96,3,1,230,5,224,26,2,25,1,652,0.8624338624338624
1319,1,12,11,22,80,0,6,147,3,222,8,0,18,1,531,0.8776859504132232
1320,3,15,5,27,58,1,0,194,12,189,31,1,19,0,555,0.8358433734939759
1321,2,13,4,38,89,1,2,287,3,288,27,5,19,3,781,0.8629834254143647
1323,3,18,4,31,78,2,3,229,4,233,31,6,36,2,680,0.821256038647343
1324,0,19,7,39,73,1,1,242,9,210,50,3,12,2,668,0.8812664907651715
1326,2,19,10,20,66,2,2,214,2,189,15,2,30,2,575,0.92
1328,0,14,4,57,96,2,1,256,1,219,23,1,27,0,701,0.8466183574879227
1329,1,9,9,19,63,0,4,163,0,137,25,5,19,0,454,0.8549905838041432
1331,1,13,0,21,92,2,2,198,4,273,25,6,20,2,659,0.7835909631391201
1332,0,14,5,16,78,1,2,209,4,215,19,3,24,3,593,0.8013513513513514
1333,1,13,7,30,91,3,3,229,3,251,30,0,16,0,677,0.8537200504413619
1334,3,9,1,30,77,1,2,218,4,217,34,2,9,1,608,0.8735632183908046
1338,3,18,1,27,95,6,2,193,4,164,27,5,16,3,564,0.8045649072753209
1339,4,20,2,20,81,1,0,168,4,272,30,4,12,1,619,0.7395459976105138
1340,2,15,3,56,72,2,3,231,4,237,25,8,15,3,676,0.8038049940546967
1341,1,18,2,46,89,1,5,235,1,223,52,11,16,3,703,0.8531553398058253
1342,1,14,3,24,76,4,4,190,3,204,14,2,18,0,557,0.8072463768115942
1343,3,13,4,32,89,1,2,230,5,225,32,3,18,2,659,0.8384223918575063
1345,1,24,3,26,91,0,4,202,7,198,25,4,8,2,595,0.7608695652173914
1346,0,14,2,31,87,1,1,175,6,187,20,2,17,0,543,0.8405572755417957
1348,2,12,1,44,84,2,2,227,4,240,40,5,22,0,685,0.7766439909297053
1349,2,14,3,24,88,4,2,156,8,236,17,4,21,7,586,0.7484035759897829
1350,1,9,5,28,92,7,0,212,3,207,38,1,14,1,618,0.824
1351,4,19,2,28,103,3,3,177,2,192,26,4,13,4,580,0.7407407407407407
1352,0,7,5,28,70,1,0,196,2,256,6,3,18,0,592,0.8902255639097745
1354,3,16,4,47,113,6,2,275,6,221,23,1,27,1,745,0.838963963963964
1357,1,17,6,40,74,2,0,275,4,225,20,2,17,1,684,0.925575101488498
1358,0,20,4,20,69,1,0,256,7,231,44,4,24,0,680,0.8395061728395061
1359,1,19,12,25,88,0,0,173,3,340,7,2,19,3,692,0.8596273291925466
1361,3,23,7,48,79,1,2,254,1,265,21,5,38,1,748,0.8423423423423423
1362,2,5,4,25,101,2,2,209,2,244,18,1,26,1,642,0.8537234042553191
1366,2,13,10,29,70,1,2,208,8,242,20,2,18,0,625,0.8632596685082873
1368,1,11,11,41,99,2,0,279,3,259,28,3,30,1,768,0.869762174405436
1369,2,21,0,42,65,6,4,325,2,216,23,1,24,0,731,0.8402298850574713
1371,5,15,5,30,94,5,2,190,6,282,30,3,23,3,693,0.837968561064087
1373,5,13,5,37,81,1,2,211,0,282,29,4,25,2,697,0.8011494252873563
1374,1,18,5,27,68,3,6,256,5,202,27,2,30,0,650,0.8430609597924773
1375,1,12,6,27,86,1,3,237,6,220,28,6,21,0,654,0.7965895249695494
1377,1,14,3,17,78,4,3,249,3,250,23,4,18,2,669,0.832089552238806
1382,2,4,2,25,70,0,3,216,2,198,28,1,23,0,574,0.8567164179104477
1383,0,18,2,35,92,1,2,221,7,272,30,5,21,3,709,0.8196531791907514
1384,2,19,3,40,65,3,2,228,5,263,21,8,17,1,677,0.8526448362720404
1387,2,11,1,49,50,2,4,227,3,189,25,4,23,2,592,0.8188105117565698
1388,5,11,2,28,49,3,4,179,2,229,14,2,11,4,543,0.8116591928251121
1391,3,21,6,31,139,2,1,206,2,324,35,9,27,0,806,0.858359957401491
1392,2,12,2,20,59,5,3,209,11,214,25,6,19,1,588,0.7626459143968871
1394,1,10,0,31,44,1,2,174,3,157,19,2,13,1,458,0.822262118491921
1396,1,6,3,29,71,1,2,154,4,249,19,1,9,1,550,0.8634222919937206
1398,0,11,1,33,41,2,1,126,6,176,15,1,14,2,429,0.7552816901408451
1399,0,11,5,31,84,2,2,256,4,180,37,4,24,2,642,0.7633769322235434
1400,2,8,2,28,39,0,1,212,3,160,38,5,23,2,523,0.7972560975609756
1401,2,9,4,33,80,3,5,175,4,193,25,1,18,0,552,0.8189910979228486
1403,1,11,7,33,66,4,2,227,8,198,26,0,15,0,598,0.8317107093184979
1404,1,10,3,17,60,5,5,169,3,200,23,7,20,0,523,0.7829341317365269
1406,1,17,0,43,88,3,2,263,4,209,44,7,20,5,706,0.7941507311586051
1407,1,13,2,25,72,1,2,244,6,240,13,1,19,1,640,0.8279430789133247
1410,2,15,0,36,73,6,6,184,1,223,23,5,12,1,587,0.7785145888594165
1411,0,14,4,29,72,0,1,216,5,172,27,0,25,1,566,0.9158576051779935
1412,0,17,2,30,58,1,2,160,6,156,42,5,23,4,506,0.7968503937007874
1413,0,9,5,33,73,3,0,169,4,251,26,3,29,4,609,0.9049034175334324
1415,2,19,6,39,80,2,1,250,17,261,38,7,24,3,749,0.8948626045400239
1417,2,13,4,41,91,2,5,312,14,260,27,2,20,0,793,0.8830734966592427
1419,1,15,1,29,76,1,1,221,4,235,26,3,19,1,633,0.8828451882845189
1420,3,19,4,31,66,2,4,207,2,238,39,2,16,0,633,0.8508064516129032
1421,0,13,0,10,7,0,0,13,0,55,4,0,5,0,107,0.4495798319327731
1423,2,8,10,24,88,2,0,163,4,264,14,0,19,1,599,0.886094674556213
1424,0,11,1,21,66,1,2,212,1,201,21,1,22,0,560,0.851063829787234
1425,1,16,6,46,86,3,1,238,3,234,27,4,12,0,677,0.8127250900360145
1426,1,13,0,22,97,0,0,217,3,315,10,0,23,1,702,0.8764044943820225
1428,1,17,3,33,54,0,3,191,0,232,18,2,21,0,575,0.8443465491923642
1430,2,16,3,44,100,2,3,246,6,227,23,6,15,1,694,0.8463414634146341
1432,3,16,0,26,73,0,5,161,4,213,28,2,17,1,549,0.7854077253218884
1439,0,17,1,18,83,3,8,216,4,217,32,7,18,5,629,0.7775030902348579
1441,2,10,2,11,54,2,4,150,5,217,27,1,21,4,510,0.7412790697674418
1442,0,8,2,36,75,0,7,205,3,175,33,1,14,0,559,0.858678955453149
1443,1,26,9,33,88,5,1,216,0,212,19,1,21,1,633,0.8210116731517509
1446,3,19,9,31,66,5,6,291,5,237,32,2,20,1,727,0.90875
1447,4,14,8,29,77,0,2,225,3,227,30,3,8,0,630,0.802547770700637
1448,0,16,4,35,76,2,1,232,0,289,20,3,23,0,701,0.9103896103896104
1449,2,9,4,35,88,2,0,222,2,294,23,2,19,1,703,0.856272838002436
1450,1,18,2,21,85,3,3,209,2,177,28,2,14,1,566,0.7949438202247191
1451,2,22,2,29,88,2,3,244,4,243,35,2,31,2,709,0.8206018518518519
1452,1,11,2,44,100,0,3,216,2,221,18,5,29,1,653,0.813200498132005
1453,1,16,1,31,75,2,1,209,8,268,28,3,18,2,663,0.8007246376811594
1454,3,21,4,24,93,1,3,176,2,217,12,1,17,3,577,0.7542483660130719
1455,1,21,1,32,124,3,4,227,3,230,31,2,26,1,706,0.8218859138533178
1457,2,15,0,27,81,4,2,165,3,238,27,1,21,2,588,0.8412017167381974
1458,1,16,4,31,61,2,4,188,3,169,27,6,16,2,530,0.8466453674121406
1459,2,22,0,43,130,6,2,224,1,206,46,4,30,2,718,0.8853267570900123
1460,5,19,5,35,148,7,4,231,9,255,22,4,23,2,769,0.8111814345991561
1461,2,22,7,27,95,1,3,172,3,234,23,2,12,0,603,0.8433566433566434
1463,0,12,0,38,94,3,4,226,4,248,22,0,18,1,670,0.8302354399008675
1464,1,21,3,55,95,5,5,355,5,243,45,6,31,2,872,0.8226415094339623
1465,1,18,0,18,53,1,0,126,5,183,16,3,9,3,436,0.759581881533101
1466,2,12,6,45,71,1,1,259,2,268,31,3,30,2,733,0.8320090805902384
1468,0,10,3,28,82,4,4,205,2,204,20,5,22,0,589,0.858600583090379
1470,6,12,5,26,80,1,5,112,2,272,16,3,11,1,552,0.8023255813953488
1471,2,20,5,33,118,3,0,263,2,229,36,8,20,0,739,0.8563151796060255
1474,0,15,8,58,97,1,4,250,8,257,19,2,33,2,754,0.9472361809045227
1476,2,6,2,21,78,0,0,169,3,191,12,2,12,0,498,0.8924731182795699
1478,1,15,7,38,88,4,1,221,5,278,23,0,19,0,700,0.8739076154806492
1479,5,16,5,30,118,6,3,230,3,289,25,1,26,0,757,0.8864168618266979
1480,5,13,0,38,39,4,11,173,2,202,34,4,11,2,538,0.8053892215568862
1483,2,23,2,29,106,2,2,151,7,321,24,1,22,3,695,0.8720200752823086
1484,5,18,15,28,76,3,0,184,4,278,7,2,21,0,641,0.8829201101928374
1486,1,19,3,25,72,3,1,158,6,174,22,3,23,2,512,0.7699248120300752
1488,4,13,1,9,34,3,0,114,2,183,24,1,10,4,402,0.6733668341708543
1489,2,16,1,17,32,2,3,162,2,191,14,0,18,4,464,0.7138461538461538
1491,2,16,2,23,70,1,3,159,4,195,27,10,15,1,528,0.673469387755102
1492,1,25,1,46,80,2,8,186,3,214,20,13,15,3,617,0.79204107830552
1494,2,10,0,17,61,1,2,128,3,193,16,5,7,2,447,0.7017268445839875
1495,2,19,1,13,98,2,1,198,4,181,19,2,23,1,564,0.7954866008462623
1496,3,9,1,27,101,2,2,209,3,306,14,2,22,5,706,0.7995469988674971
1499,0,19,2,24,76,2,0,249,2,244,16,2,11,2,649,0.8256997455470738
1500,2,18,2,27,77,0,1,183,6,231,25,4,18,1,595,0.8040540540540541
1501,1,9,1,30,88,2,0,204,3,335,15,1,18,1,708,0.885
1503,1,11,10,30,98,1,0,184,6,293,19,2,16,0,671,0.9293628808864266
1504,1,25,2,46,46,2,4,157,4,261,19,1,27,3,598,0.8542857142857143
1505,0,7,1,28,105,2,3,240,4,296,17,0,30,2,735,0.8855421686746988
1506,3,15,4,36,84,2,4,319,3,176,49,5,9,1,710,0.9044585987261147
1507,3,12,5,34,69,1,1,205,4,145,32,1,18,3,533,0.8238021638330757
1508,1,23,5,33,71,0,2,219,5,304,16,1,29,3,712,0.8526946107784431
1512,1,12,9,38,102,3,3,203,2,263,52,5,20,2,715,0.7971014492753623
1514,2,10,5,42,76,3,3,245,3,263,23,3,22,1,701,0.8160651920838184
1515,3,15,5,27,123,1,5,213,6,201,27,2,27,3,658,0.8133498145859085
1516,0,21,4,45,98,3,1,280,6,270,28,4,22,3,785,0.8981693363844394
1517,3,19,4,29,95,4,2,215,0,262,28,5,25,0,691,0.8478527607361963
1520,0,7,5,37,74,2,4,226,2,196,26,3,23,2,607,0.7986842105263158
1521,0,17,3,17,53,1,1,160,3,126,11,4,16,0,412,0.8937093275488069
1523,2,16,3,47,56,2,1,196,5,255,32,3,13,0,631,0.8346560846560847
1525,1,14,4,29,76,2,6,194,4,248,29,1,16,2,626,0.9165446559297218
1526,1,16,1,24,38,2,6,139,1,174,24,2,12,1,441,0.6621621621621622
1528,1,22,3,26,81,2,5,163,3,185,27,2,22,1,543,0.7552155771905424
1529,1,15,3,38,107,4,5,276,9,289,34,4,21,1,807,0.8917127071823204
1530,3,14,8,29,93,2,4,200,6,217,20,1,30,2,629,0.8546195652173914
1531,2,23,4,33,75,4,0,183,3,240,25,4,7,1,604,0.7723785166240409
1532,0,2,0,5,14,0,1,40,1,62,2,2,5,0,134,14.88888888888889
1533,0,4,1,0,6,0,0,5,0,16,0,1,3,0,36,4.0
1534,0,4,4,7,27,0,1,57,3,57,6,4,12,0,182,5.055555555555555
1535,0,2,0,5,9,0,0,32,2,37,3,1,6,0,97,inf
1536,0,1,0,5,17,0,1,41,3,47,4,0,6,0,125,inf
1538,0,3,1,5,14,1,0,56,0,65,2,0,6,3,156,156.0
1539,0,3,0,2,14,0,0,31,0,40,1,0,3,0,94,23.5
1540,0,2,0,4,19,0,0,32,0,51,10,0,3,0,121,inf
1541,1,1,0,8,23,0,2,35,5,62,6,3,8,0,154,17.11111111111111
1544,0,1,1,6,12,1,0,17,1,38,1,1,7,0,86,12.285714285714286
1547,1,6,2,0,11,0,2,24,0,36,2,1,5,2,92,inf
1548,0,1,0,0,2,0,0,13,0,10,2,0,1,1,30,inf
